fr_cruiser_suffren_class_dupleix	Dupleix	fr_cruiser_suffren_class_dupleix_torpedoes	France	4	typeDestroyer
fr_cruiser_suffren_class_suffren	Suffren	fr_cruiser_suffren_class_suffren_default	France	4	typeDestroyer
fr_destroyer_aigle_class_aigle	Aigle	torpedoes	France	2	typeDestroyer
fr_destroyer_aigle_class_milan	Milan	fr_destroyer_aigle_class_milan_torpedoes	France	2	typeDestroyer
fr_destroyer_aigle_class_vautour	Vautour	fr_destroyer_aigle_class_vautour_torpedoes	France	2	typeDestroyer
fr_destroyer_bourrasque_class_bourrasque	Bourrasque	fr_destroyer_bourrasque_class_bourrasque_torpedoes	France	1	typeDestroyer
fr_destroyer_bourrasque_class_tornade	Tornade	fr_destroyer_bourrasque_class_tornade_torpedoes	France	1	typeDestroyer
fr_destroyer_desaix_class_kleber	Kleber	torpedoes	France	2	typeDestroyer
fr_destroyer_guepard_class_verdun	Verdun	torpedoes	France	1	typeDestroyer
fr_destroyer_hunt_3series	La Combattante	torpedoes	France	1	typeDestroyer
fr_destroyer_jaguar_class_chacal	Chacal	torpedoes	France	1	typeDestroyer
fr_destroyer_jaguar_class_leopard	Leopard	fr_destroyer_jaguar_class_leopard_torpedoes	France	1	typeDestroyer
fr_destroyer_jaguar_class_panthere	Panthere	fr_destroyer_jaguar_class_panthere_torpedoes	France	1	typeDestroyer
fr_destroyer_le_fantasque_class_le_malin	Le Malin	fr_destroyer_le_fantasque_class_le_malin_torpedoes	France	3	typeDestroyer
fr_destroyer_le_fantasque_class_le_triomphant	Le Triomphant	torpedoes	France	3	typeDestroyer
fr_destroyer_marceau_class_marceau	Marceau	fr_destroyer_marceau_class_marceau_torpedoes	France	2	typeDestroyer
fr_destroyer_mogador_class_mogador	Mogador	torpedoes	France	3	typeDestroyer
fr_destroyer_vauquelin_class_vauquelin	Vauquelin	torpedoes	France	2	typeDestroyer
fr_elan_class_commandant_domine	Commandant Dominé	depth_charges	France	4	typeTorpedoGunBoat
fr_flower_class_aconit	Aconit	bomb_mortar	France	2	typeGunBoat
fr_frigate_corse_class_brestois	Le Brestois	torpedoes	France	5	typeTorpedoGunBoat
fr_frigate_corse_class_corse	Le Corse	torpedoes	France	4	typeTorpedoGunBoat
fr_frigate_croix_de_lorraine_class_la_surprise	La Surprise	stern_depth_charges	France	4	typeTorpedoGunBoat
fr_lcg_m_l9059	L9059	lcg_m_l9059_default	France	3	typeGunBoat
fr_marne_class_aisne	Aisne	fr_marne_class_aisne_default	France	3	typeTorpedoGunBoat
fr_marne_class_marne	Marne	fr_marne_class_marne_default	France	3	typeTorpedoGunBoat
fr_mtb96_vosper	MTB-96	torpedoes	France	2	typeTorpedoBoat
fr_p730_combattante	La Combattante	p730_combattante_default	France	5	typeGunBoat
fr_trident_class_glaive_p671	Glaive	trident_class_glaive_p671_default	France	3	typeGunBoat
fr_type40k_vedette	VTB-19	torpedoes	France	2	typeTorpedoBoat
fr_vlt1	VLT-1	torpedoes	France	4	typeTorpedoBoat
fr_vlt2	VLT-2	torpedoes	France	4	typeTorpedoBoat
fr_vtb10	VTB-10	torpedoes	France	1	typeTorpedoBoat
fr_vtb11	VTB-11	torpedoes	France	1	typeTorpedoBoat
fr_vtb12_mod	VTB-12	torpedoes	France	1	typeTorpedoBoat
fr_vtb13	VTB-13	fr_vtb13_default	France	1	typeGunBoat
fr_vtb14	VTB-14	torpedoes	France	1	typeTorpedoBoat
fr_vtb18	VTB-18	torpedoes	France	1	typeTorpedoBoat
fr_vtb8	VTB-8	torpedoes	France	1	typeTorpedoBoat
fr_vtb9	VTB-9	torpedoes	France	1	typeTorpedoBoat
germ_artilleriefahrprahm_typ_d1	AF D1	germ_artilleriefahrprahm_typ_d1_default	Germany	4	typeNavalFerryBarge
germ_artilleriefahrprahm_typ_d3	AF D3	germ_artilleriefahrprahm_typ_d3_default	Germany	4	typeNavalFerryBarge
germ_battlecruiser_derfflinger	SMS Derfflinger	germ_battlecruiser_derfflinger_torpedoes	Germany	5	typeDestroyer
germ_battlecruiser_ersatz_yorck	Ersatz Yorck	torpedoes	Germany	6	typeDestroyer
germ_battlecruiser_mackensen_class	Mackensen	torpedoes	Germany	6	typeDestroyer
germ_battlecruiser_von_der_tann	SMS Von der Tann	torpedoes	Germany	5	typeDestroyer
germ_battleship_baden	SMS Baden	torpedoes	Germany	6	typeDestroyer
germ_battleship_bayern	SMS Bayern	torpedoes	Germany	6	typeDestroyer
germ_battleship_bismarck	Bismarck	germ_battleship_bismarck_default	Germany	7	typeDestroyer
germ_battleship_gneisenau_380mm	Gneisenau	torpedoes	Germany	6	typeDestroyer
germ_battleship_helgoland	SMS Helgoland	torpedoes	Germany	5	typeDestroyer
germ_battleship_kaiser	SMS Kaiser	torpedoes	Germany	5	typeDestroyer
germ_battleship_konig	SMS König	germ_battleship_konig_torpedoes	Germany	5	typeDestroyer
germ_battleship_nassau	SMS Nassau	torpedoes	Germany	5	typeDestroyer
germ_battleship_ostfriesland	SMS Ostfriesland	germ_battleship_ostfriesland_torpedoes	Germany	5	typeDestroyer
germ_battleship_sachsen	SMS Sachsen	torpedoes	Germany	6	typeDestroyer
germ_battleship_scharnhorst	Scharnhorst	torpedoes	Germany	6	typeDestroyer
germ_battleship_westfalen	SMS Westfalen	germ_battleship_westfalen_default	Germany	5	typeDestroyer
germ_cargo_ship_goldenfels	Cargo ship	germ_cargo_ship_goldenfels_default	Other	0	typeShip
germ_cargo_ship_goldenfels_ec	Cargo ship	germ_cargo_ship_goldenfels_default	Other	0	typeShip
germ_cruiser_admiral_graf_spee	Admiral Graf Spee	torpedoes	Germany	4	typeDestroyer
germ_cruiser_admiral_hipper	Admiral Hipper	torpedoes	Germany	4	typeDestroyer
germ_cruiser_admiral_scheer	Admiral Scheer	torpedoes	Germany	4	typeDestroyer
germ_cruiser_elbing	SMS Elbing	germ_cruiser_elbing_torpedoes	Germany	3	typeDestroyer
germ_cruiser_emden_1944	Emden	torpedoes	Germany	3	typeDestroyer
germ_cruiser_emden_1944_ec	Emden	torpedoes	Other	0	typeDestroyer
germ_cruiser_karlsruhe	Karlsruhe	torpedoes	Germany	4	typeDestroyer
germ_cruiser_koln	Köln	torpedoes	Germany	4	typeDestroyer
germ_cruiser_koln_ec	Köln	torpedoes	Other	0	typeDestroyer
germ_cruiser_leipzig	Leipzig	germ_cruiser_leipzig_default	Germany	4	typeDestroyer
germ_cruiser_nurnberg	Nürnberg	torpedoes	Germany	4	typeDestroyer
germ_cruiser_nurnberg_ec	Nürnberg	torpedoes	Other	0	typeDestroyer
germ_cruiser_prinz_eugen	Prinz Eugen	torpedoes	Germany	4	typeDestroyer
germ_destroyer_class1924_iltis	Luchs	torpedoes	Germany	1	typeDestroyer
germ_destroyer_class1924_jaguar1941	Jaguar	torpedoes	Germany	2	typeDestroyer
germ_destroyer_class1924_leopard1932	Leopard	torpedoes	Germany	1	typeDestroyer
germ_destroyer_class1924_leopard1932_ec	Type 1924	torpedoes	Other	0	typeDestroyer
germ_destroyer_class1934a_1940	Z12 Erich Giese	torpedoes	Germany	2	typeDestroyer
germ_destroyer_class1934a_1940_ec	Z12 Erich Giese	torpedoes	Other	0	typeDestroyer
germ_destroyer_class1934a_1944	Z15 Erich Steinbrinck	torpedoes	Germany	1	typeDestroyer
germ_destroyer_class1936_z20	Z22 Anton Schmitt	torpedoes	Germany	2	typeDestroyer
germ_destroyer_class1936_z20_ec	Destroyer	torpedoes	Other	0	typeDestroyer
germ_destroyer_class1936_z20_karlgalster	Z20 Karl Galster	torpedoes	Germany	3	typeDestroyer
germ_destroyer_class1936_z20_tutorial	Destroyer	torpedoes	Other	0	typeDestroyer
germ_destroyer_class1936a_mob_z32	Z32	torpedoes	Germany	2	typeDestroyer
germ_destroyer_class1936a_z25	Z25	torpedoes	Germany	3	typeDestroyer
germ_destroyer_class1936b	Z43	torpedoes	Germany	2	typeDestroyer
germ_destroyer_class1936c_z46	Z46	germ_destroyer_class1936c_z46_torpedoes	Germany	3	typeDestroyer
germ_destroyer_class1936c_z47	Z47	torpedoes	Germany	3	typeDestroyer
germ_destroyer_class1939_t22	T22	torpedoes	Germany	1	typeDestroyer
germ_destroyer_class1939_t22_ec	T22	torpedoes	Other	0	typeDestroyer
germ_destroyer_class1939_t31	T31	torpedoes	Germany	3	typeDestroyer
germ_destroyer_class1942_z51	Z51	torpedoes	Germany	3	typeDestroyer
germ_destroyer_class1944_z52	Z52	torpedoes	Germany	3	typeDestroyer
germ_destroyer_fletcher_zerstorer4	Z4 Zerstörer	torpedoes	Germany	2	typeDestroyer
germ_destroyer_lutjens_class_lutjens	Lütjens	torpedoes	Germany	4	typeDestroyer
germ_escort_typem1935	M-17	bomb_mortar	Germany	4	typeGunBoat
germ_escort_typem1943	M-802	torpedoes	Germany	4	typeGunBoat
germ_frigate_koln	Köln	torpedoes	Germany	5	typeTorpedoGunBoat
germ_frigate_koln_lubeck	Lübeck	torpedoes	Germany	4	typeTorpedoGunBoat
germ_kanonenboot_k2	K2	germ_kanonenboot_k2_default	Germany	1	typeDestroyer
germ_kanonenboot_k4_lorelei	Lorelei	germ_kanonenboot_k4_lorelei_default	Germany	1	typeDestroyer
germ_km5	KM-5	torpedoes	Germany	1	typeShip
germ_kondor2_class	Bernau	kondor2_class_default	Germany	4	typeSubmarineChaser
germ_ls_class	LS 3	torpedoes	Germany	1	typeShip
germ_ls4_class	LS 4 Esau	torpedoes	Germany	1	typeShip
germ_minelayer_drache	Drache	bomb_mortar	Germany	4	typeGunBoat
germ_mz_1	MZ1	torpedoes	Germany	4	typeGunBoat
germ_pr_131	V-990	torpedoes	Germany	3	typeTorpedoBoat
germ_pr_206	Pr. 206	torpedoes	Germany	5	typeGunBoat
germ_pr1331	Parchim	torpedoes	Germany	5	typeTorpedoGunBoat
germ_rboot_r130	R-130	germ_rboot_r130_default	Germany	2	typeGunBoat
germ_rboot_r301	R-301	torpedoes	Germany	2	typeGunBoat
germ_rboot_r41	R-41	germ_rboot_r41_default	Germany	1	typeGunBoat
germ_rdm242	Krischan der Große	germ_rdm242_default	Germany	4	typeGunBoat
germ_s_100_class	S-100	torpedoes	Germany	2	typeTorpedoBoat
germ_s_100_s_174_class	S-147	torpedoes	Germany	3	typeTorpedoBoat
germ_s_100_s204_lang	S-204 Lang	torpedoes	Germany	3	typeTorpedoBoat
germ_s_700_s_701	S-701	germ_s_700_s_701_torpedoes	Germany	3	typeTorpedoBoat
germ_s30_s61	S-61	torpedoes	Germany	2	typeTorpedoBoat
germ_s38	S-38	torpedoes	Germany	1	typeTorpedoBoat
germ_s38b	S-38b	torpedoes	Germany	2	typeTorpedoBoat
germ_schutze_class	Schütze	schutze_class_default	Germany	4	typeSubmarineChaser
germ_sf40_leichte_flakkampffaehre	SF40 Light	germ_sf40_leichte_flakkampffaehre_default	Germany	3	typeNavalFerryBarge
germ_sf40_schwere_flakkampffaehre	SF40 Heavy	germ_sf40_schwere_flakkampffaehre_default	Germany	3	typeNavalFerryBarge
germ_skr_pr50_karl_marx	Karl Marx	torpedoes	Germany	4	typeTorpedoGunBoat
germ_type140_jaguar	Jaguar	torpedoes	Germany	5	typeTorpedoBoat
germ_type143_albatros	Albatros	torpedoes	Germany	5	typeGunBoat
germ_type143_bussard	Bussard	torpedoes	Germany	5	typeGunBoat
germ_type152_hugin	Hugin	torpedoes	Germany	5	typeTorpedoBoat
germ_type153_pfeil	Pfeil	torpedoes	Germany	5	typeTorpedoBoat
germ_vs10_hydrofoil	VS-10	torpedoes	Germany	3	typeMinelayer
germ_vs8_hydrofoil	VS-8	emc_mines	Germany	3	typeMinelayer
giftbox	Present	giftbox_default	Other	0	Ship
it_a1_vosper	GIS 811	torpedoes	Italy	3	typeTorpedoBoat
it_alano_9851	Alano	it_alano_9851_default	Italy	5	typeGunBoat
it_albatros_class_f543	Albatros	it_albatros_class_f543_bomb_mortars	Italy	5	typeTorpedoGunBoat
it_albatros_class_f544	Alcione	bomb_mortars	Italy	5	typeTorpedoGunBoat
it_battleship_andrea_doria	RN Andrea Doria	torpedoes	Italy	5	typeDestroyer
it_battleship_caio_duilio	RN Duilio	it_battleship_caio_duilio_default	Italy	6	typeDestroyer
it_battleship_conte_di_cavour	RN Conte di Cavour	it_battleship_conte_di_cavour_default	Italy	6	typeDestroyer
it_battleship_dante_alighieri	RN Dante Alighieri	it_battleship_dante_alighieri_default	Italy	5	typeDestroyer
it_battleship_francesco_caracciolo	RN Francesco Caracciolo	it_battleship_francesco_caracciolo_default	Italy	5	typeDestroyer
it_battleship_leonardo_da_vinci	RN Leonardo da Vinci	torpedoes	Italy	5	typeDestroyer
it_battleship_littorio_class_littorio	RN Italia	it_battleship_littorio_class_littorio_default	Italy	7	typeDestroyer
it_battleship_littorio_class_roma	RN Roma	it_battleship_littorio_class_roma_default	Italy	7	typeDestroyer
it_cassiopea_p401	Cassiopea	depth_charges	Italy	5	typeTorpedoGunBoat
it_ciclone_class_ghibli	RN Ghibli	torpedoes	Italy	5	typeTorpedoGunBoat
it_cruiser_bartolomeocolleoni_1940	RN Bartolomeo Colleoni	torpedoes	Italy	3	typeDestroyer
it_cruiser_bolzano	RN Bolzano	torpedoes	Italy	4	typeDestroyer
it_cruiser_cadorna_class_cadorna	RN Luigi Cadorna	it_cruiser_cadorna_class_cadorna_default	Italy	3	typeDestroyer
it_cruiser_cadorna_class_diaz	RN Armando Diaz	torpedoes	Italy	3	typeDestroyer
it_cruiser_capitani_romani_class_attilio_regolo	RN Attilio Regolo	torpedoes	Italy	3	typeDestroyer
it_cruiser_capitani_romani_class_attilio_regolo_ec	RN Attilio Regolo	torpedoes	Other	0	typeDestroyer
it_cruiser_etna_class	RN Etna	it_cruiser_etna_class_default	Italy	3	typeDestroyer
it_cruiser_eugenio_di_savoia	RN Eugenio di Savoia	torpedoes	Italy	4	typeDestroyer
it_cruiser_garibaldi_class_abruzzi	RN Duca degli Abruzzi	torpedoes	Italy	5	typeDestroyer
it_cruiser_montecuccoli	RN Raimondo Montecuccoli	it_cruiser_montecuccoli_torpedoes	Italy	4	typeDestroyer
it_cruiser_montecuccoli_ec	RN Raimondo Montecuccoli	it_cruiser_montecuccoli_torpedoes	Other	0	typeDestroyer
it_cruiser_trento	RN Trento	torpedoes	Italy	4	typeDestroyer
it_cruiser_trento_ec	RN Trento	torpedoes	Other	0	typeDestroyer
it_cruiser_zara_class	RN Zara	it_cruiser_zara_class_default	Italy	5	typeDestroyer
it_cruiser_zara_class_ec	RN Zara	it_cruiser_zara_class_default	Other	0	typeDestroyer
it_cruiser_zara_class_pola	RN Pola	it_cruiser_zara_class_default	Italy	4	typeDestroyer
it_destroyer_aquilone	RN Aquilone	torpedoes	Italy	1	typeDestroyer
it_destroyer_comandanti_medaglie_doro	RN Comandante Margottini	torpedoes	Italy	2	typeDestroyer
it_destroyer_dardo	RN Dardo	torpedoes	Italy	1	typeDestroyer
it_destroyer_fletcher_geniere	Geniere	it_destroyer_fletcher_geniere_torpedoes	Italy	2	typeDestroyer
it_destroyer_impetuoso_class_impetuoso	Impetuoso	torpedoes	Italy	2	typeDestroyer
it_destroyer_leone_class	RN Leone	torpedoes	Italy	2	typeDestroyer
it_destroyer_leone_class_tigre	RN Tigre	torpedoes	Italy	3	typeDestroyer
it_destroyer_maestrale_class_grecale	Grecale	torpedoes	Italy	1	typeDestroyer
it_destroyer_navigatori_class_verazzano	RN Da Verazzano	torpedoes	Italy	3	typeDestroyer
it_destroyer_oriani_class_gioberti	RN Vincenzo Gioberti	torpedoes	Italy	1	typeDestroyer
it_destroyer_saetta	RN Saetta	torpedoes	Italy	1	typeDestroyer
it_destroyer_soldati_serie1	RN Aviere	torpedoes	Italy	3	typeDestroyer
it_destroyer_soldati_serie1_camicianera	RN Corazziere	torpedoes	Italy	2	typeDestroyer
it_destroyer_soldati_serie1_geniere	RN Geniere	torpedoes	Italy	3	typeDestroyer
it_destroyer_turbine	RN Turbine	torpedoes	Italy	1	typeDestroyer
it_destroyer_vifor_class_aquila	RN Aquila	torpedoes	Italy	1	typeDestroyer
it_gabbiano_class	RN Gabbiano	torpedoes	Italy	4	typeGunBoat
it_gabbiano_class_c16	Folaga	torpedoes	Italy	4	typeGunBoat
it_mas_classe429	MAS 429	it_mas_classe429_default	Italy	1	typeGunBoat
it_mas_classe500_3	MAS 555	torpedoes	Italy	1	typeTorpedoBoat
it_mas_classe500_3_1944	MAS 561	torpedoes	Italy	1	typeTorpedoBoat
it_mas_classe500_4	MAS 569	torpedoes	Italy	1	typeTorpedoBoat
it_mas_stefano_turr	Stefano Turr	torpedoes	Italy	2	typeTorpedoBoat
it_mas441	MAS 441	depth_charges	Italy	2	typeGunBoat
it_mc_485	MC-485	torpedoes	Italy	3	typeTorpedoBoat
it_mc490_folgore	MC-490	torpedoes	Italy	4	typeTorpedoBoat
it_mc492_baleno	Baleno MC-492	torpedoes	Italy	4	typeTorpedoBoat
it_ms15_1a	MS-15	torpedoes	Italy	2	typeTorpedoBoat
it_ms444	MS 444	torpedoes	Italy	3	typeTorpedoBoat
it_ms471_1a	MV-611	it_ms471_1a_default	Italy	3	typeGunBoat
it_ms473_2a	MS-472	torpedoes	Italy	3	typeTorpedoBoat
it_ms473_2a_art	MS-473	depth_charges	Italy	4	typeGunBoat
it_ms53_2a	MS-53	torpedoes	Italy	2	typeTorpedoBoat
it_p420_sparviero	Sparviero	it_p420_sparviero_default	Italy	4	typeGunBoat
it_p493_freccia	Freccia P-493	it_p493_freccia_default	Italy	4	typeTorpedoBoat
it_p494_saetta	Saetta P-494	it_p494_saetta_default	Italy	5	typeGunBoat
it_vas_baglietto_68t_1serie	VAS 201	torpedoes	Italy	1	typeTorpedoBoat
jp_abtei_pr1	Soukou-Tei	jp_abtei_pr1_default	Japan	1	typeGunBoat
jp_abtei_pr4	Soukou-Tei No.4	jp_abtei_pr4_default	Japan	2	typeGunBoat
jp_aircraftcarrier_shokaku	IJN Shokaku	jp_aircraftcarrier_shokaku_default	Other	0	typeShip
jp_armoredcruiser_ikoma	IJN Ikoma	torpedoes	Japan	4	typeDestroyer
jp_armoredcruiser_kurama	IJN Kurama	torpedoes	Japan	5	typeDestroyer
jp_battlecruiser_amagi	IJN Amagi	torpedoes	Japan	6	typeDestroyer
jp_battlecruiser_haruna	IJN Haruna	jp_battlecruiser_haruna_default	Japan	5	typeDestroyer
jp_battlecruiser_hiei	IJN Hiei	torpedoes	Japan	5	typeDestroyer
jp_battlecruiser_kirishima	IJN Kirishima	jp_battlecruiser_kirishima_default	Japan	5	typeDestroyer
jp_battlecruiser_kongo	IJN Kongo	jp_battlecruiser_kongo_default	Japan	6	typeDestroyer
jp_battleship_fuso	IJN Fuso	jp_battleship_fuso_default	Japan	6	typeDestroyer
jp_battleship_hyuga	IJN Hyuga	torpedoes	Japan	5	typeDestroyer
jp_battleship_ise	IJN Ise	jp_battleship_ise_default	Japan	6	typeDestroyer
jp_battleship_musashi	IJN Musashi	jp_battleship_musashi_default	Japan	7	typeDestroyer
jp_battleship_mutsu	IJN Mutsu	torpedoes	Japan	6	typeDestroyer
jp_battleship_nagato	IJN Nagato	jp_battleship_nagato_default	Japan	6	typeDestroyer
jp_battleship_settsu	IJN Settsu	torpedoes	Japan	5	typeDestroyer
jp_battleship_tosa	IJN Tosa	torpedoes	Japan	6	typeDestroyer
jp_battleship_yamashiro	IJN Yamashiro	torpedoes	Japan	5	typeDestroyer
jp_battleship_yamato	IJN Yamato	jp_battleship_yamato_default	Japan	7	typeDestroyer
jp_cargo_ship_kashino	Cargo ship	jp_cargo_ship_kashino_default	Other	0	typeShip
jp_cargo_ship_kashino_ec	Cargo ship	jp_cargo_ship_kashino_default	Other	0	typeShip
jp_cruiser_agano	IJN Agano	torpedoes	Japan	4	typeDestroyer
jp_cruiser_agano_ec	IJN Agano	torpedoes	Other	0	typeDestroyer
jp_cruiser_aoba	IJN Aoba	torpedoes	Japan	4	typeDestroyer
jp_cruiser_furutaka	IJN Furutaka	torpedoes	Japan	4	typeDestroyer
jp_cruiser_furutaka_ec	IJN Furutaka	torpedoes	Other	0	typeDestroyer
jp_cruiser_haguro	IJN Haguro	torpedoes	Japan	4	typeDestroyer
jp_cruiser_isuzu	IJN Isuzu	torpedoes	Japan	3	typeDestroyer
jp_cruiser_kako	IJN Kako	torpedoes	Japan	3	typeDestroyer
jp_cruiser_kako_ec	IJN Kako	torpedoes	Other	0	typeDestroyer
jp_cruiser_kuma	IJN Tama	torpedoes	Japan	3	typeDestroyer
jp_cruiser_kuma_ec	Kuma	torpedoes	Other	0	typeDestroyer
jp_cruiser_mogami	IJN Mogami	torpedoes	Japan	5	typeDestroyer
jp_cruiser_mogami_mikuma	IJN Mikuma	torpedoes	Japan	5	typeDestroyer
jp_cruiser_mogami_suzuya	IJN Suzuya	torpedoes	Japan	5	typeDestroyer
jp_cruiser_myoko	IJN Myoko	jp_cruiser_myoko_default	Japan	4	typeDestroyer
jp_cruiser_oyodo	IJN Oyodo	jp_cruiser_oyodo_default	Japan	4	typeDestroyer
jp_cruiser_sendai	IJN Sendai	torpedoes	Japan	3	typeDestroyer
jp_cruiser_tone	IJN Tone	torpedoes	Japan	5	typeDestroyer
jp_cruiser_yubari	IJN Yubari	torpedoes	Japan	3	typeDestroyer
jp_daihatsu_landing_craft	Landing craft	jp_daihatsu_landing_craft_default	Other	0	typeSubmarineChaser
jp_destroyer_akizuki	IJN Akizuki	torpedoes	Japan	3	typeDestroyer
jp_destroyer_akizuki_ec	IJN Akizuki	torpedoes	Other	0	typeDestroyer
jp_destroyer_ayanami	JDS Ayanami (DD-103)	torpedoes	Japan	5	typeTorpedoGunBoat
jp_destroyer_chidori	Chidori	torpedoes	Japan	5	typeTorpedoGunBoat
jp_destroyer_fubuki	IJN Ayanami	torpedoes	Japan	2	typeDestroyer
jp_destroyer_fubuki_ec	Ayanami	torpedoes	Other	0	typeDestroyer
jp_destroyer_harukaze	JDS Harukaze (DD-101)	hedgehog_mortar	Japan	2	typeDestroyer
jp_destroyer_hatsuharu	IJN Hatsuharu	torpedoes	Japan	2	typeDestroyer
jp_destroyer_hatsuzuki	IJN Hatsuzuki	torpedoes	Japan	3	typeDestroyer
jp_destroyer_hayanami	IJN Hayanami	torpedoes	Japan	2	typeDestroyer
jp_destroyer_isuzu	Isuzu	torpedoes	Japan	5	typeTorpedoGunBoat
jp_destroyer_kagero	IJN Kagero	torpedoes	Japan	3	typeDestroyer
jp_destroyer_kiyoshimo	IJN Kiyoshimo	torpedoes	Japan	3	typeDestroyer
jp_destroyer_matsu	IJN Matsu	torpedoes	Japan	1	typeDestroyer
jp_destroyer_momi	IJN Momi	torpedoes	Japan	1	typeDestroyer
jp_destroyer_murasame	JDS Murasame (DD-107)	torpedoes	Japan	2	typeDestroyer
jp_destroyer_mutsuki	IJN Mutsuki	torpedoes	Japan	1	typeDestroyer
jp_destroyer_mutsuki_ec	Mutsuki	torpedoes	Other	0	typeDestroyer
jp_destroyer_nenohi	IJN Nenohi	torpedoes	Japan	2	typeDestroyer
jp_destroyer_satsuki	IJN Satsuki	torpedoes	Japan	1	typeDestroyer
jp_destroyer_shimakaze	IJN Shimakaze	torpedoes	Japan	3	typeDestroyer
jp_destroyer_suzutsuki	IJN Suzutsuki	torpedoes	Japan	3	typeDestroyer
jp_destroyer_tade	IJN Tade	torpedoes	Japan	1	typeDestroyer
jp_destroyer_yugumo	IJN Yugumo	torpedoes	Japan	2	typeDestroyer
jp_destroyer_yugumo_ec	IJN Yugumo	torpedoes	Other	0	typeDestroyer
jp_destroyer_yugure	JDS Yūgure (DD-184)	mk6_bomb_mortar	Japan	2	typeDestroyer
jp_destroyer_yukikaze	IJN Yukikaze	torpedoes	Japan	3	typeDestroyer
jp_destroyer_yuudachi	IJN Yuudachi	torpedoes	Japan	3	typeDestroyer
jp_escort_akebono_class	Akebono	jp_escort_akebono_class_default	Japan	4	typeTorpedoGunBoat
jp_escort_chikugo_class	Chikugo	torpedoes	Japan	4	typeTorpedoGunBoat
jp_escort_hiburi_class_shisaka	Shisaka	jp_escort_hiburi_class_shisaka_default	Japan	5	typeTorpedoGunBoat
jp_escort_hiburi_class_syonan	Syonan	jp_escort_hiburi_class_syonan_default	Japan	5	typeTorpedoGunBoat
jp_escort_ikazuchi_class	Ikazuchi	jp_escort_ikazuchi_class_default	Japan	4	typeTorpedoGunBoat
jp_karotei_type2	Type 4 (mod. 2)	jp_karotei_type2_default	Japan	2	typeGunBoat
jp_karotei_type4	Type 4 (mod. 4)	jp_karotei_type4_default	Japan	2	typeGunBoat
jp_kusen_tei_13_1942	Type K-8 No.13	jp_kusen_tei_13_1942_default	Japan	2	typeSubmarineChaser
jp_kusen_tei_13_1944	Type K-8 No.13 late	jp_kusen_tei_13_1944_default	Japan	3	typeSubmarineChaser
jp_minelayer_tsugaru	IJN Tsugaru	bomb_mortar	Japan	2	typeDestroyer
jp_no1_ch2	Type K-3 No.1	jp_no1_ch2_default	Japan	3	typeSubmarineChaser
jp_no4_ch8	Type K-7 No.4	jp_no4_ch8_default	Japan	3	typeSubmarineChaser
jp_pc301_kari_class	Kari	jp_pc301_kari_class_default	Japan	3	typeSubmarineChaser
jp_pg02	PG 02	jp_pg02_default	Japan	4	typeGunBoat
jp_sehatei_mod1	Ha-Go (mod. 1)	jp_sehatei_mod1_default	Japan	2	typeGunBoat
jp_t14_class	Type T-14	torpedoes	Japan	1	typeTorpedoBoat
jp_t14_class_mod01	Type T-14 (mod. 1)	torpedoes	Japan	1	typeTorpedoBoat
jp_t14_class_mod02	Type T-14 (mod. 2)	torpedoes	Japan	1	typeTorpedoBoat
jp_t51a	Type T-51a	torpedoes	Japan	3	typeTorpedoBoat
