a_10a_early	A-10A Thunderbolt II (Early)	3	us_hydra_70_m247	rockets	gameData/Weapons/containers/lau_131a_hydra_70_m247.blk	aero_7_3	1	nar_ap_small	70 mm Hydra-70 M247 rocket x7	Rockets	101.12	101.12
a_10a_early	A-10A Thunderbolt II (Early)	3	us_hydra_70_m247_x3	rockets	gameData/Weapons/containers/lau_131a_hydra_70_m247_x3.blk	pylon_ter9a_1	1	nar_ap_small_group_x3	70 mm Hydra-70 M247 rocket x7 x3	Rockets	393.36	393.36
a_10a_early	A-10A Thunderbolt II (Early)	3	us_500lb_mk_82_ldgp	bombs	gameData/Weapons/BombGuns/us_500lb_mk_82_ldgp.blk	bomb_3	1	bombs_middle	500 lb LDGP Mk 82 bomb	Bombs	240.9	240.9
a_10a_early	A-10A Thunderbolt II (Early)	3	us_500lb_mk_82_ldgp_snakeye	bombs	gameData/Weapons/BombGuns/us_500lb_mk_82_ldgp_snakeye.blk	bomb_3	1	bombs_middle_high_drag	500 lb Mk 82 Snakeye high-drag tail fin retarded bomb	Bombs	254	254
a_10a_early	A-10A Thunderbolt II (Early)	3	us_500lb_mk_82_x3_ter9a_1	bombs	gameData/Weapons/containers/us_500lb_mk_82_x3_ter9a_1.blk	pylon_ter9a_1	1	bombs_middle_group	500 lb LDGP Mk 82 bomb x3	Bombs	722.7	722.7
a_10a_early	A-10A Thunderbolt II (Early)	3	us_500lb_mk_82_snakeye_x3_ter9a_1	bombs	gameData/Weapons/containers/us_500lb_mk_82_snakeye_x3_ter9a_1.blk	pylon_ter9a_1	1	bombs_middle_high_drag_group	500 lb Mk 82 Snakeye high-drag tail fin retarded bomb x3	Bombs	762	762
a_10a_early	A-10A Thunderbolt II (Early)	3	us_2000lb_mk_84_ldgp	bombs	gameData/Weapons/BombGuns/us_2000lb_mk_84_ldgp.blk	bomb_3	1	bombs_heavy_middle	2000 lb LDGP Mk 84 bomb	Bombs	893.6	893.6
a_10a_early	A-10A Thunderbolt II (Early)	3	us_2000lb_mk_84_ldgp_air	bombs	gameData/Weapons/BombGuns/us_2000lb_mk_84_ldgp_air.blk	bomb_3	1	bombs_large_high_drag	2000 lb LDGP Mk 84 Air bomb	Bombs	893.6	893.6
a_10a_early	A-10A Thunderbolt II (Early)	3	us_2000lb_gbu_8_hobos	guided bombs	gameData/Weapons/BombGuns/us_2000lb_gbu_8_hobos.blk	bomb_3	1	guided_bomb_green	GBU-8	Guided Bombs	1027	1027
a_10a_early	A-10A Thunderbolt II (Early)	3	us_agm_65a_x_3	atgm	gameData/Weapons/containers/lau_88a_agm_65b_x_3.blk	lau_88a_1	1	missile_air_to_uni_x3	AGM-65B air-to-ground missile x3	Air-to-Ground Missiles	631.401	631.401
a_10a_early	A-10A Thunderbolt II (Early)	4	us_hydra_70_m247	rockets	gameData/Weapons/containers/lau_131a_hydra_70_m247.blk	aero_7_4	1	nar_ap_small	70 mm Hydra-70 M247 rocket x7	Rockets	101.12	101.12
a_10a_early	A-10A Thunderbolt II (Early)	4	us_hydra_70_m247_x3	rockets	gameData/Weapons/containers/lau_131a_hydra_70_m247_x3.blk	pylon_ter9a_2	1	nar_ap_small_group_x3	70 mm Hydra-70 M247 rocket x7 x3	Rockets	393.36	393.36
a_10a_early	A-10A Thunderbolt II (Early)	4	us_500lb_mk_82_ldgp	bombs	gameData/Weapons/BombGuns/us_500lb_mk_82_ldgp.blk	bomb_4	1	bombs_middle	500 lb LDGP Mk 82 bomb	Bombs	240.9	240.9
a_10a_early	A-10A Thunderbolt II (Early)	4	us_500lb_mk_82_ldgp_snakeye	bombs	gameData/Weapons/BombGuns/us_500lb_mk_82_ldgp_snakeye.blk	bomb_4	1	bombs_middle_high_drag	500 lb Mk 82 Snakeye high-drag tail fin retarded bomb	Bombs	254	254
a_10a_early	A-10A Thunderbolt II (Early)	4	us_500lb_mk_82_x3_ter9a_1	bombs	gameData/Weapons/containers/us_500lb_mk_82_x3_ter9a_1.blk	pylon_ter9a_2	1	bombs_middle_group	500 lb LDGP Mk 82 bomb x3	Bombs	722.7	722.7
a_10a_early	A-10A Thunderbolt II (Early)	4	us_500lb_mk_82_snakeye_x3_ter9a_1	bombs	gameData/Weapons/containers/us_500lb_mk_82_snakeye_x3_ter9a_1.blk	pylon_ter9a_2	1	bombs_middle_high_drag_group	500 lb Mk 82 Snakeye high-drag tail fin retarded bomb x3	Bombs	762	762
a_10a_early	A-10A Thunderbolt II (Early)	4	us_2000lb_mk_84_ldgp	bombs	gameData/Weapons/BombGuns/us_2000lb_mk_84_ldgp.blk	bomb_4	1	bombs_heavy_middle	2000 lb LDGP Mk 84 bomb	Bombs	893.6	893.6
a_10a_early	A-10A Thunderbolt II (Early)	4	us_2000lb_mk_84_ldgp_air	bombs	gameData/Weapons/BombGuns/us_2000lb_mk_84_ldgp_air.blk	bomb_4	1	bombs_large_high_drag	2000 lb LDGP Mk 84 Air bomb	Bombs	893.6	893.6
a_10a_early	A-10A Thunderbolt II (Early)	4	us_2000lb_gbu_8_hobos	guided bombs	gameData/Weapons/BombGuns/us_2000lb_gbu_8_hobos.blk	bomb_4	1	guided_bomb_green	GBU-8	Guided Bombs	1027	1027
a_10a_early	A-10A Thunderbolt II (Early)	5	us_500lb_mk_82_ldgp	bombs	gameData/Weapons/BombGuns/us_500lb_mk_82_ldgp.blk	bomb_5	1	bombs_middle	500 lb LDGP Mk 82 bomb	Bombs	240.9	240.9
a_10a_early	A-10A Thunderbolt II (Early)	5	us_500lb_mk_82_ldgp_snakeye	bombs	gameData/Weapons/BombGuns/us_500lb_mk_82_ldgp_snakeye.blk	bomb_5	1	bombs_middle_high_drag	500 lb Mk 82 Snakeye high-drag tail fin retarded bomb	Bombs	254	254
a_10a_early	A-10A Thunderbolt II (Early)	5	us_2000lb_mk_84_ldgp	bombs	gameData/Weapons/BombGuns/us_2000lb_mk_84_ldgp.blk	bomb_5	1	bombs_heavy_middle	2000 lb LDGP Mk 84 bomb	Bombs	893.6	893.6
a_10a_early	A-10A Thunderbolt II (Early)	5	us_2000lb_mk_84_ldgp_air	bombs	gameData/Weapons/BombGuns/us_2000lb_mk_84_ldgp_air.blk	bomb_5	1	bombs_large_high_drag	2000 lb LDGP Mk 84 Air bomb	Bombs	893.6	893.6
a_10a_early	A-10A Thunderbolt II (Early)	5	suu_23a_pod_slot5	additional gun	gameData/Weapons/cannonGAU4.blk	flare2	1200	multibarrel_box	20 mm GAU-4 cannon	Other Weapons	494	494
a_10a_early	A-10A Thunderbolt II (Early)	7	us_500lb_mk_82_ldgp	bombs	gameData/Weapons/BombGuns/us_500lb_mk_82_ldgp.blk	bomb_6	1	bombs_middle	500 lb LDGP Mk 82 bomb	Bombs	240.9	240.9
a_10a_early	A-10A Thunderbolt II (Early)	7	us_500lb_mk_82_ldgp_snakeye	bombs	gameData/Weapons/BombGuns/us_500lb_mk_82_ldgp_snakeye.blk	bomb_6	1	bombs_middle_high_drag	500 lb Mk 82 Snakeye high-drag tail fin retarded bomb	Bombs	254	254
a_10a_early	A-10A Thunderbolt II (Early)	7	us_2000lb_mk_84_ldgp	bombs	gameData/Weapons/BombGuns/us_2000lb_mk_84_ldgp.blk	bomb_6	1	bombs_heavy_middle	2000 lb LDGP Mk 84 bomb	Bombs	893.6	893.6
a_10a_early	A-10A Thunderbolt II (Early)	7	us_2000lb_mk_84_ldgp_air	bombs	gameData/Weapons/BombGuns/us_2000lb_mk_84_ldgp_air.blk	bomb_6	1	bombs_large_high_drag	2000 lb LDGP Mk 84 Air bomb	Bombs	893.6	893.6
a_10a_early	A-10A Thunderbolt II (Early)	7	suu_23a_pod_slot6	additional gun	gameData/Weapons/cannonGAU4.blk	flare3	1200	multibarrel_box	20 mm GAU-4 cannon	Other Weapons	494	494
a_10a_early	A-10A Thunderbolt II (Early)	8	us_hydra_70_m247	rockets	gameData/Weapons/containers/lau_131a_hydra_70_m247.blk	aero_7_8	1	nar_ap_small	70 mm Hydra-70 M247 rocket x7	Rockets	101.12	101.12
a_10a_early	A-10A Thunderbolt II (Early)	8	us_hydra_70_m247_x3	rockets	gameData/Weapons/containers/lau_131a_hydra_70_m247_x3.blk	pylon_ter9a_3	1	nar_ap_small_group_x3	70 mm Hydra-70 M247 rocket x7 x3	Rockets	393.36	393.36
a_10a_early	A-10A Thunderbolt II (Early)	8	us_500lb_mk_82_ldgp	bombs	gameData/Weapons/BombGuns/us_500lb_mk_82_ldgp.blk	bomb_7	1	bombs_middle	500 lb LDGP Mk 82 bomb	Bombs	240.9	240.9
a_10a_early	A-10A Thunderbolt II (Early)	8	us_500lb_mk_82_ldgp_snakeye	bombs	gameData/Weapons/BombGuns/us_500lb_mk_82_ldgp_snakeye.blk	bomb_7	1	bombs_middle_high_drag	500 lb Mk 82 Snakeye high-drag tail fin retarded bomb	Bombs	254	254
a_10a_early	A-10A Thunderbolt II (Early)	8	us_500lb_mk_82_x3_ter9a_1	bombs	gameData/Weapons/containers/us_500lb_mk_82_x3_ter9a_1.blk	pylon_ter9a_3	1	bombs_middle_group	500 lb LDGP Mk 82 bomb x3	Bombs	722.7	722.7
a_10a_early	A-10A Thunderbolt II (Early)	8	us_500lb_mk_82_snakeye_x3_ter9a_1	bombs	gameData/Weapons/containers/us_500lb_mk_82_snakeye_x3_ter9a_1.blk	pylon_ter9a_3	1	bombs_middle_high_drag_group	500 lb Mk 82 Snakeye high-drag tail fin retarded bomb x3	Bombs	762	762
a_10a_early	A-10A Thunderbolt II (Early)	8	us_2000lb_mk_84_ldgp	bombs	gameData/Weapons/BombGuns/us_2000lb_mk_84_ldgp.blk	bomb_7	1	bombs_heavy_middle	2000 lb LDGP Mk 84 bomb	Bombs	893.6	893.6
a_10a_early	A-10A Thunderbolt II (Early)	8	us_2000lb_mk_84_ldgp_air	bombs	gameData/Weapons/BombGuns/us_2000lb_mk_84_ldgp_air.blk	bomb_7	1	bombs_large_high_drag	2000 lb LDGP Mk 84 Air bomb	Bombs	893.6	893.6
a_10a_early	A-10A Thunderbolt II (Early)	8	us_2000lb_gbu_8_hobos	guided bombs	gameData/Weapons/BombGuns/us_2000lb_gbu_8_hobos.blk	bomb_7	1	guided_bomb_green	GBU-8	Guided Bombs	1027	1027
a_10a_early	A-10A Thunderbolt II (Early)	9	us_hydra_70_m247	rockets	gameData/Weapons/containers/lau_131a_hydra_70_m247.blk	aero_7_9	1	nar_ap_small	70 mm Hydra-70 M247 rocket x7	Rockets	101.12	101.12
a_10a_early	A-10A Thunderbolt II (Early)	9	us_hydra_70_m247_x3	rockets	gameData/Weapons/containers/lau_131a_hydra_70_m247_x3.blk	pylon_ter9a_4	1	nar_ap_small_group_x3	70 mm Hydra-70 M247 rocket x7 x3	Rockets	393.36	393.36
a_10a_early	A-10A Thunderbolt II (Early)	9	us_500lb_mk_82_ldgp	bombs	gameData/Weapons/BombGuns/us_500lb_mk_82_ldgp.blk	bomb_8	1	bombs_middle	500 lb LDGP Mk 82 bomb	Bombs	240.9	240.9
a_10a_early	A-10A Thunderbolt II (Early)	9	us_500lb_mk_82_ldgp_snakeye	bombs	gameData/Weapons/BombGuns/us_500lb_mk_82_ldgp_snakeye.blk	bomb_8	1	bombs_middle_high_drag	500 lb Mk 82 Snakeye high-drag tail fin retarded bomb	Bombs	254	254
a_10a_early	A-10A Thunderbolt II (Early)	9	us_500lb_mk_82_x3_ter9a_1	bombs	gameData/Weapons/containers/us_500lb_mk_82_x3_ter9a_1.blk	pylon_ter9a_4	1	bombs_middle_group	500 lb LDGP Mk 82 bomb x3	Bombs	722.7	722.7
a_10a_early	A-10A Thunderbolt II (Early)	9	us_500lb_mk_82_snakeye_x3_ter9a_1	bombs	gameData/Weapons/containers/us_500lb_mk_82_snakeye_x3_ter9a_1.blk	pylon_ter9a_4	1	bombs_middle_high_drag_group	500 lb Mk 82 Snakeye high-drag tail fin retarded bomb x3	Bombs	762	762
a_10a_early	A-10A Thunderbolt II (Early)	9	us_2000lb_mk_84_ldgp	bombs	gameData/Weapons/BombGuns/us_2000lb_mk_84_ldgp.blk	bomb_8	1	bombs_heavy_middle	2000 lb LDGP Mk 84 bomb	Bombs	893.6	893.6
a_10a_early	A-10A Thunderbolt II (Early)	9	us_2000lb_mk_84_ldgp_air	bombs	gameData/Weapons/BombGuns/us_2000lb_mk_84_ldgp_air.blk	bomb_8	1	bombs_large_high_drag	2000 lb LDGP Mk 84 Air bomb	Bombs	893.6	893.6
a_10a_early	A-10A Thunderbolt II (Early)	9	us_2000lb_gbu_8_hobos	guided bombs	gameData/Weapons/BombGuns/us_2000lb_gbu_8_hobos.blk	bomb_8	1	guided_bomb_green	GBU-8	Guided Bombs	1027	1027
a_10a_early	A-10A Thunderbolt II (Early)	9	us_agm_65a_x_3	atgm	gameData/Weapons/containers/lau_88a_agm_65b_x_3.blk	lau_88a_2	1	missile_air_to_uni_x3	AGM-65B air-to-ground missile x3	Air-to-Ground Missiles	631.401	631.401
a_10a_early	A-10A Thunderbolt II (Early)	10	us_hydra_70_m247	rockets	gameData/Weapons/containers/lau_131a_hydra_70_m247.blk	aero_7_10	1	nar_ap_small	70 mm Hydra-70 M247 rocket x7	Rockets	101.12	101.12
a_10a_early	A-10A Thunderbolt II (Early)	10	us_500lb_mk_82_ldgp	bombs	gameData/Weapons/BombGuns/us_500lb_mk_82_ldgp.blk	bomb_9	1	bombs_middle	500 lb LDGP Mk 82 bomb	Bombs	240.9	240.9
a_10a_early	A-10A Thunderbolt II (Early)	10	us_500lb_mk_82_ldgp_snakeye	bombs	gameData/Weapons/BombGuns/us_500lb_mk_82_ldgp_snakeye.blk	bomb_9	1	bombs_middle_high_drag	500 lb Mk 82 Snakeye high-drag tail fin retarded bomb	Bombs	254	254
a_10a_early	A-10A Thunderbolt II (Early)	11	us_aim9l_sidewinder_rm_default	aam	gameData/Weapons/containers/dra_lau_105a_aim_9l_rm.blk	dra_lau105a_2	1	missile_type_b_air_to_air	AIM-9L Sidewinder air-to-air missiles	Air-to-Air Missiles	84.46	84.46
a_10a_early	A-10A Thunderbolt II (Early)	11	us_500lb_mk_82_ldgp	bombs	gameData/Weapons/BombGuns/us_500lb_mk_82_ldgp.blk	bomb_10	1	bombs_middle	500 lb LDGP Mk 82 bomb	Bombs	240.9	240.9
a_10a_early	A-10A Thunderbolt II (Early)	11	us_500lb_mk_82_ldgp_snakeye	bombs	gameData/Weapons/BombGuns/us_500lb_mk_82_ldgp_snakeye.blk	bomb_10	1	bombs_middle_high_drag	500 lb Mk 82 Snakeye high-drag tail fin retarded bomb	Bombs	254	254
a_10a_late	A-10A Thunderbolt II (Late)	1	us_aim9l_sidewinder_lm_default	aam	gameData/Weapons/containers/dra_lau_105a_aim_9l_lm.blk	dra_lau105a_1	1	missile_type_b_air_to_air	AIM-9L Sidewinder air-to-air missiles	Air-to-Air Missiles	84.46	84.46
a_10a_late	A-10A Thunderbolt II (Late)	1	us_aim9l_sidewinder	aam	gameData/Weapons/containers/dra_lau_105a_aim_9l.blk	dra_lau105a_1	1	missile_type_b_air_to_air_group	AIM-9L Sidewinder air-to-air missiles x2	Air-to-Air Missiles	168.92	168.92
a_10a_late	A-10A Thunderbolt II (Late)	1	us_500lb_mk_82_ldgp	bombs	gameData/Weapons/BombGuns/us_500lb_mk_82_ldgp.blk	bomb_1	1	bombs_middle	500 lb LDGP Mk 82 bomb	Bombs	240.9	240.9
a_10a_late	A-10A Thunderbolt II (Late)	1	us_500lb_mk_82_ldgp_snakeye	bombs	gameData/Weapons/BombGuns/us_500lb_mk_82_ldgp_snakeye.blk	bomb_1	1	bombs_middle_high_drag	500 lb Mk 82 Snakeye high-drag tail fin retarded bomb	Bombs	254	254
a_10a_late	A-10A Thunderbolt II (Late)	2	us_hydra_70_m247	rockets	gameData/Weapons/containers/lau_131a_hydra_70_m247.blk	aero_7_2	1	nar_ap_small	70 mm Hydra-70 M247 rocket x7	Rockets	101.12	101.12
a_10a_late	A-10A Thunderbolt II (Late)	2	us_500lb_mk_82_ldgp	bombs	gameData/Weapons/BombGuns/us_500lb_mk_82_ldgp.blk	bomb_2	1	bombs_middle	500 lb LDGP Mk 82 bomb	Bombs	240.9	240.9
a_10a_late	A-10A Thunderbolt II (Late)	2	us_500lb_mk_82_ldgp_snakeye	bombs	gameData/Weapons/BombGuns/us_500lb_mk_82_ldgp_snakeye.blk	bomb_2	1	bombs_middle_high_drag	500 lb Mk 82 Snakeye high-drag tail fin retarded bomb	Bombs	254	254
a_10a_late	A-10A Thunderbolt II (Late)	3	us_hydra_70_m247	rockets	gameData/Weapons/containers/lau_131a_hydra_70_m247.blk	aero_7_3	1	nar_ap_small	70 mm Hydra-70 M247 rocket x7	Rockets	101.12	101.12
a_10a_late	A-10A Thunderbolt II (Late)	3	us_hydra_70_m247_x3	rockets	gameData/Weapons/containers/lau_131a_hydra_70_m247_x3.blk	pylon_ter9a_1	1	nar_ap_small_group_x3	70 mm Hydra-70 M247 rocket x7 x3	Rockets	393.36	393.36
a_10a_late	A-10A Thunderbolt II (Late)	3	us_500lb_mk_82_ldgp	bombs	gameData/Weapons/BombGuns/us_500lb_mk_82_ldgp.blk	bomb_3	1	bombs_middle	500 lb LDGP Mk 82 bomb	Bombs	240.9	240.9
a_10a_late	A-10A Thunderbolt II (Late)	3	us_500lb_mk_82_ldgp_snakeye	bombs	gameData/Weapons/BombGuns/us_500lb_mk_82_ldgp_snakeye.blk	bomb_3	1	bombs_middle_high_drag	500 lb Mk 82 Snakeye high-drag tail fin retarded bomb	Bombs	254	254
a_10a_late	A-10A Thunderbolt II (Late)	3	us_500lb_mk_82_x3_ter9a_1	bombs	gameData/Weapons/containers/us_500lb_mk_82_x3_ter9a_1.blk	pylon_ter9a_1	1	bombs_middle_group	500 lb LDGP Mk 82 bomb x3	Bombs	722.7	722.7
a_10a_late	A-10A Thunderbolt II (Late)	3	us_500lb_mk_82_snakeye_x3_ter9a_1	bombs	gameData/Weapons/containers/us_500lb_mk_82_snakeye_x3_ter9a_1.blk	pylon_ter9a_1	1	bombs_middle_high_drag_group	500 lb Mk 82 Snakeye high-drag tail fin retarded bomb x3	Bombs	762	762
a_10a_late	A-10A Thunderbolt II (Late)	3	us_2000lb_mk_84_ldgp	bombs	gameData/Weapons/BombGuns/us_2000lb_mk_84_ldgp.blk	bomb_3	1	bombs_heavy_middle	2000 lb LDGP Mk 84 bomb	Bombs	893.6	893.6
a_10a_late	A-10A Thunderbolt II (Late)	3	us_2000lb_mk_84_ldgp_air	bombs	gameData/Weapons/BombGuns/us_2000lb_mk_84_ldgp_air.blk	bomb_3	1	bombs_large_high_drag	2000 lb LDGP Mk 84 Air bomb	Bombs	893.6	893.6
a_10a_late	A-10A Thunderbolt II (Late)	3	us_agm_65d_x_3	atgm	gameData/Weapons/containers/lau_88a_agm_65d_x_3.blk	lau_88a_1	1	missile_air_to_uni_x3	AGM-65D air-to-ground missile x3	Air-to-Ground Missiles	680.388	680.388
a_10a_late	A-10A Thunderbolt II (Late)	4	us_hydra_70_m247	rockets	gameData/Weapons/containers/lau_131a_hydra_70_m247.blk	aero_7_4	1	nar_ap_small	70 mm Hydra-70 M247 rocket x7	Rockets	101.12	101.12
a_10a_late	A-10A Thunderbolt II (Late)	4	us_hydra_70_m247_x3	rockets	gameData/Weapons/containers/lau_131a_hydra_70_m247_x3.blk	pylon_ter9a_2	1	nar_ap_small_group_x3	70 mm Hydra-70 M247 rocket x7 x3	Rockets	393.36	393.36
a_10a_late	A-10A Thunderbolt II (Late)	4	us_500lb_mk_82_ldgp	bombs	gameData/Weapons/BombGuns/us_500lb_mk_82_ldgp.blk	bomb_4	1	bombs_middle	500 lb LDGP Mk 82 bomb	Bombs	240.9	240.9
a_10a_late	A-10A Thunderbolt II (Late)	4	us_500lb_mk_82_ldgp_snakeye	bombs	gameData/Weapons/BombGuns/us_500lb_mk_82_ldgp_snakeye.blk	bomb_4	1	bombs_middle_high_drag	500 lb Mk 82 Snakeye high-drag tail fin retarded bomb	Bombs	254	254
a_10a_late	A-10A Thunderbolt II (Late)	4	us_500lb_mk_82_x3_ter9a_1	bombs	gameData/Weapons/containers/us_500lb_mk_82_x3_ter9a_1.blk	pylon_ter9a_2	1	bombs_middle_group	500 lb LDGP Mk 82 bomb x3	Bombs	722.7	722.7
a_10a_late	A-10A Thunderbolt II (Late)	4	us_500lb_mk_82_snakeye_x3_ter9a_1	bombs	gameData/Weapons/containers/us_500lb_mk_82_snakeye_x3_ter9a_1.blk	pylon_ter9a_2	1	bombs_middle_high_drag_group	500 lb Mk 82 Snakeye high-drag tail fin retarded bomb x3	Bombs	762	762
a_10a_late	A-10A Thunderbolt II (Late)	4	us_2000lb_mk_84_ldgp	bombs	gameData/Weapons/BombGuns/us_2000lb_mk_84_ldgp.blk	bomb_4	1	bombs_heavy_middle	2000 lb LDGP Mk 84 bomb	Bombs	893.6	893.6
a_10a_late	A-10A Thunderbolt II (Late)	4	us_2000lb_mk_84_ldgp_air	bombs	gameData/Weapons/BombGuns/us_2000lb_mk_84_ldgp_air.blk	bomb_4	1	bombs_large_high_drag	2000 lb LDGP Mk 84 Air bomb	Bombs	893.6	893.6
a_10a_late	A-10A Thunderbolt II (Late)	5	us_500lb_mk_82_ldgp	bombs	gameData/Weapons/BombGuns/us_500lb_mk_82_ldgp.blk	bomb_5	1	bombs_middle	500 lb LDGP Mk 82 bomb	Bombs	240.9	240.9
a_10a_late	A-10A Thunderbolt II (Late)	5	us_500lb_mk_82_ldgp_snakeye	bombs	gameData/Weapons/BombGuns/us_500lb_mk_82_ldgp_snakeye.blk	bomb_5	1	bombs_middle_high_drag	500 lb Mk 82 Snakeye high-drag tail fin retarded bomb	Bombs	254	254
a_10a_late	A-10A Thunderbolt II (Late)	5	us_2000lb_mk_84_ldgp	bombs	gameData/Weapons/BombGuns/us_2000lb_mk_84_ldgp.blk	bomb_5	1	bombs_heavy_middle	2000 lb LDGP Mk 84 bomb	Bombs	893.6	893.6
a_10a_late	A-10A Thunderbolt II (Late)	5	us_2000lb_mk_84_ldgp_air	bombs	gameData/Weapons/BombGuns/us_2000lb_mk_84_ldgp_air.blk	bomb_5	1	bombs_large_high_drag	2000 lb LDGP Mk 84 Air bomb	Bombs	893.6	893.6
a_10a_late	A-10A Thunderbolt II (Late)	7	us_500lb_mk_82_ldgp	bombs	gameData/Weapons/BombGuns/us_500lb_mk_82_ldgp.blk	bomb_6	1	bombs_middle	500 lb LDGP Mk 82 bomb	Bombs	240.9	240.9
a_10a_late	A-10A Thunderbolt II (Late)	7	us_500lb_mk_82_ldgp_snakeye	bombs	gameData/Weapons/BombGuns/us_500lb_mk_82_ldgp_snakeye.blk	bomb_6	1	bombs_middle_high_drag	500 lb Mk 82 Snakeye high-drag tail fin retarded bomb	Bombs	254	254
a_10a_late	A-10A Thunderbolt II (Late)	7	us_2000lb_mk_84_ldgp	bombs	gameData/Weapons/BombGuns/us_2000lb_mk_84_ldgp.blk	bomb_6	1	bombs_heavy_middle	2000 lb LDGP Mk 84 bomb	Bombs	893.6	893.6
a_10a_late	A-10A Thunderbolt II (Late)	7	us_2000lb_mk_84_ldgp_air	bombs	gameData/Weapons/BombGuns/us_2000lb_mk_84_ldgp_air.blk	bomb_6	1	bombs_large_high_drag	2000 lb LDGP Mk 84 Air bomb	Bombs	893.6	893.6
a_10a_late	A-10A Thunderbolt II (Late)	8	us_hydra_70_m247	rockets	gameData/Weapons/containers/lau_131a_hydra_70_m247.blk	aero_7_8	1	nar_ap_small	70 mm Hydra-70 M247 rocket x7	Rockets	101.12	101.12
a_10a_late	A-10A Thunderbolt II (Late)	8	us_hydra_70_m247_x3	rockets	gameData/Weapons/containers/lau_131a_hydra_70_m247_x3.blk	pylon_ter9a_3	1	nar_ap_small_group_x3	70 mm Hydra-70 M247 rocket x7 x3	Rockets	393.36	393.36
