gamedata/weapons/navalmodels_weapons/120mm_40_qf_mk12_mount_ha_single_naval_user_cannon.blk	120mm 40 qf mk12 mount ha single
gamedata/weapons/navalmodels_weapons/120mm_45_10th_year_type_naval_user_cannon.blk	120mm 45 10th year type
gamedata/weapons/navalmodels_weapons/120mm_45_3rd_year_type_ww1_naval_user_cannon.blk	120mm 45 3rd year type ww1
gamedata/weapons/navalmodels_weapons/120mm_45_4_7in_mark12_cp19_mount_naval_user_cannon.blk	120mm 45 4 7in mark12 cp19 mount
gamedata/weapons/navalmodels_weapons/120mm_45_canet_schneider_armstrong_1918_naval_user_cannon.blk	120mm 45 canet schneider armstrong 1918
gamedata/weapons/navalmodels_weapons/120mm_45_oto_1926_naval_user_cannon.blk	120mm 45 oto 1926
gamedata/weapons/navalmodels_weapons/120mm_45_qf_mk12_mount_cp17_single_naval_user_cannon.blk	120mm 45 qf mk12 mount cp17 single
gamedata/weapons/navalmodels_weapons/120mm_45_qf_mk9_single_naval_user_cannon.blk	120mm 45 qf mk9 single
gamedata/weapons/navalmodels_weapons/120mm_45_type_10_naval_user_cannon.blk	120mm 45 type 10
gamedata/weapons/navalmodels_weapons/120mm_45_type_3_naval_user_cannon.blk	120mm 45 type 3
gamedata/weapons/navalmodels_weapons/120mm_50_ansaldo_1926_naval_user_cannon.blk	120mm 50 ansaldo 1926
gamedata/weapons/navalmodels_weapons/120mm_50_ansaldo_1937_naval_user_cannon.blk	120mm 50 ansaldo 1937
gamedata/weapons/navalmodels_weapons/120mm_50_armstrong_1909_naval_user_cannon.blk	120mm 50 armstrong 1909
gamedata/weapons/navalmodels_weapons/120mm_50_mk4_bofors_1924_naval_user_cannon.blk	120mm 50 mk4 bofors 1924
gamedata/weapons/navalmodels_weapons/120mm_50_obr1905_naval_user_cannon.blk	120mm 50 obr1905
gamedata/weapons/navalmodels_weapons/120mm_50_oto_1933_naval_user_cannon.blk	120mm 50 oto 1933
gamedata/weapons/navalmodels_weapons/120mm_50_oto_1936_naval_user_cannon.blk	120mm 50 oto 1936
gamedata/weapons/navalmodels_weapons/120mm_l_45_mark_8_naval_user_cannon.blk	120mm l 45 mark 8
gamedata/weapons/navalmodels_weapons/127mm_25_5inch_mk11_naval_user_cannon.blk	127mm 25 5inch mk11
gamedata/weapons/navalmodels_weapons/127mm_25_5inch_mk13_naval_user_cannon.blk	127mm 25 5inch mk13
gamedata/weapons/navalmodels_weapons/127mm_38_eu_mk12_turret_mk30_single_naval_user_cannon.blk	127mm 38 eu mk12 turret mk30 single
gamedata/weapons/navalmodels_weapons/127mm_38_mk12_aa_naval_user_cannon.blk	127mm 38 mk12 aa
gamedata/weapons/navalmodels_weapons/127mm_38_mk12_mod14_aa_naval_user_cannon.blk	127mm 38 mk12 mod14 aa
gamedata/weapons/navalmodels_weapons/127mm_38_mk12_naval_user_cannon.blk	127mm 38 mk12
gamedata/weapons/navalmodels_weapons/127mm_38_mk12_turret_mk21_single_naval_user_cannon.blk	127mm 38 mk12 turret mk21 single
gamedata/weapons/navalmodels_weapons/127mm_38_mk12_turret_mk22_twin_naval_user_cannon.blk	127mm 38 mk12 turret mk22 twin
gamedata/weapons/navalmodels_weapons/127mm_38_mk12_turret_mk28_twin_naval_user_cannon.blk	127mm 38 mk12 turret mk28 twin
gamedata/weapons/navalmodels_weapons/127mm_38_mk12_turret_mk30_single_naval_user_cannon.blk	127mm 38 mk12 turret mk30 single
gamedata/weapons/navalmodels_weapons/127mm_38_mk12_turret_mk32_twin_naval_user_cannon.blk	127mm 38 mk12 turret mk32 twin
gamedata/weapons/navalmodels_weapons/127mm_38_mk12_turret_mk38_twin_naval_user_cannon.blk	127mm 38 mk12 turret mk38 twin
gamedata/weapons/navalmodels_weapons/127mm_45_skc_34_naval_user_cannon.blk	127mm 45 skc 34
gamedata/weapons/navalmodels_weapons/127mm_5_40_type_89_naval_user_cannon.blk	127mm 5 40 type 89
gamedata/weapons/navalmodels_weapons/127mm_5_50_type_3_naval_user_cannon.blk	127mm 5 50 type 3
gamedata/weapons/navalmodels_weapons/127mm_50_mk5_naval_user_cannon.blk	127mm 50 mk5
gamedata/weapons/navalmodels_weapons/127mm_51_mk7_naval_user_cannon.blk	127mm 51 mk7
gamedata/weapons/navalmodels_weapons/127mm_54_mk16_single_naval_user_cannon.blk	127mm 54 mk16 single
gamedata/weapons/navalmodels_weapons/127mm_54_mk18_turret_mk42_single_naval_user_cannon.blk	127mm 54 mk18 turret mk42 single
gamedata/weapons/navalmodels_weapons/127mm_54_mk42_naval_user_cannon.blk	127mm 54 mk42
gamedata/weapons/navalmodels_weapons/127mm_54_mk45_naval_user_cannon.blk	127mm 54 mk45
gamedata/weapons/navalmodels_weapons/128mm_45_skc_41_naval_user_cannon.blk	128mm 45 skc 41
gamedata/weapons/navalmodels_weapons/130mm_40_model_1919_naval_user_cannon.blk	130mm 40 model 1919
gamedata/weapons/navalmodels_weapons/130mm_45_model_1932_naval_user_cannon.blk	130mm 45 model 1932
gamedata/weapons/navalmodels_weapons/130mm_50_b13_1936_naval_user_cannon.blk	130mm 50 b13 1936
gamedata/weapons/navalmodels_weapons/130mm_55_obr1913_naval_user_cannon.blk	130mm 55 obr1913
gamedata/weapons/navalmodels_weapons/130mm_58_bl_109a_naval_user_cannon.blk	130mm 58 bl 109a
gamedata/weapons/navalmodels_weapons/130mm_58_sm_2_1_naval_user_cannon.blk	130mm 58 sm 2 1
gamedata/weapons/navalmodels_weapons/130mm_70_ak_130_naval_user_cannon.blk	130mm 70 ak 130
gamedata/weapons/navalmodels_weapons/133mm_5_25inch_50_qf_mk1_ask_naval_user_cannon.blk	133mm 5 25inch 50 qf mk1 ask
gamedata/weapons/navalmodels_weapons/133mm_5_25inch_50_qf_mk1_naval_user_cannon.blk	133mm 5 25inch 50 qf mk1
gamedata/weapons/navalmodels_weapons/135mm_45_oto_mod1938_naval_user_cannon.blk	135mm 45 oto mod1938
gamedata/weapons/navalmodels_weapons/138mm_40_model_1923_naval_user_cannon.blk	138mm 40 model 1923
gamedata/weapons/navalmodels_weapons/138mm_40_model_1927_naval_user_cannon.blk	138mm 40 model 1927
gamedata/weapons/navalmodels_weapons/138mm_50_model_1929_naval_user_cannon.blk	138mm 50 model 1929
gamedata/weapons/navalmodels_weapons/138mm_50_model_1934_naval_user_cannon.blk	138mm 50 model 1934
gamedata/weapons/navalmodels_weapons/138mm_55_model_1910_naval_user_cannon.blk	138mm 55 model 1910
gamedata/weapons/navalmodels_weapons/140mm_50_3rd_year_type_14_naval_user_cannon.blk	140mm 50 3rd year type 14
gamedata/weapons/navalmodels_weapons/150mm_45_skl_45_naval_user_cannon.blk	150mm 45 skl 45
gamedata/weapons/navalmodels_weapons/150mm_55_skc_28_naval_user_cannon.blk	150mm 55 skc 28
gamedata/weapons/navalmodels_weapons/150mm_60_skc_25_naval_user_cannon.blk	150mm 60 skc 25
gamedata/weapons/navalmodels_weapons/150mm_l_48_c_36_naval_user_cannon.blk	150mm l 48 c 36
gamedata/weapons/navalmodels_weapons/150mm_l_55_naval_user_cannon.blk	150mm l 55
gamedata/weapons/navalmodels_weapons/152mm_40_armstrong_mod_1899_1916_naval_user_cannon.blk	152mm 40 armstrong mod 1899 1916
gamedata/weapons/navalmodels_weapons/152mm_45_41st_year_type_naval_user_cannon.blk	152mm 45 41st year type
gamedata/weapons/navalmodels_weapons/152mm_45_schneider_mod1911_naval_user_cannon.blk	152mm 45 schneider mod1911
gamedata/weapons/navalmodels_weapons/152mm_50_type_41_naval_user_cannon.blk	152mm 50 type 41
gamedata/weapons/navalmodels_weapons/152mm_53_mod_45_1926_naval_user_cannon.blk	152mm 53 mod 45 1926
gamedata/weapons/navalmodels_weapons/152mm_53_mod_45_1929_naval_user_cannon.blk	152mm 53 mod 45 1929
gamedata/weapons/navalmodels_weapons/152mm_55_mod_45_1934_naval_user_cannon.blk	152mm 55 mod 45 1934
gamedata/weapons/navalmodels_weapons/152mm_55_model_1930_naval_user_cannon.blk	152mm 55 model 1930
gamedata/weapons/navalmodels_weapons/152mm_55_model_1930mod_naval_user_cannon.blk	152mm 55 model 1930mod
gamedata/weapons/navalmodels_weapons/152mm_57_b38_naval_user_cannon.blk	152mm 57 b38
gamedata/weapons/navalmodels_weapons/152mm_6inch_45_bl_mk12_naval_user_cannon.blk	152mm 6inch 45 bl mk12
gamedata/weapons/navalmodels_weapons/152mm_6inch_45_bl_mk7_naval_user_cannon.blk	152mm 6inch 45 bl mk7
gamedata/weapons/navalmodels_weapons/152mm_6inch_47_mk_16_dp_naval_user_cannon.blk	152mm 6inch 47 mk 16 dp
gamedata/weapons/navalmodels_weapons/152mm_6inch_47_mk_16_naval_user_cannon.blk	152mm 6inch 47 mk 16
gamedata/weapons/navalmodels_weapons/152mm_6inch_50_bl_mk22_naval_user_cannon.blk	152mm 6inch 50 bl mk22
gamedata/weapons/navalmodels_weapons/152mm_6inch_50_bl_mk23_naval_user_cannon.blk	152mm 6inch 50 bl mk23
gamedata/weapons/navalmodels_weapons/152mm_6inch_50_qf_mk_5_naval_user_cannon.blk	152mm 6inch 50 qf mk 5
gamedata/weapons/navalmodels_weapons/152mm_6inch_53_mk_12_naval_user_cannon.blk	152mm 6inch 53 mk 12
gamedata/weapons/navalmodels_weapons/152mm_m81_naval_user_cannon.blk	152mm m81
gamedata/weapons/navalmodels_weapons/155mm_50_model_20_naval_user_cannon.blk	155mm 50 model 20
gamedata/weapons/navalmodels_weapons/155mm_60_type_3_naval_user_cannon.blk	155mm 60 type 3
gamedata/weapons/navalmodels_weapons/15mm_mg151_1936_naval_user_cannon.blk	15mm mg151 1936
gamedata/weapons/navalmodels_weapons/15mm_mg151_1936_overheating_naval_user_cannon.blk	15mm mg151 1936 overheating
gamedata/weapons/navalmodels_weapons/180mm_57_b1p_naval_user_cannon.blk	180mm 57 b1p
gamedata/weapons/navalmodels_weapons/180mm_60_b1k_naval_user_cannon.blk	180mm 60 b1k
gamedata/weapons/navalmodels_weapons/190mm_7_5inch_45_bl_mk6_naval_user_cannon.blk	190mm 7 5inch 45 bl mk6
gamedata/weapons/navalmodels_weapons/200mm_45_type_41_naval_user_cannon.blk	200mm 45 type 41
gamedata/weapons/navalmodels_weapons/200mm_50_3rd_year_type_no1_naval_user_cannon.blk	200mm 50 3rd year type no1
gamedata/weapons/navalmodels_weapons/203mm_50_3rd_year_type_no2_naval_user_cannon.blk	203mm 50 3rd year type no2
gamedata/weapons/navalmodels_weapons/203mm_50_8inch_mk8_naval_user_cannon.blk	203mm 50 8inch mk8
gamedata/weapons/navalmodels_weapons/203mm_50_ansaldo_mod1924_naval_user_cannon.blk	203mm 50 ansaldo mod1924
gamedata/weapons/navalmodels_weapons/203mm_50_ansaldo_mod1927_naval_user_cannon.blk	203mm 50 ansaldo mod1927
gamedata/weapons/navalmodels_weapons/203mm_50_mle_1924_naval_user_cannon.blk	203mm 50 mle 1924
gamedata/weapons/navalmodels_weapons/203mm_55_8inch_mk12_naval_user_cannon.blk	203mm 55 8inch mk12
gamedata/weapons/navalmodels_weapons/203mm_55_8inch_mk14_naval_user_cannon.blk	203mm 55 8inch mk14
gamedata/weapons/navalmodels_weapons/203mm_55_8inch_mk16_naval_user_cannon.blk	203mm 55 8inch mk16
gamedata/weapons/navalmodels_weapons/203mm_55_8inch_mk9_naval_user_cannon.blk	203mm 55 8inch mk9
gamedata/weapons/navalmodels_weapons/203mm_60_skc_34_naval_user_cannon.blk	203mm 60 skc 34
gamedata/weapons/navalmodels_weapons/20mm_65_breda_naval_user_cannon.blk	20mm 65 breda
gamedata/weapons/navalmodels_weapons/20mm_65_c30_naval_user_cannon.blk	20mm 65 c30
gamedata/weapons/navalmodels_weapons/20mm_65_c38_naval_user_cannon.blk	20mm 65 c38
gamedata/weapons/navalmodels_weapons/20mm_65_c38_vierling_naval_user_cannon.blk	20mm 65 c38 vierling
gamedata/weapons/navalmodels_weapons/20mm_65_c38_zwilling_naval_user_cannon.blk	20mm 65 c38 zwilling
gamedata/weapons/navalmodels_weapons/20mm_65_rh_202_naval_user_cannon.blk	20mm 65 rh 202
gamedata/weapons/navalmodels_weapons/20mm_70_isotta_fraschini_mod1939_naval_user_cannon.blk	20mm 70 isotta fraschini mod1939
gamedata/weapons/navalmodels_weapons/20mm_jm61_m_vulcan_naval_user_cannon.blk	20mm jm61 m vulcan
gamedata/weapons/navalmodels_weapons/20mm_jm61_rfs_vulcan_naval_user_cannon.blk	20mm jm61 rfs vulcan
gamedata/weapons/navalmodels_weapons/20mm_m61_vulcan_naval_user_cannon.blk	20mm m61 vulcan
gamedata/weapons/navalmodels_weapons/20mm_mg151_20_1938_naval_user_cannon.blk	20mm mg151 20 1938
gamedata/weapons/navalmodels_weapons/20mm_oerlikon_3s_single_naval_user_cannon.blk	20mm oerlikon 3s single
gamedata/weapons/navalmodels_weapons/20mm_oerlikon_mk2_single_naval_user_cannon.blk	20mm oerlikon mk2 single
gamedata/weapons/navalmodels_weapons/20mm_oerlikon_mk24_twin_mount_naval_user_cannon.blk	20mm oerlikon mk24 twin mount
gamedata/weapons/navalmodels_weapons/20mm_oerlikon_mk5_twin_mount_naval_user_cannon.blk	20mm oerlikon mk5 twin mount
gamedata/weapons/navalmodels_weapons/20mm_shvak_naval_user_cannon.blk	20mm shvak
gamedata/weapons/navalmodels_weapons/20mm_type_98_naval_user_cannon.blk	20mm type 98
gamedata/weapons/navalmodels_weapons/20mm_type_98_twin_type4_naval_user_cannon.blk	20mm type 98 twin type4
gamedata/weapons/navalmodels_weapons/23mm_2a14_naval_user_cannon.blk	23mm 2a14
gamedata/weapons/navalmodels_weapons/25mm_60_hotchkiss_naval_user_cannon.blk	25mm 60 hotchkiss
gamedata/weapons/navalmodels_weapons/25mm_60_type96_naval_user_cannon.blk	25mm 60 type96
gamedata/weapons/navalmodels_weapons/25mm_79_110pm_naval_user_cannon.blk	25mm 79 110pm
gamedata/weapons/navalmodels_weapons/25mm_79_2m3_naval_user_cannon.blk	25mm 79 2m3
gamedata/weapons/navalmodels_weapons/25mm_87_mark_38_naval_user_cannon.blk	25mm 87 mark 38
gamedata/weapons/navalmodels_weapons/283mm_45_skl_45_naval_user_cannon.blk	283mm 45 skl 45
gamedata/weapons/navalmodels_weapons/283mm_52_skc_28_naval_user_cannon.blk	283mm 52 skc 28
gamedata/weapons/navalmodels_weapons/283mm_54_5_skc_34_naval_user_cannon.blk	283mm 54 5 skc 34
gamedata/weapons/navalmodels_weapons/28mm_75_mk_1_chicago_piano_naval_user_cannon.blk	28mm 75 mk 1 chicago piano
gamedata/weapons/navalmodels_weapons/305mm_45_12inch_mark10_naval_user_cannon.blk	305mm 45 12inch mark10
gamedata/weapons/navalmodels_weapons/305mm_45_12inch_mk5_naval_user_cannon.blk	305mm 45 12inch mk5
gamedata/weapons/navalmodels_weapons/305mm_45_41st_year_type_naval_user_cannon.blk	305mm 45 41st year type
gamedata/weapons/navalmodels_weapons/305mm_45_model_1906_10_naval_user_cannon.blk	305mm 45 model 1906 10
gamedata/weapons/navalmodels_weapons/305mm_46_armstrong_mod_1909_naval_user_cannon.blk	305mm 46 armstrong mod 1909
gamedata/weapons/navalmodels_weapons/305mm_46_vickers_mod_1909_naval_user_cannon.blk	305mm 46 vickers mod 1909
gamedata/weapons/navalmodels_weapons/305mm_50_12inch_mark11_naval_user_cannon.blk	305mm 50 12inch mark11
gamedata/weapons/navalmodels_weapons/305mm_50_12inch_mk7_naval_user_cannon.blk	305mm 50 12inch mk7
gamedata/weapons/navalmodels_weapons/305mm_50_12inch_mk8_naval_user_cannon.blk	305mm 50 12inch mk8
gamedata/weapons/navalmodels_weapons/305mm_50_41st_year_type_naval_user_cannon.blk	305mm 50 41st year type
gamedata/weapons/navalmodels_weapons/305mm_50_skl_50_naval_user_cannon.blk	305mm 50 skl 50
gamedata/weapons/navalmodels_weapons/305mm_52_obr1907_1941_naval_user_cannon.blk	305mm 52 obr1907 1941
gamedata/weapons/navalmodels_weapons/305mm_52_obr1907_mariya_naval_user_cannon.blk	305mm 52 obr1907 mariya
gamedata/weapons/navalmodels_weapons/305mm_52_obr1907_naval_user_cannon.blk	305mm 52 obr1907
gamedata/weapons/navalmodels_weapons/305mm_54_b_50_naval_user_cannon.blk	305mm 54 b 50
gamedata/weapons/navalmodels_weapons/305mm_62_sm_33_obr1948_naval_user_cannon.blk	305mm 62 sm 33 obr1948
gamedata/weapons/navalmodels_weapons/30mm_38_mk103_1942_naval_user_cannon.blk	30mm 38 mk103 1942
gamedata/weapons/navalmodels_weapons/30mm_54_ak630_naval_user_cannon.blk	30mm 54 ak630
gamedata/weapons/navalmodels_weapons/30mm_54_ak630m_naval_user_cannon.blk	30mm 54 ak630m
gamedata/weapons/navalmodels_weapons/30mm_73_m44_naval_user_cannon.blk	30mm 73 m44
gamedata/weapons/navalmodels_weapons/30mm_ak_230_naval_user_cannon.blk	30mm ak 230
gamedata/weapons/navalmodels_weapons/30mm_bp_30_mortar_naval_user_cannon.blk	30mm bp 30 mortar
gamedata/weapons/navalmodels_weapons/320mm_40_ansaldo_mod_1934_naval_user_cannon.blk	320mm 40 ansaldo mod 1934
gamedata/weapons/navalmodels_weapons/320mm_40_mod_1936_naval_user_cannon.blk	320mm 40 mod 1936
gamedata/weapons/navalmodels_weapons/320mm_40_oto_mod_1934_naval_user_cannon.blk	320mm 40 oto mod 1934
gamedata/weapons/navalmodels_weapons/330mm_52_model_1931_naval_user_cannon.blk	330mm 52 model 1931
gamedata/weapons/navalmodels_weapons/340mm_45_model_1912_naval_user_cannon.blk	340mm 45 model 1912
gamedata/weapons/navalmodels_weapons/343mm_45_mk5h_naval_user_cannon.blk	343mm 45 mk5h
gamedata/weapons/navalmodels_weapons/343mm_45_mk5l_naval_user_cannon.blk	343mm 45 mk5l
gamedata/weapons/navalmodels_weapons/350mm_45_skl_45_naval_user_cannon.blk	350mm 45 skl 45
gamedata/weapons/navalmodels_weapons/356mm_45_14inch_mark7_naval_user_cannon.blk	356mm 45 14inch mark7
gamedata/weapons/navalmodels_weapons/356mm_45_14inch_mk1_naval_user_cannon.blk	356mm 45 14inch mk1
gamedata/weapons/navalmodels_weapons/356mm_45_14inch_mk12_naval_user_cannon.blk	356mm 45 14inch mk12
gamedata/weapons/navalmodels_weapons/356mm_45_14inch_mk8_naval_user_cannon.blk	356mm 45 14inch mk8
gamedata/weapons/navalmodels_weapons/356mm_45_41st_year_type_naval_user_cannon.blk	356mm 45 41st year type
gamedata/weapons/navalmodels_weapons/356mm_50_14inch_mk11_naval_user_cannon.blk	356mm 50 14inch mk11
gamedata/weapons/navalmodels_weapons/356mm_52_obr1913_naval_user_cannon.blk	356mm 52 obr1913
gamedata/weapons/navalmodels_weapons/37mm_50_model1925_naval_user_cannon.blk	37mm 50 model1925
gamedata/weapons/navalmodels_weapons/37mm_50_model1933_naval_user_cannon.blk	37mm 50 model1933
gamedata/weapons/navalmodels_weapons/37mm_54_breda_mod1938_mod32_watercool_twin_naval_user_cannon.blk	37mm 54 breda mod1938 mod32 watercool twin
gamedata/weapons/navalmodels_weapons/37mm_54_breda_mod1938_mod38_aircool_twin_naval_user_cannon.blk	37mm 54 breda mod1938 mod38 aircool twin
gamedata/weapons/navalmodels_weapons/37mm_54_breda_mod1938_mod39_aircool_single_naval_user_cannon.blk	37mm 54 breda mod1938 mod39 aircool single
gamedata/weapons/navalmodels_weapons/37mm_56_an_m4_naval_user_cannon.blk	37mm 56 an m4
gamedata/weapons/navalmodels_weapons/37mm_57_flak_36_naval_user_cannon.blk	37mm 57 flak 36
gamedata/weapons/navalmodels_weapons/37mm_57_flak_43_naval_user_cannon.blk	37mm 57 flak 43
gamedata/weapons/navalmodels_weapons/37mm_67_70k_quad_naval_user_cannon.blk	37mm 67 70k quad
gamedata/weapons/navalmodels_weapons/37mm_67_70k_single_naval_user_cannon.blk	37mm 67 70k single
gamedata/weapons/navalmodels_weapons/37mm_67_70k_twin_v11_naval_user_cannon.blk	37mm 67 70k twin v11
gamedata/weapons/navalmodels_weapons/37mm_69_flak_lm42_twin_naval_user_cannon.blk	37mm 69 flak lm42 twin
gamedata/weapons/navalmodels_weapons/37mm_69_flak_m42_naval_user_cannon.blk	37mm 69 flak m42
gamedata/weapons/navalmodels_weapons/37mm_70_model1935_naval_user_cannon.blk	37mm 70 model1935
gamedata/weapons/navalmodels_weapons/37mm_83_skc30_naval_user_cannon.blk	37mm 83 skc30
gamedata/weapons/navalmodels_weapons/37mm_type_11_naval_user_cannon.blk	37mm type 11
gamedata/weapons/navalmodels_weapons/37mm_type_4_naval_user_cannon.blk	37mm type 4
gamedata/weapons/navalmodels_weapons/37mm_type_94_naval_user_cannon.blk	37mm type 94
gamedata/weapons/navalmodels_weapons/380mm_45_mle_1935_mod_naval_user_cannon.blk	380mm 45 mle 1935 mod
gamedata/weapons/navalmodels_weapons/380mm_45_mle_1935_naval_user_cannon.blk	380mm 45 mle 1935
gamedata/weapons/navalmodels_weapons/380mm_45_skl_45_naval_user_cannon.blk	380mm 45 skl 45
gamedata/weapons/navalmodels_weapons/380mm_52_skc_34_coastial_naval_user_cannon.blk	380mm 52 skc 34 coastial
gamedata/weapons/navalmodels_weapons/380mm_52_skc_34_naval_user_cannon.blk	380mm 52 skc 34
gamedata/weapons/navalmodels_weapons/381mm_40_armstrong_mod_1914_naval_user_cannon.blk	381mm 40 armstrong mod 1914
gamedata/weapons/navalmodels_weapons/381mm_42_bl_mk1_naval_user_cannon.blk	381mm 42 bl mk1
gamedata/weapons/navalmodels_weapons/381mm_50_ansaldo_oto_mod_1934_naval_user_cannon.blk	381mm 50 ansaldo oto mod 1934
gamedata/weapons/navalmodels_weapons/406mm_45_bl_mk1_r1_naval_user_cannon.blk	406mm 45 bl mk1 r1
gamedata/weapons/navalmodels_weapons/406mm_45_bl_mk1_r2_naval_user_cannon.blk	406mm 45 bl mk1 r2
gamedata/weapons/navalmodels_weapons/406mm_45_mk5_naval_user_cannon.blk	406mm 45 mk5
gamedata/weapons/navalmodels_weapons/406mm_45_mk6_naval_user_cannon.blk	406mm 45 mk6
gamedata/weapons/navalmodels_weapons/406mm_50_b37_naval_user_cannon.blk	406mm 50 b37
gamedata/weapons/navalmodels_weapons/406mm_50_mk7_naval_user_cannon.blk	406mm 50 mk7
gamedata/weapons/navalmodels_weapons/40mm_39_2pdr_qf_mk2c_naval_user_cannon.blk	40mm 39 2pdr qf mk2c
gamedata/weapons/navalmodels_weapons/40mm_39_2pdr_qf_mk8_pom_pom_naval_user_cannon.blk	40mm 39 2pdr qf mk8 pom pom
gamedata/weapons/navalmodels_weapons/40mm_39_vickers_terni_mod15_17_modif1930_naval_user_cannon.blk	40mm 39 vickers terni mod15 17 modif1930
gamedata/weapons/navalmodels_weapons/40mm_39_vickers_terni_mod15_17_naval_user_cannon.blk	40mm 39 vickers terni mod15 17
gamedata/weapons/navalmodels_weapons/40mm_39_vickers_terni_mod1915_1917_naval_user_cannon.blk	40mm 39 vickers terni mod1915 1917
gamedata/weapons/navalmodels_weapons/40mm_50_2pdr_rolls_royce_mk14_naval_user_cannon.blk	40mm 50 2pdr rolls royce mk14
gamedata/weapons/navalmodels_weapons/40mm_56_4cm_flak_28_bofors_naval_user_cannon.blk	40mm 56 4cm flak 28 bofors
gamedata/weapons/navalmodels_weapons/40mm_62_hi_type91_naval_user_cannon.blk	40mm 62 hi type91
gamedata/weapons/navalmodels_weapons/40mm_67_skoda_naval_user_cannon.blk	40mm 67 skoda
gamedata/weapons/navalmodels_weapons/40mm_l60_bofors_mk1_twin_naval_user_cannon.blk	40mm l60 bofors mk1 twin
gamedata/weapons/navalmodels_weapons/40mm_l60_bofors_mk2_quad_naval_user_cannon.blk	40mm l60 bofors mk2 quad
gamedata/weapons/navalmodels_weapons/40mm_l60_bofors_mk3_single_naval_user_cannon.blk	40mm l60 bofors mk3 single
