il_spyder_search	SPYDER AIO TA	5	search	200000	radar	tws	8	
il_spyder_search_ai	SPYDER AIO TA	5	search	40000	radar	tws	8	
ir_tracker	Auto tracker		track	15000	radar	lock,track		
ir_tracker_360	Auto tracker	-1	track	15000	radar	lock,track		
ir_tracker_tgp	Auto tracker		track	15000	radar	lock,track		
it_elt_156	ELT/156				rwr			
it_grifo_346	GRIFO 346	8	search	100000	radar	acmLock,bvrLock,gtmTrack,helmetDesignation,illumination,main,search,searchModes,track,tws,velocityLock	4	
it_ralm-101	it_ralm-101				lws			
it_sma_vps-a05	SMA VPS-A05	4	search	20000	radar	search		
it_sma_vps-a06	SMA VPS-A06	10	track	10000	radar	lock,track		1
it_tv_tracker_3jb10	3JB10	-1	track	10000	radar	lock,track		
jp_an_apg_66j	AN/APG-66	8	search	100000	radar	acmLock,bvrLock,illumination,main,search,searchModes,track		
jp_awg_11	AN/APG-59	8	search	150000	radar	acmLock,acmLockModes,bvrLock,illumination,main,search,searchModes,track,velocityLock		
jp_awg_12	AN/APG-59	8	search	150000	radar	acmLock,acmLockModes,bvrLock,illumination,main,search,searchModes,track,velocityLock		
jp_j_apg_1	J/APG-1	8	search	140000	radar	acmLock,bvrLock,gtmTrack,illumination,main,search,searchModes,track,tws	4	
jp_j_apg_2	J/APG-2	8	search	150000	radar	acmLock,bvrLock,gtmTrack,illumination,main,search,searchModes,track,tws	4	
jp_j_apr_1	J/APR-1				rwr			
jp_j_apr_2	J/APR-2				rwr			
jp_j_apr_3	J/APR-3				rwr			
jp_j_apr_4	J/APR-4				rwr			
jp_j_apr_6	J/APR-6				rwr			
jp_j_asq_2	J/ASQ-2				rwr			
jp_type_03_search	Type 03 TA	5	search	100000	radar	tws	4	
jp_type_81_search	Type 81 TA	8	search	60000	radar	tws	4	
jp_type_87_track	Type-87 TT	9	track	20000	radar	lock,track		1
laserbeamridingsensor	laserbeamridingsensor				lds			
laserdesignatorsensor	laserdesignatorsensor				lds			
laserwarningsensor	LWS				lws			
nw_xenta_m_5	XENTA M5	8	search	75000	radar	tws	4	
optic_tracker_tgp	Auto tracker		track	15000	radar	lock,track		
rooikat_aa_eot_track	AA-EOT	-1	track	12000	radar	lock,track		
sa_d_36	D-36				rwr			
sam_tv_ir_track	TV/IR tracker	-1	track	12000	radar	lock,track		
sam_tv_ir_track_rc	Roland TT	-1	track	12000	radar	lock,track		
slaved_radar_fsm	slaved_radar_fsm							
su_1rl144_search	1RL114 TA	4	search	25000	radar	search		
su_1rl144_track	1RL114 TT	9	track	16000	radar	lock,track		1
su_1rl33	1RL33	9	search	20000	radar	lock,search,track		
su_1rl33_ai	1RL33	9	search	20000	radar	lock,search,track		
su_1rl33rt	1RL33	9	search	20000	radar	lock,search,track		
su_1rl34	1RL34	8	search	25000	radar	lock,search,track		
su_1rs1	1RS1	5	search	50000	radar	search		
su_1rs1_4	1RS1-4	8	search	140000	radar	search		
su_1rs1_ai	1RS1	5	search	30000	radar	search		
su_1rs2	1RS2	10	track	40000	radar	lock,radarTrack,track	4	1
su_1rs2_3	1RS2-3	10	track	90000	radar	lock,radarTrack,track	4	1
su_1rs2_ai	1RS2	10	track	30000	radar	lock,radarTrack,track	4	1
su_55zh6	55ZH6	5	search	180000	radar	search		
su_5n63s	5N63S	8	track	180000	radar	illumination,lock,track		
su_5n64s	5N64S	5	search	180000	radar	search		
su_9k_330_search	9K330 TA	6	search	35000	radar	search		
su_9k_330_track	9K330 TT	9	track	30000	radar	lock,radarTrack,track	2	1
su_9k_33m3_search	9K33 TA	7	search	45000	radar	search		
su_9k_33m3_search_ai	9K33 TA	7	search	30000	radar	search		
su_9k_33m3_track	9K33 TT	9	track	30000	radar	lock,track		1
su_9k_33m3_track_ai	9K33 TT	9	track	25000	radar	lock,track		1
su_9s18	9S18	5	search	180000	radar	search		
su_9s18m3	9S18M3	5	search	160000	radar	designateTarget,tws	18	
su_9s18m3_ai	9S18M3	5	search	60000	radar	designateTarget,tws	18	
su_9s35	9S35	8	track	60000	radar	illumination,lock,track		
su_9s86	9S86	8	track	12000	radar	lock,track		
su_bmp_auto_target_tracker	Auto tracker	-1	track	12000	radar	lock,track		
su_cd-30	CD-30	8	search	20000	radar	lock,search,track		
su_gneys_5s	GNEYS-5S	0	search	8000	radar	search		
su_kh_27ps_viuga_esm	Kh-27PS ESM	8	search	250000	radar	lock,track,tws		
su_kh_31p_111_esm	Kh-31 L-111 ESM	8	search	250000	radar	lock,track,tws		
su_kh_31p_112_esm	Kh-31 L-112 ESM	3	search	250000	radar	lock,track,tws		
su_kh_31p_113_esm	Kh-31 L-113 ESM	6	search	250000	radar	lock,track,tws		
su_kh_58_a_viuga_esm	Kh-58 A ESM	8	search	250000	radar	lock,track,tws		
su_kh_58_b_viuga_esm	Kh-58 B ESM	5	search	250000	radar	lock,track,tws		
su_kh_58_c_viuga_esm	Kh-58 C ESM	3	search	250000	radar	lock,track,tws		
su_kh_58_phantasmagoria_a_esm	Phantasmagoria A ESM	8	search	250000	radar	lock,track,tws		
su_kh_58_phantasmagoria_b_esm	Phantasmagoria B ESM	5	search	250000	radar	lock,track,tws		
su_kh_58_phantasmagoria_c_esm	Phantasmagoria C ESM	3	search	250000	radar	lock,track,tws		
su_khrizantema	1L32-1	10	search	12000	radar	lock,search,searchModes,standbyOrSearch,track		
su_kopio	N019	8	search	40000	radar	acmLock,bvrLock,gtmTrack,helmetDesignation,illumination,main,search,searchModes,track,tws	2	
su_kopio_25	N019	8	search	45000	radar	acmLock,bvrLock,gtmTrack,illumination,main,search,searchModes,track,tws	2	
su_l_370_2	L-370-2				mlws			
su_l-082	L-082				mlws			
su_l-140	L-140				lws			
su_mr_123	MR-123	8	track	45000	radar	lock,track		
su_n_001	N001	8	search	50000	radar	helmetDesignation,illumination,irstSearchModes,irstTrack,lock,main,radarAcmHmdTrack,radarBvrLock,radarBvrTrack,radarSearchModes,search,sensorTypes,tws	1	1
su_n_001k	N001	8	search	50000	radar	helmetDesignation,illumination,irstSearchModes,irstTrack,lock,main,radarAcmHmdTrack,radarBvrLock,radarBvrTrack,radarSearchModes,search,sensorTypes,tws	1	1
su_n_001ve	N001	8	search	50000	radar	gtmTrack,helmetDesignation,illumination,irstSearchModes,irstTrack,lock,main,radarAcmHmdTrack,radarBvrLock,radarBvrTrack,radarSearchModes,search,sensorTypes,tws	2	1
su_n_001vep	N001	8	search	50000	radar	gtmTrack,helmetDesignation,illumination,irstSearchModes,irstTrack,lock,main,radarAcmHmdTrack,radarBvrLock,radarBvrTrack,radarSearchModes,search,sensorTypes,tws	2	1
su_n_010	N010	8	search	55000	radar	helmetDesignation,illumination,irstSearchModes,irstTrack,lock,main,radarAcmHmdTrack,radarBvrLock,radarBvrTrack,radarSearchModes,search,sensorTypes,tws	1	1
su_n_010m	N010	8	search	55000	radar	gtmTrack,helmetDesignation,illumination,irstSearchModes,irstTrack,lock,main,radarAcmHmdTrack,radarBvrLock,radarBvrTrack,radarSearchModes,search,sensorTypes,tws	4	1
su_n_011m	N011M	8	search	120000	radar	gtmTrack,helmetDesignation,illumination,irstSearchModes,irstTrack,lock,main,radarAcmHmdTrack,radarBvrLock,radarBvrTrack,radarSearchModes,search,sensorTypes,track,tws,velocityLock	4	1
su_n_011r	N011R	8	search	120000	radar	gtmTrack,helmetDesignation,illumination,irstSearchModes,irstTrack,lock,main,radarAcmHmdTrack,radarBvrLock,radarBvrTrack,radarSearchModes,search,sensorTypes,track,tws,velocityLock	8	1
su_n_019	N019	8	search	50000	radar	helmetDesignation,illumination,irstSearchModes,irstTrack,lock,main,radarAcmHmdTrack,radarBvrLock,radarBvrTrack,radarSearchModes,search,sensorTypes,tws	1	1
su_n_019e	N019	8	search	50000	radar	helmetDesignation,illumination,irstSearchModes,irstTrack,lock,main,radarAcmHmdTrack,radarBvrLock,radarBvrTrack,radarSearchModes,search,sensorTypes,tws	1	1
su_n_019me	N019	8	search	50000	radar	helmetDesignation,illumination,irstSearchModes,irstTrack,lock,main,radarAcmHmdTrack,radarBvrLock,radarBvrTrack,radarSearchModes,search,sensorTypes,tws	2	1
su_n_025	N-025	10	search	12000	radar	mode,search		
su_n_035e	N035	8	search	300000	radar	gtmTrack,helmetDesignation,illumination,irstSearchModes,irstTrack,lock,main,radarAcmHmdTrack,radarBvrLock,radarBvrTrack,radarSearchModes,search,sensorTypes,track,tws,velocityLock	8	1
su_orion	Orion	8	search	15000	radar	mode,search		
su_orion_phantasmagoria	ESM	2	search	250000	radar	lock,track,tws		
su_p_12ma	S75 P12MA	6	search	200000	radar	search		
su_rn_01_arbalet	RN-01 Arbalet	10	search	12000	radar	mode,search		
su_rp-1_search	RP-1 TA	8	search	15000	radar	search		
su_rp-1_track	RP-1 TT	8	track	6000	radar	lock,track		
su_rp-5_search	RP-5 TA	8	search	15000	radar	search		
su_rp-5_track	RP-5 TT	8	track	6000	radar	lock,track		
su_sapphire_21	Sapphire-21	9	search	30000	radar	lock,search,track		
su_sapphire_23	Sapphire-23	9	search	100000	radar	illumination,lock,main,radarStandbySearchModes,radarTrackModes,scanZoneAzimuth,scanZoneElevation,search,sensorTypes,track		1
su_sapphire_23e	Sapphire-23	9	search	100000	radar	illumination,lock,main,radarStandbySearchModes,radarTrackModes,scanZoneAzimuth,scanZoneElevation,search,sensorTypes,track		1
su_sapphire_23ml	Sapphire-23	9	search	100000	radar	illumination,lock,main,radarStandbySearchModes,radarTrackModes,scanZoneAzimuth,scanZoneElevation,search,sensorTypes,track		1
su_sapphire_23mla	Sapphire-23	9	search	100000	radar	illumination,lock,main,radarStandbySearchModes,radarTrackModes,scanZoneAzimuth,scanZoneElevation,search,sensorTypes,track		1
su_sapphire_23mla_2	Sapphire-23	9	search	100000	radar	illumination,lock,main,radarStandbySearchModes,radarTrackModes,scanZoneAzimuth,scanZoneElevation,search,sensorTypes,track		1
su_sapphire_25	Sapphire-25	9	search	120000	radar	illumination,lock,main,radarStandbySearchModes,radarTrackModes,scanZoneAzimuth,scanZoneElevation,search,sensorTypes,track		1
su_satellite_m2	Satellite M2				rwr			
su_snr_75	S75 RSN-75	6	track	120000	radar	lock,track		
su_spo_150_esm	SPO-150 ESM	2	search	250000	radar	lock,track,tws		
su_spo-10	SPO-10				rwr			
su_spo-15	SPO-15				rwr			
su_spo-150	SPO-150				rwr			
su_spo-150-14	SPO-150-14				rwr			
su_spo-150-16m	SPO-150-16M				rwr			
su_spo-150-28m	SPO-150-28M				rwr			
su_spo-150-30	SPO-150-30				rwr			
su_spo-150-30m	SPO-150-30M				rwr			
su_spo-150-30m1	SPO-150-30M.1				rwr			
su_spo-150-30sm	SPO-150-30SM				rwr			
su_spo-15l	SPO-15				rwr			
su_spo-15le	SPO-15LM				rwr			
su_spo-15lm	SPO-15LM				rwr			
su_spo-15m	SPO-15M				rwr			
su_spo-15s	SPO-15S				rwr			
su_spo-2	SPO-2				rwr			
su_srd-1	SRD-1	8	track	2000	radar	lock,track		
su_srd-5	SRD-5	8	track	7000	radar	lock,track		
su_tarang	TARANG				rwr			
su_thorium	Thorium	8	search	15000	radar	search		
su_tshu_1_11	su_tshu_1_11				lws			
su_v_004	V004	8	search	150000	radar	acmLock,bvrLock,gtmTrack,illumination,main,search,searchModes,track,tws	4	
su_viking	viking	6	track	120000	radar	lock,radarTrack,track	6	1
su_viking_ai	viking	6	track	60000	radar	lock,radarTrack,track	6	1
su_vn_001	VN001	8	search	20000	radar	mode,search		
su_wa316ld	WA 316LD	8	search	24000	radar	search		
su_wg_319	WG 319	-1	track	15000	radar	lock,track		
sw_app_f9_5	APP F9/5				rwr			
sw_asrad_search	ASRAD TA	8	search	12000	radar	search		
sw_es_05	ES-05	8	search	200000	radar	gtmTrack,helmetDesignation,illumination,irstSearchModes,irstTrack,lock,main,radarAcmHmdTrack,radarBvrLock,radarBvrTrack,radarSearchModes,search,sensorTypes,tws,velocityLock	9	1
sw_giraffe_1x	Giraffe 1X	8	search	75000	radar	tws	4	
sw_giraffe_amb	Giraffe AMB	6	search	180000	radar	tws	24	
sw_giraffe_amb_ai	Giraffe AMB	6	search	45000	radar	tws	24	
sw_ps_05a	PS-05	8	search	150000	radar	acmLock,bvrLock,helmetDesignation,illumination,main,search,searchModes,track,tws,velocityLock	4	
sw_ps_20	PS-20	5	search	14000	radar	search		
sw_ps-011a_71h_ir	PS-011A 71H IR	8	search	90000	radar	lock,search,track		1
sw_ps-03	PS-03	8	search	90000	radar	lock,search,track		
sw_ps-371a	PS-37	8	search	150000	radar	acmLock,bvrLock,illumination,main,search,searchModes,track,tws		
sw_ps-37a	PS-37	8	search	150000	radar	acmLock,bvrLock,illumination,main,search,searchModes,track,tws		
sw_ps-42_search	PS-42 TA	8	search	90000	radar	search		
sw_ps-42_track	PS-42 TT	8	track	5000	radar	lock,track		
sw_ps-46a	PS-37	8	search	150000	radar	acmLock,bvrLock,illumination,main,search,searchModes,track,tws	4	
sw_triad_search	TriAD TA	8	search	15000	radar	search		
sw_utaas_track	UTAAS	-1	track	14000	radar	lock,track		
swd_app_27	APP-27				rwr			
swd_app_73	APP-73				rwr			
swd_ar830	AR830				rwr			
swd_bow_21	BOW-21				rwr			
tv_tracker	Auto tracker		track	15000	radar	lock,track		
tv_tracker_tgp	Auto tracker		track	15000	radar	lock,track		
tv_tracker_tgp_mercury	Auto tracker		track	15000	radar	lock,track		
tv_tracker_tgp_platan	Auto tracker		track	15000	radar	lock,track		
uk_ai	AI Mk.23	8	search	100000	radar	lock,search,track		
uk_ai_mk_4	AI Mk.4	0	search	6100	radar	search		
uk_ai_mk18	AI Mk.18	8	search	100000	radar	lock,search,track		
uk_alarm_esm	ALARM ESM	4	search	250000	radar	lock,track,tws		
uk_ari_18223	ARI 18223				rwr			
uk_ari_18228	ARI 18228				rwr			
uk_ari_18228_10	ARI 18228/10				rwr			
uk_ari_18228_19	ARI 18228/19				rwr			
uk_ari_18241_1	ARI 18241/1				rwr			
uk_ari_23274	ARI 23274	9	track	150000	radar	lock,track		
uk_ari_23274_ids	ARI 23274	9	search	150000	radar	lock,search,track		
uk_ari_23284	ARI 23284				rwr			
uk_ari_23333	ARI 23333				rwr			
uk_ari_5390	ARI.5390	8	search	330000	radar	lock,search,track		
uk_ari_5820	ARI.5820	8	track	800	radar	lock,track		
uk_ari_5857	ARI.5857	8	track	800	radar	lock,track		
uk_captor_ecrs_1_pirate	CAPTOR-E	8	search	200000	radar	gtmTrack,helmetDesignation,illumination,irstSearchModes,irstTrack,lock,main,radarAcmHmdTrack,radarBvrLock,radarBvrTrack,radarSearchModes,search,sensorTypes,tws,velocityLock	8	1
uk_captor_ecrs_2_pirate	CAPTOR-E	8	search	200000	radar	gtmTrack,helmetDesignation,illumination,irstSearchModes,irstTrack,lock,main,radarAcmHmdTrack,radarBvrLock,radarBvrTrack,radarSearchModes,search,sensorTypes,tws,velocityLock	8	1
uk_captor_m	CAPTOR-M	8	search	150000	radar	acmLock,bvrLock,gtmTrack,helmetDesignation,illumination,main,search,searchModes,track,tws,velocityLock	6	
uk_captor_m_pirate	CAPTOR-M	8	search	150000	radar	gtmTrack,helmetDesignation,illumination,irstSearchModes,irstTrack,lock,main,radarAcmHmdTrack,radarBvrLock,radarBvrTrack,radarSearchModes,search,sensorTypes,tws,velocityLock	6	1
uk_esd_ra_20_s_search	ESD RA-20 S	4	search	12000	radar	search		
uk_ferranti_blue_fox	Ferranti Blue Fox	8	search	75000	radar	lock,search,track		
uk_ferranti_blue_vixen	Ferranti Blue Vixen	8	search	150000	radar	acmLock,bvrLock,illumination,main,search,searchModes,track,tws,velocityLock	4	
uk_marconi_ai_mk24_stage_2g	AI.24 Foxhunter	8	search	150000	radar	acmLock,acmLockModes,bvrLock,illumination,main,search,searchModes,track,tws,velocityLock	2	
uk_marconi_ai_mk24_stage_3g	AI.24 Foxhunter	8	search	150000	radar	acmLock,acmLockModes,bvrLock,illumination,main,search,searchModes,track,tws,velocityLock	4	
uk_marconi_ai_mk24w	AI.24 Foxhunter	8	search	150000	radar	acmLock,acmLockModes,bvrLock,illumination,main,search,searchModes,track,tws,velocityLock		
uk_marconi_ai_mk24z	AI.24 Foxhunter	8	search	150000	radar	acmLock,acmLockModes,bvrLock,illumination,main,search,searchModes,track,tws,velocityLock		
uk_marconi_s_400	Marconi S-400	8	search	12000	radar	lock,search,track		
uk_marconi_type_226	Marconi Type 226	8	track	15000	radar	lock,track		
uk_praetorian_lws	Praetorian DASS				lws			
uk_praetorian_maw	Praetorian DASS				mlws			
uk_praetorian_mlws	Praetorian DASS				mlws			
uk_praetorian_rwr	Praetorian DASS				rwr			
uk_pvs2000_maw	ARI 23348/1				mlws			
uk_rapier_fr	Rapier TT	9	track	15000	radar	lock,track		1
uk_rapier_sr	Rapier TA	5	search	16000	radar	search		
uk_rooikat_za_35_search_radar	EDR 110	3	search	12000	radar	search		
uk_s1223	UK S1223				lws			
uk_sky_guardian_200	Sky Guardian 200				rwr			
uk_sky_guardian_200d	Sky Guardian 200-D				rwr			
uk_sky_guardian_200d_apr_48	Sky Guardian 200-D				rwr			
uk_thales_adad_search	ADAD TA	1	search	15000	radar	search		
uk_thales_adad_track	ADAD	1	track	10000	radar	lock,track		
uk_type_a14d	Type A.14D	10	search	15000	radar	lock,search,searchModes,standbyOrSearch,track		
uk_vinten	Vinten				rwr			
us_2caws	2CAWS				mlws			
us_adats_search	ADATS TA	8	search	30000	radar	search		
us_adats_track	ADATS	-1	track	14000	radar	lock,track		
us_altas_2q	ALTAS-2Q				lws			
us_an_aar_32	AN/AAR-32				mlws			
us_an_aar_47	AN/AAR-47				mlws			
us_an_aar_47a_v2	AN/AAR-47A(V)2				mlws			
us_an_aar_47a_v2_lws	AN/AAR-47A(V)2				lws			
us_an_aar_54v	AN/AAR-54(V)				mlws			
us_an_aar_57	AN/AAR-57				mlws			
us_an_aar_57_maw_300	MAW-300				mlws			
us_an_aar_57_terma	AN/AAR-57				mlws			
us_an_aar_60	AN/AAR-60				mlws			
us_an_alq_73	AN/ALQ-73				rwr			
us_an_alr_2002_mlws	AN/ALR-2002				mlws			
us_an_alr_2002_rwr	AN/ALR-2002				rwr			
us_an_alr_400	ALR-400				rwr			
us_an_alr_45	AN/ALR-45				rwr			
us_an_alr_45f_v	AN/ALR-45F(V)				rwr			
us_an_alr_45v	AN/ALR-45(V)				rwr			
us_an_alr_46	AN/ALR-46				rwr			
us_an_alr_46_v	AN/ALR-46(V)				rwr			
us_an_alr_46_v2	AN/ALR-46(V)2				rwr			
us_an_alr_46_v3	AN/ALR-46(V)3				rwr			
us_an_alr_46_v3_f_5th	AN/ALR-46(V)3				rwr			
us_an_alr_56a	AN/ALR-56A				rwr			
us_an_alr_56c	AN/ALR-56C				rwr			
us_an_alr_56m	AN/ALR-56M				rwr			
us_an_alr_66	AN/ALR-66				rwr			
us_an_alr_67	AN/ALR-67				rwr			
us_an_alr_67_v_3	AN/ALR-67(V)3				rwr			
us_an_alr_68_v	AN/ALR-68(V)				rwr			
us_an_alr_68_v_3	AN/ALR-68(V)3				rwr			
us_an_alr_69	AN/ALR-69				rwr			
us_an_alr_69a_v	AN/ALR-69A(V)				rwr			
us_an_alr_87	AN/ALR-87				rwr			
us_an_apg_26	AN/APG-26	8	track	4000	radar	lock,track		
us_an_apg_30	AN/APG-30	8	track	2750	radar	lock,track		
us_an_apg_30a	AN/APG-30A	8	track	2750	radar	lock,track		
us_an_apg_33	AN/APG-33	8	track	2000	radar	lock,track		
us_an_apg_37	AN/APG-37	8	search	56000	radar	lock,search,track		
us_an_apg_501	AN/APG-501	8	track	2750	radar	lock,track		
us_an_apg_59	AN/APG-59	8	search	150000	radar	acmLock,acmLockModes,bvrLock,illumination,main,search,searchModes,track,velocityLock		
us_an_apg_59_f_4j	AN/APG-59	8	search	150000	radar	acmLock,acmLockModes,bvrLock,helmetDesignation,illumination,main,search,searchModes,track,velocityLock		
us_an_apg_59u	AN/APG-59	8	search	150000	radar	acmLock,acmLockModes,bvrLock,illumination,main,search,searchModes,track,velocityLock		
us_an_apg_60	AN/APG-59	8	search	150000	radar	acmLock,acmLockModes,bvrLock,illumination,main,search,searchModes,track,velocityLock		
us_an_apg_61	AN/APG-59	8	search	150000	radar	acmLock,acmLockModes,bvrLock,illumination,main,search,searchModes,track,velocityLock		
us_an_apg_63	AN/APG-63	8	search	80000	radar	acmLock,bvrLock,illumination,main,search,searchModes,track,velocityLock		
