cn_is_2_1943_no402	ground	IS-2 No.402	gameData/Weapons/groundModels_weapons/122mm_D25T_user_cannon.blk	122mm D25T user cannon	cannon	gunner0
cn_is_2_1943_no402	ground	IS-2 No.402	gameData/Weapons/groundModels_weapons/7_62mm_DT_user_machinegun.blk	7 62mm DT user machinegun	cannon	gunner1
cn_is_2_1944	ground	IS-2 (1944)	gameData/Weapons/groundModels_weapons/122mm_D25T_user_cannon.blk	122mm D25T user cannon	cannon	gunner0
cn_is_2_1944	ground	IS-2 (1944)	gameData/Weapons/groundModels_weapons/7_62mm_DT_user_machinegun.blk	7 62mm DT user machinegun	cannon	gunner1
cn_is_2_1944	ground	IS-2 (1944)	gameData/Weapons/groundModels_weapons/12_7mm_DShK_user_machinegun.blk	12 7mm DShK user machinegun	cannon	gunner2
cn_is_2_1944	ground	IS-2 (1944)	gameData/Weapons/groundModels_weapons/is_3_smoke_barrel_launcher.blk	is 3 smoke barrel launcher	cannon	gunner4
cn_isu_122	ground	ISU-122	gameData/Weapons/groundModels_weapons/122mm_A19_user_cannon.blk	122mm A19 user cannon	cannon	gunner0
cn_isu_122	ground	ISU-122	gameData/Weapons/groundModels_weapons/12_7mm_DShK_user_machinegun.blk	12 7mm DShK user machinegun	cannon	gunner1
cn_isu_152	ground	ISU-152	gameData/Weapons/groundModels_weapons/152mm_ML20S_user_cannon.blk	152mm ML20S user cannon	cannon	gunner0
cn_isu_152	ground	ISU-152	gameData/Weapons/groundModels_weapons/12_7mm_DShK_user_machinegun.blk	12 7mm DShK user machinegun	cannon	gunner1
cn_lvt_4_zis_2	ground	LVT(A)(4) (ZiS-2)	gameData/Weapons/groundModels_weapons/57mm_ZIS2_user_cannon.blk	57mm ZIS2 user cannon	cannon	gunner0
cn_lvt_4_zis_2	ground	LVT(A)(4) (ZiS-2)	gameData/Weapons/groundModels_weapons/7_62mm_M1919A4_user_machinegun.blk	7 62mm M1919A4 user machinegun	cannon	gunner1
cn_m_41d	ground	M41D	gameData/Weapons/groundModels_weapons/76mm_M32K1_user_cannon.blk	76mm M32K1 user cannon	cannon	gunner0
cn_m_41d	ground	M41D	gameData/Weapons/groundModels_weapons/7_62mm_M240_user_machinegun.blk	7 62mm M240 user machinegun	cannon	gunner1
cn_m_41d	ground	M41D	gameData/Weapons/groundModels_weapons/12_7mm_M2_HB_user_machinegun.blk	12 7mm M2 HB user machinegun	cannon	gunner2
cn_m_41d	ground	M41D	gameData/Weapons/groundModels_weapons/76mm_modern_smoke_grenade_launcher.blk	76mm modern smoke grenade launcher	cannon	gunner3
cn_m10	ground	M10 GMC	gameData/Weapons/groundModels_weapons/76mm_M7_for_M10_user_cannon.blk	76mm M7 for M10 user cannon	cannon	gunner0
cn_m10	ground	M10 GMC	gameData/Weapons/groundModels_weapons/12_7mm_M2_HB_user_machinegun.blk	12 7mm M2 HB user machinegun	cannon	gunner1
cn_m113a1_tow	ground	M113A1 (TOW)	gameData/Weapons/groundModels_weapons/127mm_bgm_71b_tow_rocket_launcher.blk	127mm bgm 71b tow rocket launcher	cannon	gunner0
cn_m113a1_tow	ground	M113A1 (TOW)	gameData/Weapons/groundModels_weapons/12_7mm_M2_HB_user_machinegun.blk	12 7mm M2 HB user machinegun	cannon	gunner2
cn_m113a1_tow	ground	M113A1 (TOW)	gameData/Weapons/groundModels_weapons/127mm_bgm_71c_itow_rocket_launcher.blk	127mm bgm 71c itow rocket launcher	cannon	gunner0
cn_m18_hellcat	ground	M18 GMC	gameData/Weapons/groundModels_weapons/76mm_M1_open_turret_user_cannon.blk	76mm M1 open turret user cannon	cannon	gunner0
cn_m18_hellcat	ground	M18 GMC	gameData/Weapons/groundModels_weapons/12_7mm_M2_HB_user_machinegun.blk	12 7mm M2 HB user machinegun	cannon	gunner1
cn_m1a2t	ground	M1A2T	gameData/Weapons/groundModels_weapons/120mm_m256_m1a2t_user_cannon.blk	120mm m256 m1a2t user cannon	cannon	gunner0
cn_m1a2t	ground	M1A2T	gameData/Weapons/groundModels_weapons/12_7mm_M2_HB_user_machinegun.blk	12 7mm M2 HB user machinegun	cannon	gunner1
cn_m1a2t	ground	M1A2T	gameData/Weapons/groundModels_weapons/7_62mm_M240_user_machinegun.blk	7 62mm M240 user machinegun	cannon	gunner2
cn_m1a2t	ground	M1A2T	gameData/Weapons/groundModels_weapons/7_62mm_M240_user_machinegun.blk	7 62mm M240 user machinegun	cannon	gunner3
cn_m1a2t	ground	M1A2T	gameData/Weapons/dummy_weapon.blk	(empty slot)	dummy	gunner4
cn_m1a2t	ground	M1A2T	gameData/Weapons/groundModels_weapons/66mm_modern_us_smoke_grenade_launcher.blk	66mm modern us smoke grenade launcher	cannon	gunner5
cn_m24_chaffee	ground	M24	gameData/Weapons/groundModels_weapons/75mm_M6_user_cannon.blk	75mm M6 user cannon	cannon	gunner0
cn_m24_chaffee	ground	M24	gameData/Weapons/groundModels_weapons/7_62mm_M1919A4_user_machinegun.blk	7 62mm M1919A4 user machinegun	cannon	gunner1
cn_m24_chaffee	ground	M24	gameData/Weapons/groundModels_weapons/12_7mm_M2_HB_user_machinegun.blk	12 7mm M2 HB user machinegun	cannon	gunner2
cn_m36	ground	M36 GMC	gameData/Weapons/groundModels_weapons/90mm_M3_open_turret_without_MB_user_cannon.blk	90mm M3 open turret without MB user cannon	cannon	gunner0
cn_m36	ground	M36 GMC	gameData/Weapons/groundModels_weapons/12_7mm_M2_HB_user_machinegun.blk	12 7mm M2 HB user machinegun	cannon	gunner1
cn_m3a3_stuart	ground	M3A3 Stuart	gameData/Weapons/groundModels_weapons/37mm_M6_user_cannon.blk	37mm M6 user cannon	cannon	gunner0
cn_m3a3_stuart	ground	M3A3 Stuart	gameData/Weapons/groundModels_weapons/7_62mm_M1919A4_user_machinegun.blk	7 62mm M1919A4 user machinegun	cannon	gunner1
cn_m3a3_stuart	ground	M3A3 Stuart	gameData/Weapons/groundModels_weapons/7_62mm_M1919A4_user_machinegun.blk	7 62mm M1919A4 user machinegun	cannon	gunner2
cn_m3a3_stuart	ground	M3A3 Stuart	gameData/Weapons/groundModels_weapons/76mm_nato_smoke_grenade_launcher_single.blk	76mm nato smoke grenade launcher single	cannon	gunner3
cn_m3a3_stuart_1st_ptg	ground	M3A3 (1st PTG)	gameData/Weapons/groundModels_weapons/37mm_M6_user_cannon.blk	37mm M6 user cannon	cannon	gunner0
cn_m3a3_stuart_1st_ptg	ground	M3A3 (1st PTG)	gameData/Weapons/groundModels_weapons/7_62mm_M1919A4_user_machinegun.blk	7 62mm M1919A4 user machinegun	cannon	gunner1
cn_m3a3_stuart_1st_ptg	ground	M3A3 (1st PTG)	gameData/Weapons/groundModels_weapons/7_62mm_M1919A4_user_machinegun.blk	7 62mm M1919A4 user machinegun	cannon	gunner2
cn_m3a3_stuart_1st_ptg	ground	M3A3 (1st PTG)	gameData/Weapons/groundModels_weapons/76mm_nato_smoke_grenade_launcher_single.blk	76mm nato smoke grenade launcher single	cannon	gunner3
cn_m41_a3_walker_bulldog	ground	M41A3	gameData/Weapons/groundModels_weapons/76mm_M32_user_cannon.blk	76mm M32 user cannon	cannon	gunner0
cn_m41_a3_walker_bulldog	ground	M41A3	gameData/Weapons/groundModels_weapons/7_62mm_M1919A4E1_user_machinegun.blk	7 62mm M1919A4E1 user machinegun	cannon	gunner1
cn_m41_a3_walker_bulldog	ground	M41A3	gameData/Weapons/groundModels_weapons/12_7mm_M2_HB_user_machinegun.blk	12 7mm M2 HB user machinegun	cannon	gunner2
cn_m41_a3_walker_bulldog	ground	M41A3	gameData/Weapons/dummy_weapon.blk	(empty slot)	dummy	gunner3
cn_m42_duster	ground	M42	gameData/Weapons/groundModels_weapons/40mm_M2_user_cannon.blk	40mm M2 user cannon	cannon	gunner0
cn_m48a1_patton_iii	ground	M48A1	gameData/Weapons/groundModels_weapons/90mm_M41_user_cannon.blk	90mm M41 user cannon	cannon	gunner0
cn_m48a1_patton_iii	ground	M48A1	gameData/Weapons/groundModels_weapons/12_7mm_M2_HB_user_machinegun.blk	12 7mm M2 HB user machinegun	cannon	gunner1
cn_m48a1_patton_iii	ground	M48A1	gameData/Weapons/groundModels_weapons/7_62mm_M73_user_machinegun.blk	7 62mm M73 user machinegun	cannon	gunner2
cn_m48a1_patton_iii	ground	M48A1	gameData/Weapons/dummy_weapon.blk	(empty slot)	dummy	gunner3
cn_m4a1_76w_sherman	ground	M4A1 (75) W	gameData/Weapons/groundModels_weapons/75mm_m3_user_cannon.blk	75mm m3 user cannon	cannon	gunner0
cn_m4a1_76w_sherman	ground	M4A1 (75) W	gameData/Weapons/groundModels_weapons/7_62mm_M1919A4_user_machinegun.blk	7 62mm M1919A4 user machinegun	cannon	gunner1
cn_m4a1_76w_sherman	ground	M4A1 (75) W	gameData/Weapons/groundModels_weapons/12_7mm_M2_HB_user_machinegun.blk	12 7mm M2 HB user machinegun	cannon	gunner2
cn_m4a4_sherman	ground	M4A4	gameData/Weapons/groundModels_weapons/75mm_m3_user_cannon.blk	75mm m3 user cannon	cannon	gunner0
cn_m4a4_sherman	ground	M4A4	gameData/Weapons/groundModels_weapons/7_62mm_M1919A4_user_machinegun.blk	7 62mm M1919A4 user machinegun	cannon	gunner1
cn_m4a4_sherman_1st_ptg	ground	M4A4 (1st PTG)	gameData/Weapons/groundModels_weapons/75mm_m3_user_cannon.blk	75mm m3 user cannon	cannon	gunner0
cn_m4a4_sherman_1st_ptg	ground	M4A4 (1st PTG)	gameData/Weapons/groundModels_weapons/7_62mm_M1919A4_user_machinegun.blk	7 62mm M1919A4 user machinegun	cannon	gunner1
cn_m4a4_sherman_1st_ptg	ground	M4A4 (1st PTG)	gameData/Weapons/groundModels_weapons/12_7mm_M2_HB_user_machinegun.blk	12 7mm M2 HB user machinegun	cannon	gunner2
cn_m55	ground	M55	gameData/Weapons/groundModels_weapons/203mm_m47_user_cannon.blk	203mm m47 user cannon	cannon	gunner0
cn_m55	ground	M55	gameData/Weapons/groundModels_weapons/12_7mm_M2_HB_user_machinegun.blk	12 7mm M2 HB user machinegun	cannon	gunner2
cn_m5a1_stuart	ground	M5A1	gameData/Weapons/groundModels_weapons/37mm_M6_user_cannon.blk	37mm M6 user cannon	cannon	gunner0
cn_m5a1_stuart	ground	M5A1	gameData/Weapons/groundModels_weapons/7_62mm_M1919A4_user_machinegun.blk	7 62mm M1919A4 user machinegun	cannon	gunner1
cn_m5a1_stuart	ground	M5A1	gameData/Weapons/groundModels_weapons/7_62mm_M1919A4_user_machinegun.blk	7 62mm M1919A4 user machinegun	cannon	gunner2
cn_m60a3_tts	ground	M60A3 TTS	gameData/Weapons/groundModels_weapons/105mm_M68_XM_user_cannon.blk	105mm M68 XM user cannon	cannon	gunner0
cn_m60a3_tts	ground	M60A3 TTS	gameData/Weapons/groundModels_weapons/12_7mm_M85_user_machinegun.blk	12 7mm M85 user machinegun	cannon	gunner1
cn_m60a3_tts	ground	M60A3 TTS	gameData/Weapons/groundModels_weapons/7_62mm_M240_user_machinegun.blk	7 62mm M240 user machinegun	cannon	gunner2
cn_m60a3_tts	ground	M60A3 TTS	gameData/Weapons/dummy_weapon.blk	(empty slot)	dummy	gunner3
cn_m60a3_tts	ground	M60A3 TTS	gameData/Weapons/groundModels_weapons/66mm_modern_smoke_grenade_launcher.blk	66mm modern smoke grenade launcher	cannon	gunner4
cn_m8_greyhound	ground	M8 LAC	gameData/Weapons/groundModels_weapons/37mm_M6_user_cannon.blk	37mm M6 user cannon	cannon	gunner0
cn_m8_greyhound	ground	M8 LAC	gameData/Weapons/groundModels_weapons/7_62mm_M1919A4_user_machinegun.blk	7 62mm M1919A4 user machinegun	cannon	gunner1
cn_m8_greyhound	ground	M8 LAC	gameData/Weapons/groundModels_weapons/12_7mm_M2_HB_user_machinegun.blk	12 7mm M2 HB user machinegun	cannon	gunner2
cn_m8_scott	ground	M8 HMC	gameData/Weapons/groundModels_weapons/75mm_M2_howitzer_user_cannon.blk	75mm M2 howitzer user cannon	cannon	gunner0
cn_m8_scott	ground	M8 HMC	gameData/Weapons/groundModels_weapons/12_7mm_M2_HB_user_machinegun.blk	12 7mm M2 HB user machinegun	cannon	gunner1
cn_mbt2000	ground	MBT-2000	gameData/Weapons/groundModels_weapons/125mm_ZPT_98_user_cannon.blk	125mm ZPT 98 user cannon	cannon	gunner0
cn_mbt2000	ground	MBT-2000	gameData/Weapons/groundModels_weapons/7_62mm_Type86_user_machinegun.blk	7 62mm Type86 user machinegun	cannon	gunner1
cn_mbt2000	ground	MBT-2000	gameData/Weapons/groundModels_weapons/12_7mm_QJC_88A_user_machinegun.blk	12 7mm QJC 88A user machinegun	cannon	gunner2
cn_mbt2000	ground	MBT-2000	gameData/Weapons/dummy_weapon.blk	(empty slot)	dummy	gunner3
cn_mbt2000	ground	MBT-2000	gameData/Weapons/groundModels_weapons/76mm_modern_cn_smoke_grenade_launcher.blk	76mm modern cn smoke grenade launcher	cannon	gunner4
cn_mbt2000_sm	ground	MBT-2000	gameData/Weapons/groundModels_weapons/125mm_ZPT_98_user_cannon.blk	125mm ZPT 98 user cannon	cannon	gunner0
cn_mbt2000_sm	ground	MBT-2000	gameData/Weapons/groundModels_weapons/7_62mm_Type86_user_machinegun.blk	7 62mm Type86 user machinegun	cannon	gunner1
cn_mbt2000_sm	ground	MBT-2000	gameData/Weapons/groundModels_weapons/12_7mm_QJC_88A_user_machinegun.blk	12 7mm QJC 88A user machinegun	cannon	gunner2
cn_mbt2000_sm	ground	MBT-2000	gameData/Weapons/dummy_weapon.blk	(empty slot)	dummy	gunner3
cn_mbt2000_sm	ground	MBT-2000	gameData/Weapons/groundModels_weapons/76mm_modern_smoke_grenade_launcher.blk	76mm modern smoke grenade launcher	cannon	gunner4
cn_object_122tm	ground	Object 122MT "MC"	gameData/Weapons/groundModels_weapons/120mm_122TM_user_cannon.blk	120mm 122TM user cannon	cannon	gunner0
cn_object_122tm	ground	Object 122MT "MC"	gameData/Weapons/groundModels_weapons/120mm_302_atgm_rocket_launcher.blk	120mm 302 atgm rocket launcher	cannon	gunner1
cn_object_122tm	ground	Object 122MT "MC"	gameData/Weapons/groundModels_weapons/7_62mm_Type_59_user_machinegun.blk	7 62mm Type 59 user machinegun	cannon	gunner2
cn_object_122tm	ground	Object 122MT "MC"	gameData/Weapons/groundModels_weapons/12_7mm_Type_54_user_machinegun.blk	12 7mm Type 54 user machinegun	cannon	gunner3
cn_object_122tm	ground	Object 122MT "MC"	gameData/Weapons/dummy_weapon.blk	(empty slot)	dummy	gunner5
cn_object_211	ground	Object 211	gameData/Weapons/groundModels_weapons/85mm_Type_62_85_TC_user_cannon.blk	85mm Type 62 85 TC user cannon	cannon	gunner0
cn_object_211	ground	Object 211	gameData/Weapons/groundModels_weapons/7_62mm_Type_59_user_machinegun.blk	7 62mm Type 59 user machinegun	cannon	gunner1
cn_object_211	ground	Object 211	gameData/Weapons/dummy_weapon.blk	(empty slot)	dummy	gunner5
cn_oplot_t	ground	Oplot-M	gameData/Weapons/groundModels_weapons/125mm_KBA_3_user_cannon.blk	125mm KBA 3 user cannon	cannon	gunner0
cn_oplot_t	ground	Oplot-M	gameData/Weapons/groundModels_weapons/7_62mm_KT_user_machinegun.blk	7 62mm KT user machinegun	cannon	gunner1
cn_oplot_t	ground	Oplot-M	gameData/Weapons/groundModels_weapons/12_7mm_KT_user_cannon.blk	12 7mm KT user cannon	cannon	gunner2
cn_oplot_t	ground	Oplot-M	gameData/Weapons/dummy_weapon.blk	(empty slot)	dummy	gunner3
cn_oplot_t	ground	Oplot-M	gameData/Weapons/groundModels_weapons/81mm_3d17_smoke_launcher.blk	81mm 3d17 smoke launcher	cannon	gunner4
cn_pgz_04a	ground	PGZ04A	gameData/Weapons/groundModels_weapons/25mm_PG87_PGZ_user_cannon.blk	25mm PG87 PGZ user cannon	cannon	gunner0
cn_pgz_04a	ground	PGZ04A	gameData/Weapons/groundModels_weapons/25mm_PG87_PGZ_user_cannon.blk	25mm PG87 PGZ user cannon	cannon	gunner2
cn_pgz_04a	ground	PGZ04A	gameData/Weapons/groundModels_weapons/72mm_HN_6_launcher_user_cannon.blk	72mm HN 6 launcher user cannon	cannon	gunner1
cn_pgz_04a	ground	PGZ04A	gameData/Weapons/groundModels_weapons/76mm_modern_cn_smoke_grenade_launcher.blk	76mm modern cn smoke grenade launcher	cannon	gunner3
cn_pgz_09	ground	PGZ09	gameData/Weapons/groundModels_weapons/35mm_PG_99_35_2_user_cannon.blk	35mm PG 99 35 2 user cannon	cannon	gunner0
cn_pgz_09	ground	PGZ09	gameData/Weapons/dummy_weapon.blk	(empty slot)	dummy	gunner1
cn_pgz_09	ground	PGZ09	gameData/Weapons/groundModels_weapons/76mm_modern_cn_smoke_grenade_launcher.blk	76mm modern cn smoke grenade launcher	cannon	gunner2
cn_pgz_625_fb10	ground	CS/SA5	gameData/Weapons/groundModels_weapons/30mm_pgz_625_user_cannon.blk	30mm pgz 625 user cannon	cannon	gunner0
cn_pgz_625_fb10	ground	CS/SA5	gameData/Weapons/groundModels_weapons/130mm_FB_10_rocket_launcher.blk	130mm FB 10 rocket launcher	cannon	gunner1
cn_pgz_625_fb10	ground	CS/SA5	gameData/Weapons/groundModels_weapons/76mm_modern_cn_smoke_grenade_launcher.blk	76mm modern cn smoke grenade launcher	cannon	gunner3
cn_pgz_88	ground	PGZ88	gameData/Weapons/groundModels_weapons/37mm_type_76_user_cannon.blk	37mm type 76 user cannon	cannon	gunner0
cn_plz_05	ground	PLZ05	gameData/Weapons/groundModels_weapons/155mm_PL05_user_cannon.blk	155mm PL05 user cannon	cannon	gunner0
cn_plz_05	ground	PLZ05	gameData/Weapons/groundModels_weapons/12_7mm_QJC_88A_user_machinegun.blk	12 7mm QJC 88A user machinegun	cannon	gunner2
cn_plz_05	ground	PLZ05	gameData/Weapons/dummy_weapon.blk	(empty slot)	dummy	gunner3
cn_plz_05	ground	PLZ05	gameData/Weapons/groundModels_weapons/76mm_modern_smoke_grenade_launcher.blk	76mm modern smoke grenade launcher	cannon	gunner4
cn_plz_45	ground	PLZ45	gameData/Weapons/groundModels_weapons/155mm_plz45_user_cannon.blk	155mm plz45 user cannon	cannon	gunner0
cn_plz_45	ground	PLZ45	gameData/Weapons/groundModels_weapons/12_7mm_QJC_88A_user_machinegun.blk	12 7mm QJC 88A user machinegun	cannon	gunner2
cn_plz_45	ground	PLZ45	gameData/Weapons/groundModels_weapons/76mm_modern_smoke_grenade_launcher.blk	76mm modern smoke grenade launcher	cannon	gunner4
cn_plz_83	ground	PLZ83	gameData/Weapons/groundModels_weapons/152mm_pl_66_gai_user_cannon.blk	152mm pl 66 gai user cannon	cannon	gunner0
cn_plz_83	ground	PLZ83	gameData/Weapons/groundModels_weapons/12_7mm_QJC_88A_user_machinegun.blk	12 7mm QJC 88A user machinegun	cannon	gunner2
cn_plz_83_130	ground	PLZ83-130	gameData/Weapons/groundModels_weapons/130mm_pl_59a_gai_user_cannon.blk	130mm pl 59a gai user cannon	cannon	gunner0
cn_plz_83_130	ground	PLZ83-130	gameData/Weapons/groundModels_weapons/12_7mm_Type_54_user_machinegun.blk	12 7mm Type 54 user machinegun	cannon	gunner2
cn_pt_76	ground	PT-76	gameData/Weapons/groundModels_weapons/76mm_D56_T_user_cannon.blk	76mm D56 T user cannon	cannon	gunner0
cn_pt_76	ground	PT-76	gameData/Weapons/groundModels_weapons/7_62mm_Type_59_user_machinegun.blk	7 62mm Type 59 user machinegun	cannon	gunner1
cn_pt_76	ground	PT-76	gameData/Weapons/dummy_weapon.blk	(empty slot)	dummy	gunner2
cn_ptl_02	ground	PTL02	gameData/Weapons/groundModels_weapons/100mm_PTP86_user_cannon.blk	100mm PTP86 user cannon	cannon	gunner0
cn_ptl_02	ground	PTL02	gameData/Weapons/groundModels_weapons/7_62mm_Type86_user_machinegun.blk	7 62mm Type86 user machinegun	cannon	gunner1
cn_ptl_02	ground	PTL02	gameData/Weapons/groundModels_weapons/12_7mm_QJC_88A_user_machinegun.blk	12 7mm QJC 88A user machinegun	cannon	gunner2
cn_ptl_02	ground	PTL02	gameData/Weapons/dummy_weapon.blk	(empty slot)	dummy	gunner3
cn_ptl_02	ground	PTL02	gameData/Weapons/groundModels_weapons/76mm_modern_cn_smoke_grenade_launcher.blk	76mm modern cn smoke grenade launcher	cannon	gunner4
cn_ptz_89	ground	PTZ89	gameData/Weapons/groundModels_weapons/120mm_PTZ89_user_cannon.blk	120mm PTZ89 user cannon	cannon	gunner0
cn_ptz_89	ground	PTZ89	gameData/Weapons/groundModels_weapons/12_7mm_QJC_88A_user_machinegun.blk	12 7mm QJC 88A user machinegun	cannon	gunner1
cn_ptz_89	ground	PTZ89	gameData/Weapons/dummy_weapon.blk	(empty slot)	dummy	gunner2
cn_ptz_89	ground	PTZ89	gameData/Weapons/groundModels_weapons/76mm_modern_cn_smoke_grenade_launcher.blk	76mm modern cn smoke grenade launcher	cannon	gunner3
cn_qn506	ground	QN506	gameData/Weapons/groundModels_weapons/30mm_ZPZ02_user_cannon.blk	30mm ZPZ02 user cannon	cannon	gunner0
cn_qn506	ground	QN506	gameData/Weapons/groundModels_weapons/7_62mm_Type86_user_machinegun.blk	7 62mm Type86 user machinegun	cannon	gunner1
cn_qn506	ground	QN506	gameData/Weapons/groundModels_weapons/70mm_QN201DD_rocket_launcher.blk	70mm QN201DD rocket launcher	cannon	gunner2
cn_qn506	ground	QN506	gameData/Weapons/groundModels_weapons/151mm_QN502CDD_rocket_launcher.blk	151mm QN502CDD rocket launcher	cannon	gunner3
cn_qn506	ground	QN506	gameData/Weapons/dummy_weapon.blk	(empty slot)	dummy	gunner4
cn_qn506	ground	QN506	gameData/Weapons/groundModels_weapons/66mm_modern_smoke_grenade_launcher.blk	66mm modern smoke grenade launcher	cannon	gunner5
cn_sdkfz_222_early	ground	Sd.Kfz.222	gameData/Weapons/groundModels_weapons/20mm_KwK30_222_user_cannon.blk	20mm KwK30 222 user cannon	cannon	gunner0
cn_sdkfz_222_early	ground	Sd.Kfz.222	gameData/Weapons/groundModels_weapons/7_92mm_MG13_Dreyse_user_machinegun.blk	7 92mm MG13 Dreyse user machinegun	cannon	gunner1
cn_su_100_1945	ground	SU-100	gameData/Weapons/groundModels_weapons/100mm_D10S_user_cannon.blk	100mm D10S user cannon	cannon	gunner0
cn_su_76m_1943	ground	SU-76M	gameData/Weapons/groundModels_weapons/76mm_ZIS3_user_cannon.blk	76mm ZIS3 user cannon	cannon	gunner0
cn_t_26_1940	ground	T-26	gameData/Weapons/groundModels_weapons/45mm_20K_user_cannon.blk	45mm 20K user cannon	cannon	gunner0
cn_t_26_1940	ground	T-26	gameData/Weapons/groundModels_weapons/7_62mm_DT_user_machinegun.blk	7 62mm DT user machinegun	cannon	gunner1
