a_10c	a_10c_aim_9l	aim9l x2 slot1; aim9l x2 slot11
a_10c	a_10c_aim_9m	aim9m x2 slot1; aim9m x2 slot11
a_10c	a_10c_lau_131_default	hydra 70 x1 slot3; hydra 70 x1 slot4; hydra 70 x1 slot8; hydra 70 x1 slot9
a_10c	a_10c_lau_131	hydra 70 x1 slot2; hydra 70 x3 slot3; hydra 70 x3 slot4; hydra 70 x3 slot8; hydra 70 x3 slot9; hydra 70 x1 slot10
a_10c	a_10c_apkws_m151	apkws m151 x1 slot2; apkws m151 x3 slot3; apkws m151 x3 slot4; apkws m151 x3 slot8; apkws m151 x3 slot9; sniper pod
a_10c	a_10c_apkws_m282	apkws m282 x1 slot2; apkws m282 x3 slot3; apkws m282 x3 slot4; apkws m282 x3 slot8; apkws m282 x3 slot9; sniper pod
a_10c	a_10c_agm_65d_x3	agm 65d x3 slot3; agm 65d x3 slot9
a_10c	a_10c_agm_65l	agm 65l slot3; agm 65l slot9; sniper pod
a_10c	a_10c_agm_65g	agm 65g slot3; agm 65g slot9
a_10c	a_10c_mk82_default	500lbs slot3; 500lbs slot4; 500lbs slot5; 500lbs slot7; 500lbs slot8; 500lbs slot9
a_10c	a_10c_mk82	500lbs slot1; 500lbs slot2; 500lbs slot3; 500lbs slot4; 500lbs slot5; 500lbs slot7; 500lbs slot8; 500lbs slot9; 500lbs slot10; 500lbs slot11
a_10c	a_10c_mk82_x3	500lbs x3 slot3; 500lbs x3 slot4; 500lbs x3 slot8; 500lbs x3 slot9
a_10c	a_10c_mk84	2000lbs slot3; 2000lbs slot4; 2000lbs slot5; 2000lbs slot7; 2000lbs slot8; 2000lbs slot9
a_10c	a_10c_mk82_air	500lbs air slot1; 500lbs air slot2; 500lbs air slot3; 500lbs air slot4; 500lbs air slot5; 500lbs air slot7; 500lbs air slot8; 500lbs air slot9; 500lbs air slot10; 500lbs air slot11
a_10c	a_10c_mk82_air_x3	500lbs air x3 slot3; 500lbs air x3 slot4; 500lbs air x3 slot8; 500lbs air x3 slot9
a_10c	a_10c_mk84_air	2000lbs air slot3; 2000lbs air slot4; 2000lbs air slot5; 2000lbs air slot7; 2000lbs air slot8; 2000lbs air slot9
a_10c	a_10c_gbu_12	gbu12 slot1; gbu12 slot2; gbu12 x3 slot3; gbu12 x3 slot4; gbu12 slot5; gbu12 slot7; gbu12 x3 slot8; gbu12 x3 slot9; sniper pod; gbu12 slot11
a_10c	a_10c_gbu_10	gbu 10 slot3; gbu 10 slot4; gbu 10 slot5; gbu 10 slot7; gbu 10 slot8; gbu 10 slot9; sniper pod
a_10c	a_10c_jdam_38	jdam38 slot3; jdam38 slot4; jdam38 slot5; jdam38 slot7; jdam38 slot8; jdam38 slot9
a_10c	a_10c_jdam_31	jdam31 slot3; jdam31 slot4; jdam31 slot5; jdam31 slot7; jdam31 slot8; jdam31 slot9
a_10c	a_10c_gbu_39	us gbu 39 slot3; us gbu 39 slot4; us gbu 39 slot5; us gbu 39 slot7; us gbu 39 slot8; us gbu 39 slot9
a_10c	a_10c_jdam_62	jdam62 slot3; jdam62 slot4; jdam62 slot5; jdam62 slot7; jdam62 slot8; jdam62 slot9
a_10c	a_10c_jdam_64	jdam64 slot3; jdam64 slot4; jdam64 slot5; jdam64 slot7; jdam64 slot8; jdam64 slot9
a_129_a	a_129_a_default	no suspended armament
a_129_a	a_129a_rocket	4x hl 19 70
a_129_a	a_129a_gun_fn_m3p	2x hmp 400
a_129_a	a_129a_gun_fn_m3p_hvar	2x rmp lc
a_129_a	a_129a_gun_fn_m3p_rocket	2x hl 19 70; 2x hmp 400
a_129_a	a_129a_gun_fn_m3p_hvar_rocket	2x hl 19 70; 2x rmp lc
a_129_a	a_129a_rocket_8xTOW	2x tow2 x4
a_129_a	a_129a_8_hellfire	2x helfire x4
a_129_a	a_129a_gun_fn_m3p_8xTOW	2x tow2 x4; 2x hmp 400
a_129_a	a_129a_gun_fn_m3p_8_hellfire	2x helfire x4; 2x hmp 400
a_129_a	a_129a_gun_fn_m3p_hvar_8xTOW	2x tow2 x4; 2x rmp lc
a_129_a	a_129a_gun_fn_m3p_hvar_8_hellfire	2x helfire x4; 2x rmp lc
a_129_a	a_129a_gun_fn_m3p_hvar_rocket_TOW	2x tow2 x4; rmp lc; hl 19 70
a_129_a	a_129a_gun_fn_m3p_hvar_rocket_hellfire	2x helfire x4; rmp lc; hl 19 70
a_129_a	a_129a_rocket_TOW	2x tow2 x4; 2x hl 19 70
a_129_a	a_129a_rocket_hellfire	2x helfire x4; 2x hl 19 70
a_129_cbt	a_129_cbt_default	no suspended armament
a_129_cbt	a_129_cbt_rocket_ffar	4x hl 7 70
a_129_cbt	a_129_cbt_hydra_70_m229	4x hl 19 70
a_129_cbt	a_129_cbt_gun_fn_m3p	2x hmp 400
a_129_cbt	a_129_cbt_gun_fn_m3p_hvar	2x rmp lc
a_129_cbt	a_129_cbt_rocket_4xTOW2	2x tow2 x2
a_129_cbt	a_129_cbt_rocket_8xTOW2	2x tow2 x4
a_129_cbt	a_129_cbt_4_hellfire	2x helfire x2
a_129_cbt	a_129_cbt_8_hellfire	2x helfire x4
a_129_cbt	a_129_cbt_stinger	4x atas
a_129_cbt	a_129_cbt_mistral	4x mistral
a_129_d	a_129_d_default	no suspended armament
a_129_d	a_129_d_rocket_ffar	4x hl 7 70
a_129_d	a_129_d_hydra_70_m229	4x hl 19 70
a_129_d	a_129_d_gun_fn_m3p	2x hmp 400
a_129_d	a_129_d_gun_fn_m3p_hvar	2x rmp lc
a_129_d	a_129_d_4_hellfire_default	2x helfire x2
a_129_d	a_129_d_8_hellfire	2x helfire x4
a_129_d	a_129_d_4_spike	2x spike x2
a_129_d	a_129_d_8_spike	2x spike x4
a_129_d	a_129_d_stinger	4x atas
a_129_d	a_129_d_mistral	4x mistral
a_20g_30_ussr	a_20g_30_default	no suspended armament
a_20g_30_ussr	a_20g_30_fab_50_x8	4x fab 50; fab 50 x4
a_20g_30_ussr	a_20g_30_fab_50_x16	fab 50 x16
a_20g_30_ussr	a_20g_30_fab_100_x8	4x fab 100; fab 100 x4
a_20g_30_ussr	a_20g_30_fab_100_x16	fab 100 x16
a_20g_30_ussr	a_20g_30_fab_250_x6_fuse	us 500lb x4
a_20g_30_ussr	a_20g_30_fab_250_x6_wing	4x fab 250; 2x fab 250 fuse
a_20g_30_ussr	a_20g_30_fab_500_x3	2x fab 500
a_20g_30_ussr	a_20g_30_fab_1000_x2	2x fab 1000
a_20g_30_ussr	a_20g_30_45_36_torpedo_x2	2x torpedo
a_29_hudson	a_29_hudson_bombs	no suspended armament
a_4b	a_4b_default	no suspended armament
a_4b	a_4b_rockets_aim_9	2x aim9b
a_4b	a_4b_rockets_lau18	ffar left x2; ffar; ffar right x2
a_4b	a_4b_rockets_zuni	zuni left x2; zuni; zuni right x2
a_4b	a_4b_rockets_agm_12b	3x agm12
a_4b	a_4b_rockets_agm_12c	2x agm12c
a_4b	a_4b_bomb_mk81	3x 250lbs
a_4b	a_4b_bomb_mk82	2x 500lbs; 500lbs x6
a_4b	a_4b_bomb_mk81_snakeye	3x 250lbs snakeye
a_4b	a_4b_bomb_mk82_snakeye	2x 500lbs snakeye; 500lbs snakeye x6
a_4b	a_4b_bomb_mk83	1000lbs left x2; 1000lbs; 1000lbs right x2
a_4b	a_4b_bomb_mk84	2000lbs
a_4b	a_4b_bomb_mk84_air	2000lbs air
a_4b	a_4b_bomb_mk77	mk77 left x2; mk77; mk77 right x2
a_4b	a_4b_bomb_mk79	mk79 left x2; mk79; mk79 right x2
a_4b	a_4b_mk4_mod0	3x mk11
a_4e_early	a_4e_early_default	no suspended armament
a_4e_early	a_4e_early_rockets_aim_9	2x aim9b
a_4e_early	a_4e_early_rockets_lau18	2x ffar x1; ffar left x2; ffar central; ffar right x2
a_4e_early	a_4e_early_rockets_zuni	2x zuni x1; zuni left x2; zuni central; zuni right x2
a_4e_early	a_4e_early_rockets_agm_12b	5x agm12
a_4e_early	a_4e_early_rockets_agm_12c	2x agm12c
a_4e_early	a_4e_early_bomb_mk81	2x mk81 x1; 3x mk81 x6
a_4e_early	a_4e_early_bomb_mk82	2x mk82 x1; 2x mk82 x3; mk82 x6
a_4e_early	a_4e_early_bomb_mk81_snakeye	2x mk81 x1 snakeye; 3x mk81 x6 snakeye
a_4e_early	a_4e_early_bomb_mk82_snakeye	2x mk82 x1 snakeye; 2x mk82 x3 snakeye; mk82 x6 snakeye
a_4e_early	a_4e_early_bomb_m117	2x mk117 x1; mk117 x1 central
a_4e_early	a_4e_early_bomb_mk83	2x mk83 x1; mk83 x1 central
a_4e_early	a_4e_early_bomb_mk84	mk84 x1 central
a_4e_early	a_4e_early_bomb_mk84_air	mk84 air x1 central
a_4e_early	a_4e_early_bomb_mk77	2x mk77 x1; mk77 left x2; mk77 x3 central; mk77 right x2
a_4e_early	a_4e_early_agm_62	2x agm62
a_4e_early	a_4e_early_mk4_mod0	3x mk11
a_4e_early_iaf	a_4e_early_default	no suspended armament
a_4e_early_iaf	a_4e_early_iaf_rockets_aim_9	2x aim9b
a_4e_early_iaf	a_4e_early_iaf_rockets_lau18	2x ffar x1; ffar left x2; ffar central; ffar right x2
a_4e_early_iaf	a_4e_early_iaf_rockets_zuni	2x zuni x1; zuni left x2; zuni central; zuni right x2
a_4e_early_iaf	a_4e_early_iaf_bomb_100gp	2x is 100 50 gp x1; 3x is 100 50 gp x6
a_4e_early_iaf	a_4e_early_iaf_bomb_250gp	2x is 250 50 gp x1; 2x is 250 50 gp x3; is 250 50 gp x6
a_4e_early_iaf	a_4e_early_iaf_bomb_360gp	3x is 360 50 gp x1
a_4e_early_iaf	a_4e_early_iaf_bomb_500gp	2x is 500 50 gp x1; is 500 50 gp x3
a_4e_early_iaf	a_4e_early_iaf_bomb_mk84	mk84 x1 central
a_4e_early_iaf	a_4e_early_iaf_bomb_mk82_snakeye	2x fr 250kg samp mk82 snakeye; 2x ter fr 250kg samp mk82 snakeye; mer fr 250kg samp mk82 x6 snakeye
a_4e_early_iaf	a_4e_early_iaf_agm_62	2x agm62
a_4e_early_iaf	a_4e_late_iaf_bomb_guided_gbu8	gbu 8
a_4e_early_iaf	a_4e_early_iaf_bomb_mk77	2x mk77 x1; mk77 left x2; mk77 x3 central; mk77 right x2
a_4e_early_iaf	a_4e_early_iaf_mk4_mod0	3x mk11
a_4e_late_iaf	a_4e_late_iaf_default	no suspended armament
a_4e_late_iaf	a_4e_late_iaf_rockets_aim_9	2x aim9b
a_4e_late_iaf	a_4e_late_iaf_rockets_lau18	2x ffar x1; ffar left x2; ffar central; ffar right x2
a_4e_late_iaf	a_4e_late_iaf_rockets_zuni	2x zuni x1; zuni left x2; zuni central; zuni right x2
a_4e_late_iaf	a_4e_late_iaf_bomb_mk81	2x mk81 x1; 3x mk81 x6
a_4e_late_iaf	a_4e_late_iaf_bomb_mk82	2x mk82 x1; 2x mk82 x3; mk82 x6
a_4e_late_iaf	a_4e_late_iaf_bomb_mk81_snakeye	2x mk81 x1 snakeye; 3x mk81 x6 snakeye
a_4e_late_iaf	a_4e_late_iaf_bomb_mk82_snakeye	2x mk82 x1 snakeye; 2x mk82 x3 snakeye; mk82 x6 snakeye
a_4e_late_iaf	a_4e_late_iaf_bomb_m117	2x aim9b; 2x mk117 x1; mk117 x1 central
a_4e_late_iaf	a_4e_late_iaf_bomb_mk83	2x aim9b; 2x mk83 x1; mk83 x1 central
a_4e_late_iaf	a_4e_late_iaf_bomb_mk84	2x aim9b; mk84 x1 central
a_4e_late_iaf	a_4e_late_iaf_bomb_mk77	2x mk77 x1; mk77 left x2; mk77 x3 central; mk77 right x2
a_4e_late_iaf	a_4e_late_iaf_agm_62	2x agm62
a_4e_late_iaf	a_4e_late_iaf_agm_62_aim9b	2x aim9b; 2x agm62
a_4e_late_iaf	a_4e_late_iaf_bomb_guided_gbu8	gbu 8
a_4e_late_iaf	a_4e_late_iaf_bomb_guided_gbu8_aim9b	2x aim9b; gbu 8
a_4e_late_iaf	a_4e_late_iaf_mk4_mod0	2x aim9b; 3x mk11
a_4h	a_4h_iaf_default	no suspended armament
a_4h	a_4e_early_iaf_rockets_lau18	2x ffar x1; ffar left x2; ffar central; ffar right x2
a_4h	a_4e_early_iaf_rockets_zuni	2x zuni x1; zuni left x2; zuni central; zuni right x2
a_4h	a_4e_early_iaf_bomb_100gp	2x is 100 50 gp x1; 3x is 100 50 gp x6
a_4h	a_4e_early_iaf_bomb_250gp	2x is 250 50 gp x1; 2x is 250 50 gp x3; is 250 50 gp x6
a_4h	a_4e_early_iaf_bomb_360gp	3x is 360 50 gp x1
a_4h	a_4e_early_iaf_bomb_500gp	2x is 500 50 gp x1; is 500 50 gp x3
a_4h	a_4e_early_iaf_bomb_mk84	mk84 x1 central
a_4h	a_4e_early_iaf_bomb_mk82_snakeye	2x fr 250kg samp mk82 snakeye; 2x ter fr 250kg samp mk82 snakeye; mer fr 250kg samp mk82 x6 snakeye
a_4h	a_4e_early_iaf_bomb_mk77	2x mk77 x1; mk77 left x2; mk77 x3 central; mk77 right x2
a_4h	a_4h_mk4_mod0	3x mk11
a_4n	a_4n_default	no suspended armament
a_4n	a_4n_rockets_shafrir2	2x shafrir2 default
a_4n	a_4n_rockets_shafrir2_4	2x shafrir2 default; 2x shafrir2
a_4n	a_4n_rockets_aim_9d	2x aim9d
a_4n	a_4n_rockets_lau18	2x ffar x1; ffar left x2; ffar central; ffar right x2
a_4n	a_4n_rockets_zuni	2x zuni x1; zuni left x2; zuni central; zuni right x2
a_4n	a_4n_rocket_agm12b	4x agm12
a_4n	a_4n_rocket_agm_65a	agm65a
a_4n	a_4n_default_mk81_snakeye	2x mk81 x1 snakeye; 3x mk81 x6 snakeye
a_4n	a_4n_bomb_mk82_snakeye	2x mk82 x1 snakeye; 2x mk82 x3 snakeye; mk82 x6 snakeye
a_4n	a_4n_default_mk81	2x mk81 x1; 3x mk81 x6
a_4n	a_4n_bomb_mk82	2x mk82 x1; 2x mk82 x3; mk82 x6
a_4n	a_4n_bomb_m117	2x mk117 x1; mk117 x1 central
a_4n	a_4n_bomb_mk83	2x mk83 x1; mk83 x1 central
a_4n	a_4n_bomb_mk84	3x mk84
a_4n	a_4n_bomb_mk77	2x mk77 x1; mk77 left x2; mk77 x3 central; mk77 right x2
a_4n	a_4n_agm_62	2x agm62
a_4n	a_4n_bomb_guided_gbu8	gbu 8
a_4n	a_4n_agm_45b_3b	agm 45b 3b slot1; agm 45b 3b slot2; agm 45b 3b slot4; agm 45b 3b slot5
a_4n	a_4n_agm_45b_4	agm 45b 4 slot1; agm 45b 4 slot2; agm 45b 4 slot4; agm 45b 4 slot5
a_4n	a_4n_agm_45b_6	agm 45b 6 slot1; agm 45b 6 slot2; agm 45b 6 slot4; agm 45b 6 slot5
a_4n	a_4n_mk4_mod0	3x mk11
a_5c	a_5c_default	no suspended armament
a_5c	a_5c_aim9	2x us aim9p
a_5c	a_5c_matra550	2x r550 magic
a_5c	a_5c_type90_rockets	2x hf7 pylon; 2x hf7
a_5c	a_5c_type130_rockets	2x hf14 pylon; 2x hf14
a_5c	a_5c_4x500kg_bombs	2x gp250; gp250 x4
a_5c	a_5c_4x500lb_mk82_bombs	2x us 500lb; us 500lb x4
a_5c	a_5c_4x500kg_3_bombs	2x gp250 3; gp250 3 x4
a_5c	a_5c_4x500kg_4_bombs	2x us 500lb 4; us 500lb 4 x4
a_5c	a_5c_4x750lbs_bombs	bomb 750lb x4
a_5c	a_5c_500kg_bombs	2x gp500
a_5c	a_5c_500kg_4_bombs	2x gp500 4
a_5c	a_5c_4x500kg_bombs_inc	2x gp250 4 inc; gp250 4 x4 inc
a_5c	a_5c_matra550_type90_4x500kg_bombs	2x r550 magic; 2x hf7 pylon; 2x hf7; us 500lb x4
a_5c	a_5c_matra550_type130_4x750lb_bombs	2x r550 magic; bomb 750lb x4
a_5c	a_5c_aim9_type130_4x500kg_bombs	2x r550 magic; 2x hf14 pylon; 2x hf14; gp250 3 x4
a_5c	a_5c_aim9_type90_4x750lb_bombs	2x r550 magic; 2x hf14 pylon; 2x hf14; gp250 4 x4 inc
a_6e_tram	a_6e_tram_default	2x us aim 9l; 2x us gbu 10; mer mk82
a_6e_tram	a_6e_tram_aim_9g	4x us aim 9g
a_6e_tram	a_6e_tram_aim_9l	4x us aim 9l
a_6e_tram	a_6e_tram_lau_1a_zuni	2x lau 10a; lau 10a left x2; lau 10a right x2
a_6e_tram	a_6e_tram_ffar	ffar slot1; ffar slot2; ffar slot4; ffar slot5
a_6e_tram	a_6e_tram_gbu_12	us gbu 12 slot1; us gbu 12 slot2; us gbu 12 slot3; us gbu 12 slot4; us gbu 12 slot5
a_6e_tram	a_6e_tram_gbu_16	5x us gbu 16
a_6e_tram	a_6e_tram_gbu_10	5x us gbu 10
a_6e_tram	a_6e_tram_agm_123	4x us agm 123
a_6e_tram	a_6e_tram_mk81	3x mer mk81; mer mk81 x5 left; mer mk81 x5 right
a_6e_tram	a_6e_tram_mk82	3x mer mk82; mer mk82 x5 left; mer mk82 x5 right
a_6e_tram	a_6e_tram_mk83	3x mer mk83 2 1; 2x mer mk83 1 2
a_6e_tram	a_6e_tram_mk84	5x mk84
a_6e_tram	a_6e_tram_mk81_snakeye	3x mer mk81 snakeye; mer mk81 x5 left snakeye; mer mk81 x5 right snakeye
a_6e_tram	a_6e_tram_mk82_snakeye	3x mer mk82 snakeye; mer mk82 x5 left snakeye; mer mk82 x5 right snakeye
a_6e_tram	a_6e_tram_mk84_air	5x mk84 air
a_6e_tram	a_6e_tram_mk77_mod4	5x mk77 x2
a_6e_tram	a_6e_tram_mk4_pod	4x mk4 gunpod
a_6e_tram	a_6e_tram_an_ale37a	4x ltc
a_6e_tram	a_6e_tram_agm_45b_9	agm 45b 9 slot1; agm 45b 9 slot2; agm 45b 9 slot4; agm 45b 9 slot5
a_6e_tram	a_6e_tram_agm_45b_10	agm 45b 10 slot1; agm 45b 10 slot2; agm 45b 10 slot4; agm 45b 10 slot5
a_7d	a_7d_default	no suspended armament
a_7d	a_7d_rockets_aim9e	2x aim 9e
a_7d	a_7d_rockets_aim9j	2x aim 9j
a_7d	a_7d_rockets_lau3	6x lau 3a
a_7d	a_7d_bomb_mk81	4x mer mk81 x6
a_7d	a_7d_bomb_mk82	4x mer mk82 x6
a_7d	a_7d_bomb_mk81_snakeye	4x mer mk81 x6 snakeye
a_7d	a_7d_bomb_mk82_snakeye	4x mer mk82 x6 snakeye
a_7d	a_7d_bomb_m117	2x us 750lb m117; us 750lb m117 x4 left wing; 2x us 750lb m117 x2; us 750lb m117 x4 right wing
a_7d	a_7d_bomb_blu27b	4x blu 27b; 2x blu 27b x3
a_7d	a_7d_bomb_mk83	4x ter mk83
a_7d	a_7d_bomb_mk84	6x us mk84
a_7d	a_7d_rocket_agm_65a	agm 65a slot2; agm 65a slot7
a_7d	a_7d_bomb_gbu8	2x us 2000lb gbu 8 out; 2x us 2000lb gbu 8
a_7d	a_7d_guns_suu_23	2x suu 23a gunpod wing
a_7d	a_7d_guns_gpu_5a	2x gpu 5a gunpod
a_7d	a_7d_bomb_mk84_air	6x us mk84 air
a_7e	a_7e_default	no suspended armament
a_7e	a_7e_default_aim9d	2x aim 9d
a_7e	a_7e_rockets_aim9e	2x aim 9g
a_7e	a_7e_rockets_lau18	lau 3a slot1; lau 3a slot2; lau 3a slot3; lau 3a slot6; lau 3a slot7; lau 3a slot8
a_7e	a_7e_rockets_zuni	lau 10a slot1; lau 10a slot2; lau 10a slot3; lau 10a slot6; lau 10a slot7; lau 10a slot8
a_7e	a_7e_bomb_mk81	4x mer mk81 x6; mer mk81 x4 left wing; mer mk81 x4 right wing
a_7e	a_7e_bomb_mk82	4x mer mk82 x6; mer mk82 x4 left wing; mer mk82 x4 right wing
a_7e	a_7e_bomb_mk81_snakeye	4x mer mk81 x6 snakeye; mer mk81 x4 left wing snakeye; mer mk81 x4 right wing snakeye
a_7e	a_7e_bomb_mk82_snakeye	4x mer mk82 x6 snakeye; mer mk82 x4 left wing snakeye; mer mk82 x4 right wing snakeye
a_7e	a_7e_bomb_m117	2x us 750lb m117; us 750lb m117 x4 left wing; 2x us 750lb m117 x2; us 750lb m117 x4 right wing
a_7e	a_7e_bomb_blu_27b	6x blu 27b
a_7e	a_7e_bomb_mk83	4x ter mk83; ter mk83 x2 left wing; ter mk83 x2 right wing
a_7e	a_7e_bomb_mk84	6x us mk84
a_7e	a_7e_rocket_agm_62	6x agm 62a
a_7e	a_7e_rocket_agm_62_walleye_2_erdl	2x agm 62a walleye 2 erdl
a_7e	a_7e_guns_suu_23	2x suu 23a gunpod wing
a_7e	a_7e_guns_gpu_5a	2x gpu 5a gunpod
a_7e	a_7e_lana_flir	lana
a_7e	a_7e_bomb_mk84_air	6x us mk84 air
a_7e	a_7e_agm_45b_9	agm 45b 9 slot1; agm 45b 9 slot2; agm 45b 9 slot7; agm 45b 9 slot8
a_7e	a_7e_agm_45b_10	agm 45b 10 slot1; agm 45b 10 slot2; agm 45b 10 slot7; agm 45b 10 slot8
a_7e_thailand	a_7e_default	no suspended armament
a_7e_thailand	a_7e_default_aim9d	2x aim 9d
a_7e_thailand	a_7e_rockets_aim9e	2x aim 9g
a_7e_thailand	a_7e_rockets_lau18	lau 3a slot1; lau 3a slot2; lau 3a slot3; lau 3a slot6; lau 3a slot7; lau 3a slot8
a_7e_thailand	a_7e_rockets_zuni	lau 10a slot1; lau 10a slot2; lau 10a slot3; lau 10a slot6; lau 10a slot7; lau 10a slot8
a_7e_thailand	a_7e_bomb_mk81	4x mer mk81 x6; mer mk81 x4 left wing; mer mk81 x4 right wing
a_7e_thailand	a_7e_bomb_mk82	4x mer mk82 x6; mer mk82 x4 left wing; mer mk82 x4 right wing
a_7e_thailand	a_7e_bomb_mk81_snakeye	4x mer mk81 x6 snakeye; mer mk81 x4 left wing snakeye; mer mk81 x4 right wing snakeye
a_7e_thailand	a_7e_bomb_mk82_snakeye	4x mer mk82 x6 snakeye; mer mk82 x4 left wing snakeye; mer mk82 x4 right wing snakeye
a_7e_thailand	a_7e_bomb_m117	2x us 750lb m117; us 750lb m117 x4 left wing; 2x us 750lb m117 x2; us 750lb m117 x4 right wing
a_7e_thailand	a_7e_bomb_blu_27b	6x blu 27b
a_7e_thailand	a_7e_bomb_mk83	4x ter mk83; ter mk83 x2 left wing; ter mk83 x2 right wing
a_7e_thailand	a_7e_bomb_mk84	6x us mk84
a_7e_thailand	a_7e_rocket_agm_62	6x agm 62a
a_7e_thailand	a_7e_rocket_agm_62_walleye_2_erdl	2x agm 62a walleye 2 erdl
a_7e_thailand	a_7e_guns_suu_23	2x suu 23a gunpod wing
a_7e_thailand	a_7e_guns_gpu_5a	2x gpu 5a gunpod
a_7e_thailand	a_7e_lana_flir	lana
a_7e_thailand	a_7e_bomb_mk84_air	6x us mk84 air
a_7e_thailand	a_7e_agm_45b_9	agm 45b 9 slot1; agm 45b 9 slot2; agm 45b 9 slot7; agm 45b 9 slot8
a_7e_thailand	a_7e_agm_45b_10	agm 45b 10 slot1; agm 45b 10 slot2; agm 45b 10 slot7; agm 45b 10 slot8
a_7k	a_7k_default	no suspended armament
a_7k	a_7k_rockets_aim9j	2x aim 9j
a_7k	a_7k_rockets_aim9l	2x aim 9l
a_7k	a_7k_rockets_lau3	6x lau 3a
a_7k	a_7k_bomb_mk81	mer mk81 x6 left; 2x mer mk81 x6; mer mk81 x4 left wing; mer mk81 x4 right wing; mer mk81 x6 right
a_7k	a_7k_bomb_mk82	mer mk82 x6 left; 2x mer mk82 x6; mer mk82 x4 left wing; mer mk82 x4 right wing; mer mk82 x6 right
