a_10c	GAU_8A_belt_pack	GAU 8A Belt Pack	1			
a_10c	us_gbu39	GBU-39	1	weapon		
a_10c	us_hydra_70	Hydra 70	1	weapon		
a_10c	MAW_system_heli_false_thermal_targets_large	MAW	1	armor	countermeasures	
a_10c	us_sniper_pod	SNIPER ATP	1	weapon		
a_10c	us_agm_65d	AGM-65D	2	weapon		us_hydra_70
a_10c	structure_str	Airframe	2	lth		
a_10c	us_apkws	APKWS II	2	weapon		us_sniper_pod
a_10c	GAU_8A_new_gun	GAU 8A New Gun	2			GAU_8A_belt_pack
a_10c	f_4c_g_suit	G-suit	2	armor		MAW_system_heli_false_thermal_targets_large
a_10c	us_500lb_mk82_gbu38_gbu62_jdam	Mk82/GBU-38/62	2	weapon		us_gbu39
a_10c	hydravlic_power	New boosters	2			new_compressor_jet
a_10c	us_agm_65l	AGM-65L	3	weapon		us_agm_65d
a_10c	us_aim_9l	AIM-9L	3	weapon		GAU_8A_new_gun
a_10c	new_cover	Cover	3	lth		
a_10c	us_gbu_12	GBU-12	3	weapon		us_apkws
a_10c	cd_98	Wings repair	3			hydravlic_power
a_10c	us_agm_65g	AGM-65G	4	weapon		us_agm_65l
a_10c	us_aim_9m	AIM-9M	4	weapon		us_aim_9l
a_10c	air_extinguisher	EFS	4	armor		f_4c_g_suit
a_10c	hp_105_jet	Engine	4			cd_98
a_10c	us_gbu_10	GBU-10	4	weapon		us_gbu_12
a_10c	us_2000lb_mk84_gbu31_gbu64_jdam	Mk84/GBU-31/64	4	weapon		us_500lb_mk82_gbu38_gbu62_jdam
a_129_a	50cal_ground_targets	12.7 mm machine gun ammunition belt for ground targets	0			
a_129_a	50cal_stealth	12.7 mm machine gun ammunition belt for stealth attack	0			
a_129_a	50cal_tracers	12.7 mm machine gun ammunition belt with tracer bullets	0			
a_129_a	new_heli_cover	Cover	0			
a_129_a	heli_flak_jacket	Flak jacket	0			
a_129_a	heli_structure	Helicopter frame	0			
a_129_a	50cal_universal	Omni-purpose ammunition belt for 12.7 mm machine gun	0			
a_129_a	new_compressor_heli	Compressor	1			
a_129_a	tiger_hmp400_lcc	FN HMP400 LCC	1	weapon		
a_129_a	a_129_hl_19_70	HL-19-70	1	weapon		
a_129_a	heli_counterMeasures	IRCM	1		countermeasures	
a_129_a	bmg50_belt_pack	Bmg50 Belt Pack	2			heli_counterMeasures
a_129_a	cd_98_main_rotor	Replacing helicopter blades	2			
a_129_a	ah_1_TOW2	TOW-2	2	weapon		a_129_hl_19_70
a_129_a	ah_1_AGM_114_8	AGM-114	3	weapon		ah_1_TOW2
a_129_a	bmg50_new_gun	Bmg50 New Gun	3			bmg50_belt_pack
a_129_a	air_extinguisher	EFS	3			heli_structure
a_129_a	hp_105_jet	Engine	3			cd_98_main_rotor
a_129_a	tiger_rmp_lc	FN RMP LC	3	weapon		tiger_hmp400_lcc
a_129_a	heli_night_vision_system	NVD	3	weapon		heli_counterMeasures
a_129_cbt	50cal_ground_targets	12.7 mm machine gun ammunition belt for ground targets	0			
a_129_cbt	50cal_stealth	12.7 mm machine gun ammunition belt for stealth attack	0			
a_129_cbt	50cal_tracers	12.7 mm machine gun ammunition belt with tracer bullets	0			
a_129_cbt	countermeasures_launcher_chaff	Countermeasures Launcher Chaff	0			
a_129_cbt	new_heli_cover	Cover	0			
a_129_cbt	heli_flak_jacket	Flak jacket	0			
a_129_cbt	heli_structure	Helicopter frame	0			
a_129_cbt	50cal_universal	Omni-purpose ammunition belt for 12.7 mm machine gun	0			
a_129_cbt	t_160_air_targets	T 160 Air Targets	0			
a_129_cbt	t_160_armor_targets	T 160 Armor Targets	0			
a_129_cbt	t_160_stealth	T 160 Stealth	0			
a_129_cbt	t_160_universal	T 160 Universal	0			
a_129_cbt	new_compressor_heli	Compressor	1			
a_129_cbt	countermeasures_belt_pack	Flares/Chaff	1	weapon	countermeasures	
a_129_cbt	tiger_hmp400_lcc	FN HMP400 LCC	1	weapon		
a_129_cbt	a_129_hl_19_70	HL-19-70	1	weapon		
a_129_cbt	heli_counterMeasures	IRCM	1		countermeasures	countermeasures_belt_pack
a_129_cbt	stinger_aam	AIM-92 Stinger	2	weapon		countermeasures_belt_pack
a_129_cbt	bmg50_belt_pack	Bmg50 Belt Pack	2			tiger_rmp_lc
a_129_cbt	tiger_rmp_lc	FN RMP LC	2	weapon		tiger_hmp400_lcc
a_129_cbt	cd_98_main_rotor	Replacing helicopter blades	2			
a_129_cbt	t_160_belt_pack	T 160 Belt Pack	2			heli_counterMeasures
a_129_cbt	ah_1_TOW2	TOW-2	2	weapon		a_129_hl_19_70
a_129_cbt	ah_1_AGM_114_8	AGM-114	3	weapon		ah_1_TOW2
a_129_cbt	heli_atam_mistral	ATAM	3	weapon		stinger_aam
a_129_cbt	bmg50_new_gun	Bmg50 New Gun	3			bmg50_belt_pack
a_129_cbt	air_extinguisher	EFS	3			heli_structure
a_129_cbt	hp_105_jet	Engine	3			cd_98_main_rotor
a_129_cbt	heli_night_vision_system	NVD	3	weapon		tiger_rmp_lc
a_129_cbt	t_160_new_gun	T 160 New Gun	3			t_160_belt_pack
a_129_cbt	ah_1_AGM_114_16	AGM-114 2	4	weapon		ah_1_AGM_114_8
a_129_d	50cal_ground_targets	12.7 mm machine gun ammunition belt for ground targets	0			
a_129_d	50cal_stealth	12.7 mm machine gun ammunition belt for stealth attack	0			
a_129_d	50cal_tracers	12.7 mm machine gun ammunition belt with tracer bullets	0			
a_129_d	countermeasures_launcher_chaff	Countermeasures Launcher Chaff	0			
a_129_d	50cal_universal	Omni-purpose ammunition belt for 12.7 mm machine gun	0			
a_129_d	t_160_air_targets	T 160 Air Targets	0			
a_129_d	t_160_armor_targets	T 160 Armor Targets	0			
a_129_d	t_160_stealth	T 160 Stealth	0			
a_129_d	t_160_universal	T 160 Universal	0			
a_129_d	new_compressor_heli	Compressor	1	lth		
a_129_d	heli_flak_jacket	Flak jacket	1	armor		
a_129_d	countermeasures_belt_pack	Flares/Chaff	1	weapon	countermeasures	
a_129_d	tiger_hmp400_lcc	FN HMP400 LCC	1	weapon		
a_129_d	a_129_hl_19_70	HL-19-70	1	weapon		
a_129_d	t_160_belt_pack	T 160 Belt Pack	1			
a_129_d	ah_1_AGM_114_16	AGM-114 2	2	weapon		a_129_hl_19_70
a_129_d	tiger_rmp_lc	FN RMP LC	2	weapon		tiger_hmp400_lcc
a_129_d	heli_counterMeasures	IRCM	2	weapon	countermeasures	countermeasures_belt_pack
a_129_d	cd_98_main_rotor	Replacing helicopter blades	2	lth		new_compressor_heli
a_129_d	t_160_new_gun	T 160 New Gun	2			t_160_belt_pack
a_129_d	stinger_aam	AIM-92 Stinger	3	weapon		t_160_new_gun
a_129_d	bmg50_belt_pack	Bmg50 Belt Pack	3			tiger_rmp_lc
a_129_d	hp_105_jet	Engine	3	lth		cd_98_main_rotor
a_129_d	heli_structure	Helicopter frame	3	lth		
a_129_d	heli_night_vision_system	NVD	3	weapon		heli_counterMeasures
a_129_d	atgm_spike_x2	Spike ER	3	weapon		ah_1_AGM_114_16
a_129_d	heli_atam_mistral	ATAM	4	weapon		stinger_aam
a_129_d	bmg50_new_gun	Bmg50 New Gun	4			bmg50_belt_pack
a_129_d	new_heli_cover	Cover	4	lth		hp_105_jet
a_129_d	air_extinguisher	EFS	4	armor		heli_flak_jacket
a_129_d	atgm_spike_x4	Spike ER /4	4	weapon		atgm_spike_x2
a_20g_30_ussr	50cal_ground_targets	12.7 mm machine gun ammunition belt for ground targets	0			
a_20g_30_ussr	50cal_stealth	12.7 mm machine gun ammunition belt for stealth attack	0			
a_20g_30_ussr	50cal_turret_ap	12.7 mm machine gun ammunition belt with AP bullets	0			
a_20g_30_ussr	50cal_tracers	12.7 mm machine gun ammunition belt with tracer bullets	0			
a_20g_30_ussr	50cal_turret_api	Omni-purpose 12.7 mm machine gun ammunition belt	0			
a_20g_30_ussr	50cal_universal	Omni-purpose ammunition belt for 12.7 mm machine gun	0			
a_20g_30_ussr	bmg50_belt_pack	Bmg50 Belt Pack	1			
a_20g_30_ussr	su_fab_100	FAB-100	1	weapon		
a_20g_30_ussr	CdMin_Fuse	Fuselage repair	1	lth		
a_20g_30_ussr	new_radiator	Radiator	1	lth		
a_20g_30_ussr	structure_str	Airframe	2	lth		CdMin_Fuse
a_20g_30_ussr	us_500lb_anm64a1	AN-M64A1 BOX	2	weapon		su_fab_250
a_20g_30_ussr	bmg50_turret_belt_pack	Bmg50 Turret Belt Pack	2			
a_20g_30_ussr	new_compressor	Compressor	2	lth		new_radiator
a_20g_30_ussr	su_fab_250	FAB-250	2	weapon		su_fab_100
a_20g_30_ussr	su_45_36_an_torpedo	45-36АН	3	weapon		us_500lb_anm64a1
a_20g_30_ussr	bmg50_new_gun	Bmg50 New Gun	3			bmg50_belt_pack
a_20g_30_ussr	hp_105	Engine	3	lth		new_compressor
a_20g_30_ussr	su_fab_500	FAB-500	3	weapon		su_fab_250
a_20g_30_ussr	cd_98	Wings repair	3	lth		structure_str
a_20g_30_ussr	bmg50_turret_new_gun	Bmg50 Turret New Gun	4			bmg50_turret_belt_pack
a_20g_30_ussr	new_cover	Cover	4	lth		cd_98
a_20g_30_ussr	new_engine_injection	Engine injection	4	lth		hp_105
a_20g_30_ussr	su_fab_1000	FAB-1000	4	weapon		su_fab_500
a_29_hudson	50cal_turret_ap	12.7 mm machine gun ammunition belt with AP bullets	0			
a_29_hudson	30cal_stealth	7.62 mm machine gun ammunition belt for stealth attack	0			
a_29_hudson	30cal_turret_ap	7.62 mm machine gun ammunition belt with AP bullets	0			
a_29_hudson	30cal_tracer	7.62 mm machine gun ammunition belt with tracer bullets	0			
a_29_hudson	structure_str	Airframe	0			
a_29_hudson	new_compressor	Compressor	0			
a_29_hudson	new_cover	Cover	0			
a_29_hudson	hp_105	Engine	0			
a_29_hudson	new_engine_injection	Engine injection	0			
a_29_hudson	CdMin_Fuse	Fuselage repair	0			
a_29_hudson	50cal_turret_api	Omni-purpose 12.7 mm machine gun ammunition belt	0			
a_29_hudson	30cal_universal	Omni-purpose ammunition belt for 7.62 mm machine gun	0			
a_29_hudson	new_radiator	Radiator	0			
a_29_hudson	cd_98	Wings repair	0			
a_29_hudson	bmg30_belt_pack	Bmg30 Belt Pack	1			
a_29_hudson	bmg30_turret_belt_pack	Bmg30 Turret Belt Pack	1			
a_29_hudson	bmg30_turret_new_gun	Bmg30 Turret New Gun	2			bmg30_turret_belt_pack
a_29_hudson	bmg30_new_gun	Bmg30 New Gun	3			bmg30_belt_pack
a_29_hudson	bmg50_turret_belt_pack	Bmg50 Turret Belt Pack	3			
a_29_hudson	bmg50_turret_new_gun	Bmg50 Turret New Gun	4			bmg50_turret_belt_pack
a_29_hudson	air_extinguisher	EFS	4	weapon		
a_4b	structure_str	Airframe	0			
a_4b	new_cover	Cover	0			
a_4b	hp_105_jet	Engine	0			
a_4b	CdMin_Fuse	Fuselage repair	0			
a_4b	g_suit	G-suit	0			
a_4b	mk_12_mod3_air_targets	Mk 12 Mod3 Air Targets	0			
a_4b	mk_12_mod3_ground_targets	Mk 12 Mod3 Ground Targets	0			
a_4b	mk_12_mod3_stealth	Mk 12 Mod3 Stealth	0			
a_4b	mk_12_mod3_universal	Mk 12 Mod3 Universal	0			
a_4b	Mk11_air_targets	Mk11 Air Targets	0			
a_4b	Mk11_armor_targets	Mk11 Armor Targets	0			
a_4b	hydravlic_power	New boosters	0			
a_4b	cd_98	Wings repair	0			
a_4b	fj_4b_agm_12b	AGM-12B Bullpup	1	weapon		
a_4b	new_compressor_jet	Compressor	1			
a_4b	mk_12_mod3_belt_pack	Mk 12 Mod3 Belt Pack	1			
a_4b	us_mk_77	MK 77	1	weapon		
a_4b	us_250lb_mk81	Mk81	1	weapon		
a_4b	fj_4b_agm_12c	AGM-12C Bullpup	2	weapon		fj_4b_agm_12b
a_4b	us_2_75_in_ffar_lau_3a	LAU-3/A	2	weapon		us_mk_77
a_4b	mk_12_mod3_new_gun	Mk 12 Mod3 New Gun	2			mk_12_mod3_belt_pack
a_4b	us_500lb_mk82	Mk82	2	weapon		us_250lb_mk81
a_4b	f4c_zuni	LAU-10/A	3	weapon		us_2_75_in_ffar_lau_3a
a_4b	mk4_mod0_gunpod	Mk 4 Mod 0 gun pod	3	weapon		mk_12_mod3_new_gun
a_4b	us_1000lb_mk83	Mk83	3	weapon		us_500lb_mk82
a_4b	us_aim_9b	AIM-9B	4	weapon		fj_4b_agm_12c
a_4b	Mk11_belt_pack	Mk11 Belt Pack	4			mk4_mod0_gunpod
a_4b	us_2000lb_mk84	Mk84	4	weapon		us_1000lb_mk83
a_4e_early	countermeasures_launcher_chaff	Countermeasures Launcher Chaff	0			
a_4e_early	new_cover	Cover	0			
a_4e_early	mk_12_mod3_air_targets	Mk 12 Mod3 Air Targets	0			
a_4e_early	mk_12_mod3_ground_targets	Mk 12 Mod3 Ground Targets	0			
a_4e_early	mk_12_mod3_stealth	Mk 12 Mod3 Stealth	0			
a_4e_early	mk_12_mod3_universal	Mk 12 Mod3 Universal	0			
a_4e_early	Mk11_air_targets	Mk11 Air Targets	0			
a_4e_early	Mk11_armor_targets	Mk11 Armor Targets	0			
a_4e_early	fj_4b_agm_12b	AGM-12B Bullpup	1	weapon		
a_4e_early	new_compressor_jet	Compressor	1			
a_4e_early	f_4c_CdMin_Fuse	Fuselage repair	1			
a_4e_early	mk_12_mod3_belt_pack	Mk 12 Mod3 Belt Pack	1			countermeasures_belt_pack
a_4e_early	us_mk_77	MK 77	1	weapon		
a_4e_early	us_250lb_mk81	Mk81	1	weapon		
a_4e_early	structure_str	Airframe	2			
a_4e_early	countermeasures_belt_pack	Flares/Chaff	2	weapon	countermeasures	us_mk_77
a_4e_early	us_2_75_in_ffar_lau_3a	LAU-3/A	2	weapon		fj_4b_agm_12b
a_4e_early	mk_12_mod3_new_gun	Mk 12 Mod3 New Gun	2			mk_12_mod3_belt_pack
a_4e_early	us_500lb_mk82	Mk82	2	weapon		us_250lb_mk81
a_4e_early	hydravlic_power	New boosters	2			new_compressor_jet
a_4e_early	us_aim_9b	AIM-9B	3	weapon		countermeasures_belt_pack
a_4e_early	f_4c_g_suit	G-suit	3			
a_4e_early	f4c_zuni	LAU-10/A	3	weapon		us_2_75_in_ffar_lau_3a
a_4e_early	mk4_mod0_gunpod	Mk 4 Mod 0 gun pod	3	weapon		mk_12_mod3_new_gun
a_4e_early	us_1000lb_mk83	Mk83	3	weapon		us_500lb_mk82
a_4e_early	cd_98	Wings repair	3			hydravlic_power
a_4e_early	us_agm_62	AGM-62A	4	weapon		f4c_zuni
a_4e_early	hp_105_jet	Engine	4			cd_98
a_4e_early	Mk11_belt_pack	Mk11 Belt Pack	4			mk4_mod0_gunpod
a_4e_early	us_2000lb_mk84	Mk84	4	weapon		us_1000lb_mk83
a_4e_early_iaf	aden_air_targets	Aden Air Targets	0			
a_4e_early_iaf	aden_ground_targets	Aden Ground Targets	0			
a_4e_early_iaf	aden_stealth	Aden Stealth	0			
a_4e_early_iaf	countermeasures_launcher_chaff	Countermeasures Launcher Chaff	0			
a_4e_early_iaf	new_cover	Cover	0			
a_4e_early_iaf	Mk11_air_targets	Mk11 Air Targets	0			
a_4e_early_iaf	Mk11_armor_targets	Mk11 Armor Targets	0			
a_4e_early_iaf	is_100_50_gp	100/50 G.P.	1	weapon		
a_4e_early_iaf	aden_belt_pack	Aden Belt Pack	1			
a_4e_early_iaf	new_compressor_jet	Compressor	1			
a_4e_early_iaf	f_4c_CdMin_Fuse	Fuselage repair	1			
a_4e_early_iaf	us_2_75_in_ffar_lau_3a	LAU-3/A	1	weapon		
a_4e_early_iaf	us_mk_77	MK 77	1	weapon		
a_4e_early_iaf	is_250_50_gp	250/50 G.P.	2	weapon		is_100_50_gp
a_4e_early_iaf	aden_new_gun	Aden New Gun	2			aden_belt_pack
a_4e_early_iaf	structure_str	Airframe	2			
a_4e_early_iaf	countermeasures_belt_pack	Flares/Chaff	2	weapon	countermeasures	us_mk_77
a_4e_early_iaf	f4c_zuni	LAU-10/A	2	weapon		us_2_75_in_ffar_lau_3a
a_4e_early_iaf	hydravlic_power	New boosters	2			new_compressor_jet
a_4e_early_iaf	is_500_50_gp	500/50 G.P.	3	weapon		is_250_50_gp
a_4e_early_iaf	us_agm_62	AGM-62A	3	weapon		f4c_zuni
a_4e_early_iaf	us_aim_9b	AIM-9B	3	weapon		countermeasures_belt_pack
a_4e_early_iaf	f_4c_g_suit	G-suit	3			
a_4e_early_iaf	mk4_mod0_gunpod	Mk 4 Mod 0 gun pod	3	weapon		aden_new_gun
a_4e_early_iaf	cd_98	Wings repair	3			hydravlic_power
a_4e_early_iaf	hp_105_jet	Engine	4			cd_98
a_4e_early_iaf	us_gbu_8	GBU-8	4	weapon		us_agm_62
a_4e_early_iaf	Mk11_belt_pack	Mk11 Belt Pack	4			mk4_mod0_gunpod
a_4e_early_iaf	us_2000lb_mk84	Mk84	4	weapon		is_500_50_gp
a_4e_late_iaf	aden_air_targets	Aden Air Targets	0			
a_4e_late_iaf	aden_ground_targets	Aden Ground Targets	0			
a_4e_late_iaf	aden_stealth	Aden Stealth	0			
a_4e_late_iaf	countermeasures_launcher_chaff	Countermeasures Launcher Chaff	0			
a_4e_late_iaf	new_cover	Cover	0			
a_4e_late_iaf	Mk11_air_targets	Mk11 Air Targets	0			
a_4e_late_iaf	Mk11_armor_targets	Mk11 Armor Targets	0			
a_4e_late_iaf	aden_belt_pack	Aden Belt Pack	1			
a_4e_late_iaf	new_compressor_jet	Compressor	1			
a_4e_late_iaf	f_4c_CdMin_Fuse	Fuselage repair	1			
a_4e_late_iaf	us_2_75_in_ffar_lau_3a	LAU-3/A	1	weapon		
a_4e_late_iaf	us_mk_77	MK 77	1	weapon		
a_4e_late_iaf	us_250lb_mk81	Mk81	1	weapon		
a_4e_late_iaf	aden_new_gun	Aden New Gun	2			aden_belt_pack
a_4e_late_iaf	structure_str	Airframe	2			
a_4e_late_iaf	countermeasures_belt_pack	Flares/Chaff	2	weapon	countermeasures	us_mk_77
a_4e_late_iaf	us_500lb_mk82	Mk82	2	weapon		us_250lb_mk81
a_4e_late_iaf	hydravlic_power	New boosters	2			new_compressor_jet
a_4e_late_iaf	us_aim_9b	AIM-9B	3	weapon		countermeasures_belt_pack
a_4e_late_iaf	f_4c_g_suit	G-suit	3			
a_4e_late_iaf	f4c_zuni	LAU-10/A	3	weapon		us_2_75_in_ffar_lau_3a
a_4e_late_iaf	mk4_mod0_gunpod	Mk 4 Mod 0 gun pod	3	weapon		aden_new_gun
a_4e_late_iaf	us_1000lb_mk83	Mk83	3	weapon		us_500lb_mk82
a_4e_late_iaf	cd_98	Wings repair	3			hydravlic_power
a_4e_late_iaf	us_agm_62	AGM-62A	4	weapon		f4c_zuni
a_4e_late_iaf	hp_105_jet	Engine	4			cd_98
a_4e_late_iaf	us_gbu_8	GBU-8	4	weapon		us_aim_9b|us_agm_62
a_4e_late_iaf	Mk11_belt_pack	Mk11 Belt Pack	4			mk4_mod0_gunpod
a_4e_late_iaf	us_2000lb_mk84	Mk84	4	weapon		us_1000lb_mk83
a_4h	aden_air_targets	Aden Air Targets	0			
a_4h	aden_ground_targets	Aden Ground Targets	0			
a_4h	aden_stealth	Aden Stealth	0			
a_4h	new_cover	Cover	0			
a_4h	Mk11_air_targets	Mk11 Air Targets	0			
a_4h	Mk11_armor_targets	Mk11 Armor Targets	0			
a_4h	is_100_50_gp	100/50 G.P.	1	weapon		
a_4h	aden_belt_pack	Aden Belt Pack	1			
a_4h	new_compressor_jet	Compressor	1			
a_4h	f_4c_CdMin_Fuse	Fuselage repair	1			
a_4h	us_mk_77	MK 77	1	weapon		
a_4h	is_250_50_gp	250/50 G.P.	2	weapon		is_100_50_gp
a_4h	aden_new_gun	Aden New Gun	2			aden_belt_pack
a_4h	structure_str	Airframe	2			
a_4h	us_2_75_in_ffar_lau_3a	LAU-3/A	2	weapon		us_mk_77
a_4h	hydravlic_power	New boosters	2			new_compressor_jet
a_4h	is_500_50_gp	500/50 G.P.	3	weapon		is_250_50_gp
a_4h	f_4c_g_suit	G-suit	3			
a_4h	f4c_zuni	LAU-10/A	3	weapon		us_2_75_in_ffar_lau_3a
a_4h	mk4_mod0_gunpod	Mk 4 Mod 0 gun pod	3	weapon		aden_new_gun
a_4h	cd_98	Wings repair	3			hydravlic_power
a_4h	hp_105_jet	Engine	4			cd_98
a_4h	Mk11_belt_pack	Mk11 Belt Pack	4			mk4_mod0_gunpod
a_4h	us_2000lb_mk84	Mk84	4	weapon		is_500_50_gp
a_4n	aden_air_targets	Aden Air Targets	0			
a_4n	aden_ground_targets	Aden Ground Targets	0			
a_4n	aden_stealth	Aden Stealth	0			
a_4n	countermeasures_launcher_chaff	Countermeasures Launcher Chaff	0			
a_4n	new_cover	Cover	0			
a_4n	Mk11_air_targets	Mk11 Air Targets	0			
a_4n	Mk11_armor_targets	Mk11 Armor Targets	0			
a_4n	aden_belt_pack	Aden Belt Pack	1			
a_4n	fj_4b_agm_12b	AGM-12B Bullpup	1	weapon		
a_4n	us_blu27_b	BLU-27/B	1	weapon		
a_4n	new_compressor_jet	Compressor	1			
a_4n	f_4c_CdMin_Fuse	Fuselage repair	1			
a_4n	us_2_75_in_ffar_lau_3a	LAU-3/A	1	weapon		
a_4n	us_500lb_mk82	Mk82	1	weapon		
a_4n	aden_new_gun	Aden New Gun	2			aden_belt_pack
a_4n	us_agm_62	AGM-62A	2	weapon		fj_4b_agm_12b
a_4n	structure_str	Airframe	2			
a_4n	countermeasures_belt_pack	Flares/Chaff	2	weapon	countermeasures	us_blu27_b
a_4n	us_750lb_m117a1	M117	2	weapon		us_500lb_mk82
a_4n	hydravlic_power	New boosters	2			new_compressor_jet
a_4n	us_agm_65a	AGM-65A	3	weapon		us_agm_62
a_4n	f_4c_g_suit	G-suit	3			
a_4n	f4c_zuni	LAU-10/A	3	weapon		us_2_75_in_ffar_lau_3a
a_4n	mk4_mod0_gunpod	Mk 4 Mod 0 gun pod	3	weapon		aden_new_gun
a_4n	us_1000lb_mk83	Mk83	3	weapon		us_750lb_m117a1
a_4n	fr_aam_shafrir_2	Shafrir 2	3	weapon		countermeasures_belt_pack
a_4n	cd_98	Wings repair	3			hydravlic_power
a_4n	us_aim_9d	AIM-9D	4	weapon		fr_aam_shafrir_2
a_4n	us_arm	ARM	4	weapon		us_2_75_in_ffar_lau_3a
a_4n	hp_105_jet	Engine	4			cd_98
a_4n	us_gbu_8	GBU-8	4	weapon		us_agm_65a
a_4n	Mk11_belt_pack	Mk11 Belt Pack	4			mk4_mod0_gunpod
a_4n	us_2000lb_mk84	Mk84	4	weapon		us_1000lb_mk83
a_5c	ns23_air_targets	23 mm cannon ammunition belt for air targets	0			
a_5c	ns23_armor_targets	23 mm cannon ammunition belt for armored targets	0			
a_5c	ns23_stealth	23 mm cannon ammunition belt for stealth attack	0			
a_5c	structure_str	Airframe	0			
a_5c	countermeasures_launcher_chaff_large	Countermeasures Launcher Chaff Large	0			
a_5c	new_cover	Cover	0			
a_5c	CdMin_Fuse	Fuselage repair	0			
a_5c	g_suit	G-suit	0			cd_98
