a6m2_n_zero	A6M2-N	typeFighter	a6m2n_default	Japan	2	0	Aircraft
a6m2_zero	A6M2 Reisen	typeFighter	a6m2_default	Japan	2	0	Aircraft
a6m2_zero_china	A6M2 Reisen	typeFighter	a6m2_default	China	3	0	Aircraft
a6m2_zero_usa	A6M2 Reisen	typeFighter	a6m2_default	USA	3	0	Aircraft
a6m3_mod22_zero	A6M3 Reisen mod. 22	typeFighter	a6m3_default	Japan	3	0	Aircraft
a6m3_mod22ko_zero	A6M3 Reisen mod. 22Ko	typeFighter	A6M3_mod22ko_default	Japan	3	0	Aircraft
a6m3_zero	A6M3 Reisen	typeFighter	a6m3_default	Japan	3	150	Aircraft
a6m5_zero	A6M5 Reisen	typeFighter	a6m5_default	Japan	3	0	Aircraft
a6m5_zero_china	A6M5 Reisen	typeFighter	a6m5_default	China	3	0	Aircraft
a6m5hei	A6M5 Hei	typeFighter	A6M5_default	Japan	4	0	Aircraft
a6m5ko	A6M5 Ko Reisen	typeFighter	a6m5ko_default	Japan	4	0	Aircraft
a6m5otsu	A6M5 Otsu	typeFighter	A6M5_default	Japan	4	0	Aircraft
a6m6c	A6M6c	typeFighter	A6M6c_default	Japan	4	0	Aircraft
a7he1	A7He1	typeFighter	he_112b_0_default	Japan	2	0	Aircraft
a7m1	A7M1 Reppu (NK9H)	typeFighter	a7m_default	Japan	4	0	Aircraft
a7m2	A7M2 Reppu	typeFighter	a7m_default	Japan	4	0	Aircraft
ab_205a_1	AB 205 A-1	typeFighter	ab_205a_1_default	Italy	5	1820	Helicopter
ah_1f	AH-1F	typeFighter	ah_1f_default	USA	6	1450	Helicopter
ah_1f_event	AH-1F	typeFighter	ah_1f_event_default	USA	6	1450	Helicopter
ah_1f_iaf	AH-1F Tzefa D/E	typeFighter	ah_1f_iaf_default	Israel	6	1450	Helicopter
ah_1g	AH-1G	typeFighter	ah_1g_default	USA	5	1450	Helicopter
ah_1g_iaf	AH-1G Tzefa A	typeFighter	ah_1g_iaf_default	Israel	5	1450	Helicopter
ah_1q_iaf	AH-1Q Tzefa B	typeFighter	ah_1q_iaf_default	Israel	6	1450	Helicopter
ah_1s	AH-1S Kisarazu	typeFighter	ah_1s_default	Japan	6	1450	Helicopter
ah_1s_early	AH-1E	typeFighter	ah_1s_default	Japan	6	1450	Helicopter
ah_1s_late	AH-1S	typeFighter	ah_1s_default	Japan	6	1450	Helicopter
ah_1w	AH-1W	typeFighter	ah_1w_default	USA	6	1450	Helicopter
ah_1w_china	AH-1W	typeFighter	ah_1w_default	China	6	1450	Helicopter
ah_1z	AH-1Z	typeFighter	ah_1g_default	USA	7	1100	Helicopter
ah_2_rooivalk	Rooivalk Mk1F CSH	typeFighter	ah_2_rooivalk_default	Great Britain	6	2000	Helicopter
ah_56a	AH-56A	typeFighter	ah_56a_default	USA	6	5000	Helicopter
ah_60_iaf	AH-60 Battle Hawk	typeFighter	ah_60_iaf_default	Israel	7	3000	Helicopter
ah_64a	AH-64A	typeFighter	ah_64a_default	USA	6	5000	Helicopter
ah_64a_greece_usa	AH-64A (GR)	typeFighter	ah_64a_greece_usa_default	USA	6	5000	Helicopter
ah_64a_iaf	AH-64A Peten	typeFighter	ah_64a_iaf_default	Israel	6	1000	Helicopter
ah_64a_killstreak	AH-64A	typeFighter	ah_64a_killstreak_default	USA	6	5000	Helicopter
ah_64a_peten	AH-64A Peten	typeFighter	ah_64a_peten_default	USA	6	5000	Helicopter
ah_64a_peten_iaf	AH-64A Peten	typeFighter	ah_64a_default	Israel	6	5000	Helicopter
ah_64d	AH-64D	typeFighter	ah_64d_default	USA	7	5000	Helicopter
ah_64d_i_saraph	AH-64D-I Saraph	typeFighter	ah_64d_i_saraph_default	Israel	7	1000	Helicopter
ah_64d_japan	AH-64DJP	typeFighter	ah_64d_japan_default	Japan	7	5000	Helicopter
ah_64d_lightweight_japan	AH-64DJP (All Terrain mod)	typeFighter	ah_64d_japan_default	Japan	7	5000	Helicopter
ah_64d_netherlands	AH-64D	typeFighter	ah_64d_default	France	7	5000	Helicopter
ah_64e	AH-64E	typeFighter	ah_64e_default	USA	7	5000	Helicopter
ah_64e_britain	AH Mk.2 Apache	typeFighter	ah_64e_default	Great Britain	7	5000	Helicopter
ah_64e_china	AH-64E	typeFighter	ah_64e_china_default	China	7	5000	Helicopter
ah_64e_indonesia	AH-64E	typeFighter	ah_64e_default	Japan	7	5000	Helicopter
ah_64e_netherlands	AH-64E	typeFighter	ah_64e_default	France	7	5000	Helicopter
ah_6m	AH-6M Littlebird	typeFighter	ah_6m_default	USA	6	815	Helicopter
ah_mk1	AH Mk.1 Apache	typeFighter	ah_mk1_default	Great Britain	7	5000	Helicopter
ahs	Attack Helicopter System	typeFighter	ahs_default	Sweden	7	5000	Helicopter
aichi_e13a	Aichi E13A1 Model 11	typeFighter	aichi_e13a_default	Japan	1	0	Aircraft
alpha_jet_a	Alpha Jet A	typeFighter	alpha_jet_a_default	Germany	6	1930	Aircraft
alpha_jet_a_jabog41	Alpha Jet A, Jagdbombergeschwader 41	typeFighter	alpha_jet_a_default	Germany	6	1930	Aircraft
alpha_jet_a_thailand	Alpha Jet A	typeFighter	alpha_jet_a_default	Japan	6	1930	Aircraft
alpha_jet_e	Alpha Jet E	typeFighter	alpha_jet_e_default	France	6	1930	Aircraft
alpha_jet_th_phase_1	Alpha Jet TH (Phase 1)	typeFighter	alpha_jet_th_phase_1_default	Japan	6	1930	Aircraft
am_1_mauler	AM-1 Mauler	typeFighter	default	USA	4	4830	Aircraft
amx	AMX Ghibli	typeFighter	amx_default	Italy	7	3800	Aircraft
amx_a_1a_brazil	AMX A-1A Ghibli	typeFighter	amx_a_1a_brazil_default	Italy	7	3800	Aircraft
ar_2	Ar-2	typeBomber	ar2_default	USSR / Russia	1	1530	Aircraft
arado-196a-3	Ar 196 A-3	typeFighter	ar_196a_3_default	Germany	1	0	Aircraft
arado-196a-5	Ar 196 A-5	typeFighter	ar_196a_3_default	Sweden	1	0	Aircraft
arado-234	Ar 234 B-2	typeBomber	arado234_default	Germany	5	1600	Aircraft
arado-234c-3	Ar 234 C-3	typeBomber	arado234_default	Germany	5	1600	Aircraft
ariete	Ariete	typeFighter	sagittario_2_default	Italy	6	0	Aircraft
attaker_fb1	Attacker FB 1	typeFighter	attaker_fb1_default	Great Britain	5	0	Aircraft
attaker_fb2	Attacker FB.2	typeFighter	attaker_fb1_default	Great Britain	5	0	Aircraft
av_8a	AV-8A Harrier	typeFighter	av_8a_default	USA	6	4000	Aircraft
av_8b_na	AV-8B (NA) Harrier	typeFighter	av_8b_plus_default	USA	7	4200	Aircraft
av_8b_plus	AV-8B Plus Harrier	typeFighter	av_8b_plus_default	USA	8	4200	Aircraft
av_8b_plus_italy	AV-8B Plus Harrier	typeFighter	av_8b_plus_default	Italy	8	4200	Aircraft
av_8c	AV-8C Harrier	typeFighter	av_8c_default	USA	6	4000	Aircraft
av_8s_late_thailand	AV-8S Matador (Late)	typeFighter	av_8s_late_thailand_default	Japan	7	4000	Aircraft
av_8s_thailand	AV-8S Matador (Early)	typeFighter	av_8s_thailand_default	Japan	6	4000	Aircraft
avenger_mk1	Avenger Mk II	typeBomber	tbf_1c_default	Great Britain	2	1020	Aircraft
b_10b	B-10B	typeBomber	b_10b_250lb	USA	1	2050	Aircraft
b_18a	B-18A	typeBomber	b_18a_default	USA	1	0	Aircraft
b_239_finland	Brewster Model 239	typeFighter	b_239_finland_default	Sweden	2	0	Aircraft
b_24d	B-24D-25-CO Liberator	typeBomber	b_24d_default	USA	4	0	Aircraft
b_25j_1	B-25J-1 Mitchell	typeBomber	b_25j_20_default	USA	2	0	Aircraft
b_25j_20	B-25J-20 Mitchell	typeBomber	b_25j_20_default	USA	2	0	Aircraft
b_25j_30	B-25J-30 Mitchell	typeBomber	b_25j_20_default	Other	0	0	Aircraft
b_25j_30_china	B-25J-30 Mitchell	typeBomber	b_25j_20_default	China	3	0	Aircraft
b_25j_30_france	B-25J-30 Mitchell	typeBomber	b_25j_20_default	Other	0	0	Aircraft
b_25j_30_vvs_ussr	B-25J-30 Mitchell	typeBomber	b_25j_30_12xfab50	USSR / Russia	3	0	Aircraft
b_26b_c	B-26B Marauder	typeBomber	b_26b_c_default	USA	3	0	Aircraft
b_26c_france	B-26C Marauder	typeBomber	b_26b_c_default	France	3	0	Aircraft
b_34	B-34	typeBomber	b_34_250lbs_bombs	USA	2	0	Aircraft
b_48_firecrest	Firecrest	typeFighter	b_48_firecrest_default	Great Britain	2	820	Aircraft
b_52h	B-52H	typeBomber	b_52h_default	USA	6	31500	Aircraft
b_57b_japan_killstreak	B-57B Canberra	typeBomber	b_57b_1xmark7	Other	0	0	Aircraft
b_57b_killstreak	B-57B Canberra	typeBomber	b_57b_1xmark7	Other	0	0	Aircraft
b_66b	B-66B Destroyer	typeBomber	b_66b_default	USA	6	5550	Aircraft
b-17e	B-17E Flying Fortress	typeBomber	B-17e_default	USA	3	0	Aircraft
b-17e_japan	B-17E Flying Fortress	typeBomber	b-17e_japan_8x500lbs	Japan	4	0	Aircraft
b-17e_late	B-17E Flying Fortress /Late	typeBomber	B-17e_default	USA	3	0	Aircraft
b-17g	B-17G-60-VE Flying Fortress	typeBomber	B17G_default	USA	4	0	Aircraft
b-17g_iaf	B-17G Flying Fortress	typeBomber	b-17g_iaf_default	Israel	4	0	Aircraft
b-29	B-29A-BN Superfortress	typeBomber	B29_default	USA	4	0	Aircraft
b-29_france_killstreak	B-29A-BN Superfortress	typeBomber	b_29_1xmk6	Other	0	0	Aircraft
b-29_germany_killstreak	B-29A-BN Superfortress	typeBomber	b_29_1xmk6	Other	0	0	Aircraft
b-29_iaf_killstreak	B-29A-BN Superfortress	typeBomber	b_29_1xmk6	Other	0	0	Aircraft
b-29_italy_killstreak	B-29A-BN Superfortress	typeBomber	b_29_1xmk6	Other	0	0	Aircraft
b-29_japan_killstreak	B-29A-BN Superfortress	typeBomber	b_29_1xmk6	Other	0	0	Aircraft
b-29_killstreak	B-29A-BN Superfortress	typeBomber	b_29_1xmk6	Other	0	0	Aircraft
b-29_sweden_killstreak	B-29A-BN Superfortress	typeBomber	b_29_1xmk6	Other	0	0	Aircraft
b-29_uk_killstreak	Washington B.Mk.I Superfortress	typeBomber	b_29_1xmk6	Other	0	0	Aircraft
b-57	B-57A Canberra	typeBomber	b-57_9x500lbs	USA	5	0	Aircraft
b-57b	B-57B Canberra	typeBomber	b-57b_21x250lbs	USA	5	4010	Aircraft
b5n2	B5N2	typeBomber	b5n2_default	Japan	1	0	Aircraft
b6n1	B6N1 Model 11	typeBomber	b6n1_default	Japan	1	0	Aircraft
b6n2	B6N2 Model 12	typeBomber	b6n2_default	Japan	2	0	Aircraft
b6n2a	B6N2a Model 12Ko	typeBomber	b6n2a_default	Japan	2	0	Aircraft
b7a2	B7A2 Ryusei	typeBomber	b7a2_10xmod6_bombs	Japan	3	0	Aircraft
b7a2_homare_23	B7A2 (Homare 23) Ryusei	typeBomber	b7a2_10xmod6_bombs	Japan	3	0	Aircraft
ba_65_a80	Ba.65 A.80	typeFighter	ba_65_a80_default	Italy	1	0	Aircraft
ba_65_k14_l	Ba.65 (K.14) L	typeFighter	ba_65_k14_l_default	Italy	1	0	Aircraft
bb-1	BB-1	typeStormovik	bb-1_default	USSR / Russia	1	1245	Aircraft
be_6	Be-6	typeBomber	be_6_fab250	USSR / Russia	4	4400	Aircraft
beaufighter_mk1_40mm	Beaufighter Mk I Prototype (40-mm)	typeFighter	beaufighter_mk1_40mm_default	Great Britain	2	0	Aircraft
beaufighter_mk21	Beaufighter Mk 21	typeFighter	beaufighter_mk21_default	Great Britain	2	930	Aircraft
beaufighter_mk6c	Beaufighter Mk VIc	typeFighter	beaufighter_mk6c_default	Great Britain	2	0	Aircraft
beaufighter_mkx	Beaufighter Mk X	typeFighter	beaufighter_mkx_default	Great Britain	2	930	Aircraft
beaufort_mkviii	Beaufort Mk VIII	typeBomber	beaufort_mkviii_default	Great Britain	1	0	Aircraft
bf_109t_2	Bf 109 T-2	typeFighter	bf_109t_2_default	Germany	2	0	Aircraft
bf_110g_4	Bf 110 G-4	typeFighter	bf-110g_4_default	Germany	3	1700	Aircraft
bf_110g_4_hungary	Bf 110 G-4	typeFighter	bf-110g_4_default	Italy	3	1700	Aircraft
bf-109a_1	Flegel's Bf 109 A	typeFighter	bf-109a_1_default	Germany	1	0	Aircraft
bf-109b_2	Bf 109 B-1 Late	typeFighter	bf-109b_2_default	Germany	1	0	Aircraft
bf-109c_1	Bf 109 C-1	typeFighter	bf-109c_1_default	Germany	1	0	Aircraft
bf-109c_1_promo	Bf 109 C-1	typeFighter	bf-109c_1_default	Germany	1	0	Aircraft
bf-109e-1	Bf 109 E-1	typeFighter	Bf-109E-3_default	Germany	2	0	Aircraft
bf-109e-3	Bf 109 E-3	typeFighter	Bf-109E-3_default	Germany	2	0	Aircraft
bf-109e-3_japan	Bf 109 E-7	typeFighter	Bf-109E-4_default	Japan	2	0	Aircraft
bf-109e-4	Bf 109 E-4	typeFighter	Bf-109E-4_default	Germany	2	0	Aircraft
bf-109e-7	Bf 109 E-7/U2	typeFighter	Bf-109E-7_default	Germany	2	0	Aircraft
bf-109f-1	Bf 109 F-1	typeFighter	Bf-109F-1_default	Germany	2	0	Aircraft
bf-109f-2	Bf 109 F-2	typeFighter	Bf-109F-2_default	Germany	2	0	Aircraft
bf-109f-4	Bf 109 F-4	typeFighter	Bf-109F-4_default	Germany	3	0	Aircraft
bf-109f-4_hungary	Bf 109 F-4	typeFighter	Bf-109F-4_default	Italy	3	0	Aircraft
bf-109f-4_trop	Bf 109 F-4/trop	typeFighter	Bf-109F-4_default	Germany	3	0	Aircraft
bf-109f-4_usa	Bf 109 F-4	typeFighter	Bf-109F-4_default	USA	3	0	Aircraft
bf-109g-10	Bf 109 G-10	typeFighter	Bf-109G-10_default	Germany	4	0	Aircraft
bf-109g-14	Bf 109 G-14	typeFighter	Bf-109G-14_default	Germany	4	0	Aircraft
bf-109g-14as	Bf 109 G-14/AS	typeFighter	Bf-109G-14_default	Italy	4	0	Aircraft
bf-109g-2	Bf 109 G-2/trop	typeFighter	Bf-109G-2_default	Germany	4	0	Aircraft
bf-109g-2_finland	Bf 109 G-2	typeFighter	Bf-109G-2_default	Sweden	4	0	Aircraft
bf-109g-2_hungary	Bf 109 G-2	typeFighter	Bf-109G-2_default	Italy	4	0	Aircraft
bf-109g-2_romania	Bf 109 G-2	typeFighter	Bf-109G-2_default	Germany	3	0	Aircraft
bf-109g-6	Bf 109 G-6	typeFighter	Bf-109G-6_default	Germany	4	0	Aircraft
bf-109g-6_erla_finland	Bf 109 G-6 Erla	typeFighter	Bf-109G-6_default	Sweden	4	0	Aircraft
bf-109g-6_finland	Bf 109 G-6	typeFighter	Bf-109G-6_default	Sweden	4	0	Aircraft
bf-109k-4	Bf 109 K-4	typeFighter	Bf_109K4_default	Germany	4	0	Aircraft
bf-109z	Bf 109 Z-1	typeFighter	bf-109z_default	Germany	4	0	Aircraft
bf-110c-4	Bf 110 C-7	typeFighter	Bf-110C-4_default	Germany	2	1700	Aircraft
bf-110c-6	Bf 110 C-6	typeFighter	bf-110c-6_default	Germany	2	0	Aircraft
bf-110f-2	Bf 110 F-2	typeFighter	bf-110f-2_default	Germany	2	1700	Aircraft
bf-110g-2	Bf 110 G-2	typeFighter	bf-110f-2_default	Germany	3	1700	Aircraft
bf2c_1	BF2C-1 Goshawk	typeFighter	bf2c_1_default	USA	1	250	Aircraft
bi	BI	typeFighter	bi_default	USSR / Russia	5	0	Aircraft
blenheim_mkiv	Blenheim Mk IV	typeBomber	BlenheimMKIV_default	Great Britain	1	0	Aircraft
bo_105cb2	BO 105 CB-2	typeFighter	bo_105cb2_default	Germany	5	950	Helicopter
bo_105pah1	BO 105 PAH-1	typeFighter	bo_105pah1_default	Germany	6	950	Helicopter
bo_105pah1_a1	BO 105 PAH-1A1	typeFighter	bo_105pah1_a1_default	Germany	6	950	Helicopter
boomerang_mki	Boomerang Mk I	typeFighter	boomerang_default	Great Britain	2	0	Aircraft
boomerang_mkii	Boomerang Mk II	typeFighter	boomerang_default	Great Britain	2	0	Aircraft
boston_mk_1	Boston Mk I	typeBomber	boston_mk_1_default	Great Britain	2	0	Aircraft
br_20_dr	B.R.20DR	typeBomber	br_20_12x50kg_t	Italy	1	0	Aircraft
br_20m_m1	B.R.20M M1	typeBomber	br_20_default	Italy	1	0	Aircraft
br_693_ab2	Br.693AB2	typeBomber	br_693_ab2_default	France	1	0	Aircraft
breda_88	Breda 88 (P.XI)	typeFighter	breda_88_default	Italy	1	0	Aircraft
brigand_b1	Brigand B 1	typeBomber	brigand_b1_default	Great Britain	3	1690	Aircraft
btd-1	BTD-1 Destroyer	typeBomber	btd_1_default	USA	3	1930	Aircraft
buccaneer_s1	Buccaneer S.1	typeFighter	buccaneer_s1_default	Great Britain	6	3900	Aircraft
buccaneer_s2	Buccaneer S.2	typeFighter	buccaneer_s2_default	Great Britain	6	7780	Aircraft
buccaneer_s2b	Buccaneer S.2B	typeFighter	buccaneer_s2b_default	Great Britain	7	7780	Aircraft
bv-138c-1	BV 138 C-1	typeBomber	bv-138c-1_default	Germany	1	0	Aircraft
bv-155b-1	BV 155 B-1	typeFighter	bv-155b-1_default	Germany	3	0	Aircraft
bv-238	BV 238	typeBomber	bv-238_default	Germany	2	0	Aircraft
c_3604	C-3604	typeStormovik	c_3604_default	Germany	2	410	Aircraft
c-47	C-47	typeBomber	c_47_default	Other	0	0	Aircraft
canberra_bimk6	Canberra B (I) Mk 6	typeBomber	canberra_500lb_mc	Great Britain	5	2450	Aircraft
canberra_bimk6_france_killstreak	Canberra B Mk 6	typeBomber	canberra_1xmark7	Other	0	0	Aircraft
canberra_bimk6_germany_killstreak	Canberra B Mk 6	typeBomber	canberra_1xmark7	Other	0	0	Aircraft
canberra_bimk6_iaf_killstreak	Canberra B Mk 6	typeBomber	canberra_1xmark7	Other	0	0	Aircraft
canberra_bimk6_italy_killstreak	Canberra B Mk 6	typeBomber	canberra_1xmark7	Other	0	0	Aircraft
canberra_bimk6_japan_killstreak	Canberra B Mk 6	typeBomber	canberra_1xmark7	Other	0	0	Aircraft
canberra_bimk6_killstreak	Canberra B Mk 6	typeBomber	canberra_1xmark7	Other	0	0	Aircraft
canberra_bimk6_sweden_killstreak	Canberra B Mk 6	typeBomber	canberra_1xmark7	Other	0	0	Aircraft
canberra_bimk6_usa_killstreak	Canberra B Mk 6	typeBomber	canberra_1xmark7	Other	0	0	Aircraft
canberra_bmk2	Canberra B Mk 2	typeBomber	canberra_bmk2_500lbs	Great Britain	5	3700	Aircraft
caudron_cr714	C.R.714	typeFighter	Caudron_CR714_default	France	1	0	Aircraft
cf_188a_canada	CF-188A Hornet	typeFighter	cf_188a_default	Great Britain	8	7700	Aircraft
corsair_fmk2	Corsair F Mk II	typeFighter	f4u-1a_default	Great Britain	2	0	Aircraft
cr_32	CR.32	typeFighter	cr_32_default	Italy	1	0	Aircraft
cr_32_bis	CR.32 bis	typeFighter	cr_32_bis_default	Italy	1	0	Aircraft
cr_32_quater	CR.32 quater	typeFighter	cr_32_quater_default	Italy	1	0	Aircraft
cw_21	CW-21	typeFighter	cw_21_default	China	1	0	Aircraft
d_371	D.371	typeFighter	d371_default	France	1	0	Aircraft
d_371_hs9	D.371 H.S.9	typeFighter	d371_default	France	1	0	Aircraft
d_373	D.373	typeFighter	d373_default	France	1	0	Aircraft
d_500	D.500	typeFighter	d_500_default	France	1	0	Aircraft
d_501	D.501	typeFighter	d_500_default	France	1	0	Aircraft
d_510	Pallier's D.510	typeFighter	d_500_default	France	1	0	Aircraft
d_510c	D.510C	typeFighter	d_500_default	China	1	0	Aircraft
d_520	D.520	typeFighter	d520_default	Great Britain	2	0	Aircraft
d_520_france	D.520	typeFighter	d520_default	France	2	0	Aircraft
d_521	D.521	typeFighter	d520_default	Great Britain	2	0	Aircraft
d3a1	D3A1	typeBomber	d3a1_default	Japan	1	0	Aircraft
d4y1	D4Y1	typeBomber	d4y_default	Japan	2	0	Aircraft
d4y2	D4Y2	typeBomber	d4y_default	Japan	2	520	Aircraft
d4y3	D4Y3 Ko	typeBomber	d4y_default	Japan	2	775	Aircraft
db_3a_china	DB-3A	typeBomber	db_3_default	China	2	2980	Aircraft
db_3b	DB-3B	typeBomber	db_3b_default	USSR / Russia	2	2980	Aircraft
db_7	DB-7	typeBomber	DB-7_default	Great Britain	2	0	Aircraft
db_lk	DB-LK	typeBomber	db_lk_default	USSR / Russia	1	2160	Aircraft
dh_110_sea_vixen	DH.110 Sea Vixen F.A.W. Mk.2	typeFighter	dh110_sea_vixen_default	Great Britain	5	1830	Aircraft
do_17e_1	Do 17 E-1	typeBomber	do_17e_1_10_SC50	Germany	1	0	Aircraft
do_17z_2	Do 17 Z-2	typeBomber	do_17z_2_10_SC50	Germany	1	0	Aircraft
do_17z_7	Do 17 Z-7	typeBomber	do_17z_7_default	Germany	1	0	Aircraft
do_217e_2	Do 217 E-2	typeBomber	do_217_e2_e4_default	Germany	3	4000	Aircraft
do_217e_4	Do 217 E-4	typeBomber	do_217_e2_e4_default	Germany	3	4000	Aircraft
do_217j_1	Do 217 J-1	typeBomber	do_217j_1_default	Germany	1	0	Aircraft
do_217j_2	Do 217 J-2	typeBomber	do_217j_2_default	Germany	1	0	Aircraft
do_217k_1	Do 217 K-1	typeBomber	do_217_k1_m1_default	Germany	4	4000	Aircraft
do_217m_1	Do 217 M-1	typeBomber	do_217_k1_m1_default	Germany	4	4000	Aircraft
do_217n_1	Do 217 N-1	typeBomber	do_217n_1_default	Germany	2	0	Aircraft
do_217n_2	Do 217 N-2	typeBomber	do_217n_2_default	Germany	2	0	Aircraft
do_335a_0	Do 335 A-0	typeFighter	do_335a_0_default	Germany	3	0	Aircraft
do_335a_1	Do 335 A-1	typeFighter	do_335a_1_default	Germany	3	0	Aircraft
do_335b_2	Do 335 B-2	typeFighter	do_335b_2_default	Germany	4	0	Aircraft
douglas_a_1h	A-1H Skyraider	typeFighter	douglas_a_1h_default	USA	4	4575	Aircraft
douglas_ad_2	AD-2 Skyraider	typeStormovik	douglas_ad_2_default	USA	4	3629	Aircraft
douglas_ad_4	AD-4 Skyraider	typeFighter	douglas_ad_4_default	USA	4	4490	Aircraft
douglas_ad_4_france	AD-4 Skyraider	typeFighter	douglas_ad_4_france_default	France	4	4490	Aircraft
douglas_ad_4na_france	AD-4NA Skyraider	typeFighter	douglas_ad_4na_default	France	4	3629	Aircraft
dummy_plane		typeFighter	dummy_plane_default	Other	0	0	Aircraft
e7k2	E7K2	typeFighter	e7k2_default	Japan	1	0	Aircraft
e8n2	E8N2	typeFighter	e8n2_default	Japan	1	0	Aircraft
ef_2000_aesa	EF-2000 (AESA)	typeFighter	ef_2000_aesa_default	Germany	9	7500	Aircraft
ef_2000_block_10	EF-2000 Typhoon (Block 10 T2)	typeFighter	ef_2000_block_10_default	Germany	9	7500	Aircraft
ef_2000_fgr4	EF-2000 Typhoon FGR.4	typeFighter	typhoon_fgr4_default	Great Britain	9	7500	Aircraft
ef_2000_typhoon_aesa	EF-2000 Typhoon (AESA)	typeFighter	ef_2000_aesa_default	Great Britain	9	7500	Aircraft
ef_2000a	F-2000A Typhoon	typeFighter	f_2000a_default	Italy	9	7500	Aircraft
ef_2000a_aesa	F-2000A (AESA) Typhoon	typeFighter	ef_2000_aesa_default	Italy	9	7500	Aircraft
er-2_ach30b_early	Yer-2 (ACh-30B) Early	typeBomber	er-2_ach30b_20xfab100	USSR / Russia	4	5320	Aircraft
er-2_ach30b_late	Yer-2 (ACh-30B) Late	typeBomber	er-2_ach30b_20xfab100	USSR / Russia	4	5320	Aircraft
er-2_m105_mv3	Yer-2 (M-105)	typeBomber	er_2_m105_tat_12xfab50	USSR / Russia	3	5320	Aircraft
er-2_m105_tat	Yer-2 (M-105) TAT-BT	typeBomber	er_2_m105_tat_12xfab50	USSR / Russia	3	5320	Aircraft
er-2_m105r_lu2b	Yer-2 (M-105R) LU-MV-2B	typeBomber	er_2_m105_tat_12xfab50	USSR / Russia	3	5320	Aircraft
er-2_m105r_tat	Yer-2 (M-105R) TAT-BT	typeBomber	er_2_m105_tat_12xfab50	USSR / Russia	3	5320	Aircraft
etndard_4m	Etendard IVM	typeFighter	etendard_4m_default	France	6	1610	Aircraft
f_100f_china	F-100F Super Sabre	typeFighter	f_100f_default	China	6	2270	Aircraft
f_101c	F-101C Voodoo	typeFighter	f_101c_default	USA	6	0	Aircraft
f_105d_japan_killstreak	F-105D Thunderchief	typeFighter	f_105d_killstreak_default	Other	0	5800	Aircraft
f_105d_killstreak	F-105D Thunderchief	typeFighter	f_105d_killstreak_default	Other	0	5800	Aircraft
f_106a_1972	F-106A "Six Shooter"	typeFighter	f_106a_1972_default	USA	6	3000	Aircraft
