cn_qn506	QN506	cn_qn506_default	China	7	typeLightTank	gameData/Weapons/groundModels_weapons/30mm_ZPZ02_user_cannon.blk	200	17550	520	75	10	0	0.1
cn_sdkfz_222_early	Sd.Kfz.222	cn_sdkfz_222_early_default	China	1	typeSPAA	gameData/Weapons/groundModels_weapons/20mm_KwK30_222_user_cannon.blk	180	11050	75	75	30	0	0.08
cn_su_100_1945	SU-100	ussr_su_100_1945_default	China	4	typeTankDestroyer	gameData/Weapons/groundModels_weapons/100mm_D10S_user_cannon.blk	33	31600	520	75	10	0	0
cn_su_76m_1943	SU-76M	ussr_su_76m_1943_default	China	1	typeTankDestroyer	gameData/Weapons/groundModels_weapons/76mm_ZIS3_user_cannon.blk	60	9800	140	75	10	5	0
cn_t_26_1940	T-26	ussr_t_26_1940_default	China	1	typeLightTank	gameData/Weapons/groundModels_weapons/45mm_20K_user_cannon.blk	107	9800	90	75	10	0	0
cn_t_26_no531	T-26 No.531	ussr_t_26_1940_default	China	1	typeLightTank	gameData/Weapons/groundModels_weapons/45mm_20K_user_cannon.blk	107	9800	90	75	10	0	0
cn_t_34_1942	T-34 (1943)	ussr_t_34_1942_default	China	3	typeMediumTank	gameData/Weapons/groundModels_weapons/76mm_F34_user_cannon.blk	100	26500	500	75	10	6.451613	0
cn_t_34_85_d_5t	T-34-85 (S-53)	ussr_t_34_85_zis_53_default	China	3	typeMediumTank	gameData/Weapons/groundModels_weapons/85mm_ZiS_S_53_user_cannon.blk	60	30000	500	75	10	0	0
cn_t_34_85_zis_53_no215	T-34-85 No.215	ussr_t_34_85_zis_53_default	China	4	typeMediumTank	gameData/Weapons/groundModels_weapons/85mm_ZiS_S_53_user_cannon.blk	60	30000	500	75	10	0	0
cn_t_62	T-62 N545	t_62_default	China	6	typeMediumTank	gameData/Weapons/groundModels_weapons/115mm_U5TS_user_cannon.blk	40	37000	580	75	10	0	0
cn_t_80ud_478be	T-80UD/BE	cn_t_80ud_478be_default	China	7	typeMediumTank	gameData/Weapons/groundModels_weapons/125mm_2A46_M1_T_80UD_user_cannon.blk	45	50000	1000	75	10	0	0
cn_tor_m1	Tor-M1	cn_tor_m1_default	China	8	typeSPAA	gameData/Weapons/dummy_weapon.blk	1	31800	780	75	10	0	0
cn_type_58	T-34-85 Gai	cn_type_58_default	China	3	typeMediumTank	gameData/Weapons/groundModels_weapons/85mm_Type_56_user_cannon.blk	55	30000	520	75	10	0	0
cn_type_59	Type 59	cn_type_59_default	China	5	typeMediumTank	gameData/Weapons/groundModels_weapons/100mm_Type59_user_cannon.blk	34	35500	520	75	10	7.496252	0
cn_type_59d	ZTZ59D1	cn_type_59_default	China	6	typeMediumTank	gameData/Weapons/groundModels_weapons/105mm_Type_83_user_cannon.blk	37	35500	520	75	10	7.496252	0
cn_type_62	Type 62	ussr_type_62_default	China	4	typeMediumTank	gameData/Weapons/groundModels_weapons/85mm_Type_62_85_TC_user_cannon.blk	47	20500	430	75	10	0	0
cn_type_63_i	Type 63	cn_type_63_I_default	China	4	typeLightTank	gameData/Weapons/groundModels_weapons/85mm_Type_62_85_TC_user_cannon.blk	47	26500	400	75	10	7.042254	0
cn_type_64	M64	cn_type_64_default	China	4	typeLightTank	gameData/Weapons/groundModels_weapons/76mm_M1_open_turret_user_cannon.blk	25	23040	500	75	10	6.060606	0
cn_type_65_aa	Phòng không T-34	cn_type_65_aa_default	China	3	typeSPAA	gameData/Weapons/groundModels_weapons/37mm_type_65_user_cannon.blk	195	30000	500	75	10	0	0
cn_type_69	Type 69	type_69_default	China	5	typeMediumTank	gameData/Weapons/groundModels_weapons/100mm_Type69_user_cannon.blk	44	37000	580	75	10	0	0
cn_type_69_2a	Type 69-IIa	cn_type_69_2a_default	China	5	typeMediumTank	gameData/Weapons/groundModels_weapons/100mm_Type69_II_user_cannon.blk	44	35500	580	75	10	0	0
cn_type_69_2g	T-69 II G	cn_type_69_2g_default	China	6	typeMediumTank	gameData/Weapons/groundModels_weapons/105mm_ZPL94_user_cannon.blk	44	35500	580	75	10	0	0
cn_type_86	ZBD86	cn_zbd_86_default	China	5	typeLightTank	gameData/Weapons/groundModels_weapons/73mm_Type_85_user_cannon.blk	40	13200	300	75	10	0	0.1
cn_type_95_ha_go	Ha-Go	jp_type_95_ha_go_default	China	1	typeLightTank	gameData/Weapons/groundModels_weapons/37mm_type_94_user_cannon.blk	119	9700	120	75	10	2.857143	0
cn_type_97_chi_ha	Chi-Ha	jp_type_97_chi_ha_default	China	1	typeLightTank	gameData/Weapons/groundModels_weapons/57mm_Type97_user_cannon.blk	120	9700	200	75	10	3.333333	0
cn_type_97_kai	Chi-Ha Kai	jp_type_97_kai_default	China	2	typeLightTank	gameData/Weapons/groundModels_weapons/47mm_Type1_user_cannon.blk	104	9700	200	75	10	0	0
cn_vt_4	VT4	cn_vt_4_default	China	8	typeMediumTank	gameData/Weapons/groundModels_weapons/125mm_ZPT_98_user_cannon.blk	38	50000	1200	75	10	6.666667	0
cn_vt_4b	VT4A1	cn_vt_4b_default	China	8	typeMediumTank	gameData/Weapons/groundModels_weapons/125mm_ZPT_98_vt4b_user_cannon.blk	38	50000	1300	75	10	6.666667	0
cn_vt_5	VT5	cn_vt_5_default	China	7	typeLightTank	gameData/Weapons/groundModels_weapons/105mm_ZPL151A_user_cannon.blk	38	50000	884	75	10	0	0
cn_wma_301	WMA301	cn_wma_301_default	China	6	typeLightTank	gameData/Weapons/groundModels_weapons/105mm_AT_WMA_user_cannon.blk	30	5500	320	75	30	6.666667	0
cn_wz_1001	WZ1001(E) LCT	cn_wz_1001_default	China	8	typeMediumTank	gameData/Weapons/groundModels_weapons/125mm_l54_cn_user_cannon.blk	34	50000	1500	75	10	0	0
cn_wz_141	WZ141-1	cn_wz_141_default	China	4	typeLightTank	gameData/Weapons/groundModels_weapons/105mm_type_75_user_cannon.blk	9	54000	176	75	10	0	0
cn_wz_305	WZ305	cn_wz_305_default	China	5	typeSPAA	gameData/Weapons/groundModels_weapons/57mm_WA_318_user_cannon.blk	152	28000	580	60	10	0	0
cn_zbd_04a	ZBD04A	cn_zbd_04a_default	China	7	typeLightTank	gameData/Weapons/groundModels_weapons/30mm_zpt_99_user_cannon.blk	500	13200	600	75	10	0	0.045
cn_zsd63_pg87	ZSD63/PG87	cn_zsd63_pg87_default	China	4	typeSPAA	gameData/Weapons/groundModels_weapons/25mm_PG87_user_cannon.blk	240	46000	260	75	10	0	0.045
cn_zsl_92	ZSL92	cn_zsl_92_default	China	4	typeSPAA	gameData/Weapons/groundModels_weapons/25mm_zpt90_user_cannon.blk	400	5500	320	75	30	0	0.3
cn_ztl_11	ZTL11	cn_ztl_11_default	China	7	typeLightTank	gameData/Weapons/groundModels_weapons/105mm_ZPL98A_user_cannon.blk	40	5500	450	75	30	0	0
cn_zts_63_1980	ZTS63	cn_zts_63_1980_default	China	5	typeLightTank	gameData/Weapons/groundModels_weapons/85mm_Type_63_user_cannon.blk	47	20500	400	75	10	0	0
cn_ztz_59a	ZTZ59A	cn_ztz_59a_default	China	5	typeMediumTank	gameData/Weapons/groundModels_weapons/100mm_Type59_user_cannon.blk	34	35500	520	75	10	7.496252	0
cn_ztz_88a	ZTZ88A	cn_ztz_88a_default	China	6	typeMediumTank	gameData/Weapons/groundModels_weapons/105mm_ZPL94_user_cannon.blk	45	50000	730	75	10	0	0
cn_ztz_88b	ZTZ88B	cn_ztz_88b_default	China	6	typeMediumTank	gameData/Weapons/groundModels_weapons/105mm_88B_105T_user_cannon.blk	45	50000	730	75	10	7.496252	0
cn_ztz_96	ZTZ96	cn_ztz_96_default	China	6	typeMediumTank	gameData/Weapons/groundModels_weapons/125mm_Type_88C_user_cannon.blk	40	50000	730	75	10	0	0
cn_ztz_96a	ZTZ96A	cn_ztz_96a_default	China	7	typeMediumTank	gameData/Weapons/groundModels_weapons/125mm_Type_88C_user_cannon.blk	40	50000	800	75	10	0	0
cn_ztz_96a_prot	ZTZ96A (P)	cn_ztz_96a_prot_default	China	7	typeMediumTank	gameData/Weapons/groundModels_weapons/125mm_Type_88C_user_cannon.blk	40	50000	800	75	10	0	0
cn_ztz_96a_race	ZTZ96A	cn_ztz_96a_default	China	6	typeMediumTank	gameData/Weapons/groundModels_weapons/125mm_Type_88C_user_cannon.blk	40	50000	900	75	10	0	0
cn_ztz_96b	ZTZ96B	cn_ztz_96_default	China	7	typeMediumTank	gameData/Weapons/groundModels_weapons/125mm_Type_99A_user_cannon.blk	40	50000	1200	75	10	6.666667	0
cn_ztz_99	ZTZ99-II	cn_ztz_99_default	China	7	typeMediumTank	gameData/Weapons/groundModels_weapons/125mm_ZPT_98_user_cannon.blk	39	50000	1200	75	10	0	0
cn_ztz_99_w	ZTZ99-III	cn_ztz_99_w_default	China	7	typeMediumTank	gameData/Weapons/groundModels_weapons/125mm_ZPT_98_user_cannon.blk	39	50000	1200	75	10	0	0
cn_ztz_99a	ZTZ99A	cn_ztz_99a_default	China	8	typeMediumTank	gameData/Weapons/groundModels_weapons/125mm_Type_99A_user_cannon.blk	39	50000	1500	75	10	6.666667	0
fr_amc_34	AMC.34 YR	fr_amc_34_default	France	1	typeLightTank	gameData/Weapons/groundModels_weapons/47mm_SA_34_user_cannon.blk	76	9700	120	75	10	0	0
fr_amc_35	AMC.35 (ACG.1)	fr_amc_35_default	France	1	typeLightTank	gameData/Weapons/groundModels_weapons/47mm_SA_35_user_cannon.blk	96	9700	180	75	10	0	0
fr_amd_35	AMD.35	fr_amd_35_default	France	1	typeLightTank	gameData/Weapons/groundModels_weapons/25mm_SA_34_user_cannon.blk	48	5500	105	75	30	0	0.2
fr_amd_35_kwk39	AMD.35 (PaK)	fr_amd_35_kwk39_default	France	2	typeLightTank	gameData/Weapons/groundModels_weapons/50mm_KwK39_1_user_cannon.blk	18	5500	105	75	30	0	0.2
fr_amd_35_sa35	AMD.35 (SA35)	fr_amd_35_sa35_default	France	1	typeLightTank	gameData/Weapons/groundModels_weapons/47mm_SA_35_user_cannon.blk	30	5500	105	75	30	0	0.2
fr_aml_90	AML-90	fr_aml_90_default	France	5	typeLightTank	gameData/Weapons/groundModels_weapons/90mm_DEFA_D921_user_cannon.blk	20	5500	90	75	30	0	0.2
fr_amr_35_zt3	AMR.35 ZT3	fr_amr_35_zt3_default	France	1	typeTankDestroyer	gameData/Weapons/groundModels_weapons/25mm_SA_34_user_cannon.blk	78	54000	82	75	10	0	0
fr_amx_10m_acra	AMX-10M	fr_amx_10m_acra_default	France	5	typeTankDestroyer	gameData/Weapons/groundModels_weapons/142mm_ACRA_user_cannon.blk	46	47000	280	75	10	0	0
fr_amx_10p	AMX-10P	fr_amx_10p_default	France	4	typeSPAA	gameData/Weapons/groundModels_weapons/20mm_m693_amx_10_user_cannon.blk	800	29200	300	75	10	0	0.02
fr_amx_10rc	AMX-10RC	fr_amx_10rc_default	France	6	typeLightTank	gameData/Weapons/groundModels_weapons/105mm_Modele_F2_user_cannon.blk	38	5500	280	75	30	0	0
fr_amx_13_75	AMX-13	fr_amx_13_75_default	France	4	typeLightTank	gameData/Weapons/groundModels_weapons/75mm_SA_50_user_cannon.blk	36	18400	270	75	10	0	0
fr_amx_13_75_ss11	AMX-13 (SS.11)	fr_amx_13_75_ss11_default	France	4	typeLightTank	gameData/Weapons/groundModels_weapons/75mm_SA_50_user_cannon.blk	36	18400	270	75	10	0	0
fr_amx_13_90	AMX-13-90	fr_amx_13_90_default	France	5	typeLightTank	gameData/Weapons/groundModels_weapons/90mm_CN_90_F3_user_cannon.blk	34	18400	270	75	10	0	0
fr_amx_13_chaffee	AMX-13-M24	fr_amx_13_chaffee_default	France	2	typeLightTank	gameData/Weapons/groundModels_weapons/75mm_M6_user_cannon.blk	48	18400	270	75	10	0	0
fr_amx_13_dca_40	AMX-13 DCA 40	fr_amx_13_dca_40_default	France	3	typeSPAA	gameData/Weapons/groundModels_weapons/40mm_Mle51_t1_user_cannon.blk	404	18400	270	75	10	0	0
fr_amx_13_fl_11	AMX-13 (FL11)	fr_amx_13_fl_11_default	France	3	typeLightTank	gameData/Weapons/groundModels_weapons/75mm_SA_49_user_cannon.blk	37	18400	270	75	10	0	0
fr_amx_13_hot	AMX-13 (HOT)	fr_amx_13_hot_default	France	6	typeLightTank	gameData/Weapons/groundModels_weapons/75mm_SA_50_user_cannon.blk	36	18400	270	75	10	0	0
fr_amx_30	AMX-30	fr_amx_30_default	France	5	typeMediumTank	gameData/Weapons/groundModels_weapons/105mm_CN_105_F1_user_cannon.blk	50	31800	680	75	10	0	0
fr_amx_30_1972	AMX-30 (1972)	fr_amx_30_1972_default	France	5	typeMediumTank	gameData/Weapons/groundModels_weapons/105mm_CN_105_F1_user_cannon.blk	47	31800	680	75	10	0	0
fr_amx_30_acra	AMX-30 ACRA	fr_amx_30_ACRA_default	France	6	typeMediumTank	gameData/Weapons/groundModels_weapons/142mm_ACRA_user_cannon.blk	36	31800	680	75	10	12.00048	0
fr_amx_30_auf_1	AuF1	fr_amx_30_auf_1_default	France	4	typeTankDestroyer	gameData/Weapons/groundModels_weapons/155mm_GCT_F1_user_cannon.blk	42	31800	680	75	10	0	0
fr_amx_30_b2	AMX-30B2	fr_amx_30_b2_default	France	6	typeMediumTank	gameData/Weapons/groundModels_weapons/105mm_CN_105_F1_user_cannon.blk	47	31800	680	75	10	0	0
fr_amx_30_b2_brenus	AMX-30B2 BRENUS	fr_amx_30_b2_brenus_default	France	6	typeMediumTank	gameData/Weapons/groundModels_weapons/105mm_CN_105_F1_user_cannon.blk	47	31800	750	75	10	0	0
fr_amx_30_dca	AMX-30 S DCA	fr_amx_30_dca_default	France	6	typeSPAA	gameData/Weapons/groundModels_weapons/30mm_HSS_831A_user_cannon.blk	600	31800	680	75	10	0	0
fr_amx_30_roland	Roland 1	fr_amx_30_roland_default	France	7	typeSPAA	gameData/Weapons/groundModels_weapons/163mm_roland_launcher_user_cannon.blk	10	31800	680	75	10	0	0
fr_amx_30_super	AMX-30 Super	fr_amx_30_b2_default	France	6	typeMediumTank	gameData/Weapons/groundModels_weapons/105mm_CN_105_F1_user_cannon.blk	50	31800	850	75	10	0	0
fr_amx_32	AMX-32	fr_amx_32_default	France	6	typeMediumTank	gameData/Weapons/groundModels_weapons/120mm_GIAT_CN120_25_G1_user_cannon.blk	38	54000	800	75	10	0	0.5
fr_amx_32_105	AMX-32 (105)	fr_amx_32_105_default	France	6	typeMediumTank	gameData/Weapons/groundModels_weapons/105mm_CN_105_F1_user_cannon.blk	47	54000	700	75	10	0	0.5
fr_amx_40	AMX-40	fr_amx_40_default	France	7	typeMediumTank	gameData/Weapons/groundModels_weapons/120mm_GIAT_CN120_25_G1_user_cannon.blk	38	54000	1300	75	10	0	1.2
fr_amx_50	AMX-50 (TOA100)	fr_amx_50_default	France	5	typeMediumTank	gameData/Weapons/groundModels_weapons/100mm_SA_47_user_cannon.blk	50	54000	1000	75	10	0	0
fr_amx_50_1950	AMX-50 (TO90/930)	fr_amx_50_1950_default	France	5	typeMediumTank	gameData/Weapons/groundModels_weapons/90mm_Char_25t_user_cannon.blk	52	54000	1000	75	10	0	0
fr_amx_50_foch	AMX-50 Foch	fr_amx_50_foch_default	France	5	typeTankDestroyer	gameData/Weapons/groundModels_weapons/120mm_SA_46_user_cannon.blk	48	47000	1000	75	10	0	0
fr_amx_50_surbaisse	AMX-50 Surbaissé	fr_amx_50_surbaisse_default	France	5	typeHeavyTank	gameData/Weapons/groundModels_weapons/120mm_SA_46_Surbaisse_user_cannon.blk	46	57800	850	75	10	0	0
fr_amx_50_surblinde	AMX-50 Surblindé	fr_amx_50_surblinde_default	France	5	typeHeavyTank	gameData/Weapons/groundModels_weapons/120mm_SA_46_Surbaisse_user_cannon.blk	51	54000	1000	75	10	0	0
fr_amx_elc_901	ELC 901	fr_amx_elc_bis_default	France	4	typeLightTank	gameData/Weapons/groundModels_weapons/90mm_D915_user_cannon.blk	40	31800	164	75	10	0	0.5
fr_amx_elc_bis	ELC bis	fr_amx_elc_bis_default	France	4	typeLightTank	gameData/Weapons/groundModels_weapons/90mm_D915_user_cannon.blk	53	31800	180	75	10	0	0.5
fr_amx_m4	AMX M4	fr_amx_m4_default	France	4	typeMediumTank	gameData/Weapons/groundModels_weapons/90mm_SA47_user_cannon.blk	49	54000	1000	75	10	0	0
fr_amx_vtt_dca	VTT DCA	fr_amx_vtt_dca_default	France	2	typeSPAA	gameData/Weapons/groundModels_weapons/12_7mm_M2_HB_user_machinegun_for_M15.blk	800	18400	270	75	10	0	0.03
fr_arl_44	ARL-44	fr_arl_44_default	France	3	typeHeavyTank	gameData/Weapons/groundModels_weapons/90mm_SA45_ARL_user_cannon.blk	37	31800	600	75	10	0	0
fr_arl_44_acl1	ARL-44 (ACL-1)	fr_arl_44_acl1_default	France	3	typeHeavyTank	gameData/Weapons/groundModels_weapons/75mm_SA_46_user_cannon.blk	37	31800	600	75	10	0	0
fr_b1_bis	B1 bis	fr_b1_bis_default	France	2	typeHeavyTank	gameData/Weapons/groundModels_weapons/47mm_SA_35_user_cannon.blk	50	31800	307	75	10	4	0
fr_b1_ter	B1 ter	fr_b1_ter_default	France	2	typeHeavyTank	gameData/Weapons/groundModels_weapons/47mm_SA_35_user_cannon.blk	60	31800	350	75	10	4	0
fr_bat_chat_25t	Char 25t	fr_bat_chat_25t_default	France	5	typeLightTank	gameData/Weapons/groundModels_weapons/90mm_Char_25t_user_cannon.blk	52	18400	500	75	10	0	0
fr_cckw_353_bofors	CCKW 353 AA	fr_cckw_353_bofors_default	France	2	typeSPAA	gameData/Weapons/groundModels_weapons/40mm_Bofors_L60_user_cannon.blk	384	11050	94	75	30	0	0.9
fr_char_2c	2C	fr_char_2c_default	France	2	typeHeavyTank	gameData/Weapons/groundModels_weapons/75mm_APX_1897_user_cannon.blk	128	31800	500	75	10	0	0
fr_char_2c_bis	2C bis	fr_char_2c_bis_default	France	1	typeHeavyTank	gameData/Weapons/groundModels_weapons/155mm_Schneider_155_C_user_cannon.blk	24	31800	500	75	10	0	0
fr_citroen_kegresse_p4t	P.7.T AA	fr_citroen_kegresse_p4t_default	France	1	typeSPAA	gameData/Weapons/groundModels_weapons/13_2mm_Hotchkiss_Mle_1930_user_machinegun.blk	360	8750	20	75	10	0	0
